index,time,dTLB-load-misses,L1-icache-load-misses,instructions:u,cache-misses:u,branch-misses:u,iTLB-load-misses,L1-dcache-load-misses,LLC-load-misses,dTLB-store-misses,cpu-cycles:u,branch-load-misses,LLC-store-misses,cpi
1521,304.818389847,15928,593739,448091714,1255155,1581,422,40726746,939241,5783,317008031,1555,308396,0.707462381239212
1522,305.018615408,16858,574243,474565837,1270658,1426,710,40531031,959551,6125,317283030,1373,311602,0.668575369870124
1523,305.218886048,15720,2140490,408428139,1099405,1211,1141,36106592,882224,5744,317122740,1264,292971,0.776446845157258
1524,305.419152697,15620,986408,407694672,1180892,2446,1645,40507812,939922,5389,316559041,2227,315104,0.776461069375957
1525,305.61939365,51166,280710,410366457,2832728,4708,1733,52572599,2997315,1518,316450588,3222,80824,0.771141458084621
1526,305.819694206,69833,243964,370532577,3348780,3871,2378,55102854,3810663,53,315966439,4051,6692,0.852735922865967
1527,306.019959027,69100,161329,392099496,3479066,3966,2052,53492074,3484044,43,316332415,4007,2536,0.806765676128286
1528,306.220189453,131472,50138,462377687,3298977,3128,2734,48879711,3265094,84,316394951,3219,4440,0.684278155922347
1529,306.420426308,54312,14494,321252138,1466396,27547,590,37403882,1448599,20922,316371967,19859,155243,0.984808907326245
1530,306.620666268,44176,13013,451208570,3336948,8431,2869,48792498,3030942,6979,316680963,10059,217462,0.701850505632018
1531,306.820924994,16511,755030,451184152,1876297,8147,923,35656257,865635,7367,317202261,4085,295066,0.703043889272068
1532,307.021139871,16282,971508,457161909,1212004,2442,1629,39465674,954554,5962,317234031,2530,312682,0.693920523024153
1533,307.221373561,16462,474859,476518166,1259504,2519,1605,40906335,934742,6091,317252332,2531,313377,0.665771747304173
1534,307.421624603,16165,482132,477133394,1275716,2527,1603,40969961,944552,5868,317405815,2540,315549,0.665234961525246
1535,307.621858566,16649,641250,455468615,1206211,1399,601,41003786,970739,6027,317128114,1413,318327,0.696267763696517
1536,307.822105493,53427,141826,434622413,2988373,4205,1804,54200123,3093688,1715,317019181,2776,82060,0.729412868544357
1537,308.022380481,69909,43079,432898125,3859352,3908,2269,58337845,3834246,18,316827792,3913,1605,0.731876101334465
1538,308.222624274,69863,52900,431467531,3844802,3924,2371,58404161,3830193,28,316330813,3832,3697,0.733150910027573
1539,308.422878905,129324,29238,472560056,2664189,13917,2572,44415129,3170947,112,316514720,13295,24323,0.669787291543744
1540,308.623138171,42481,9569,330053683,1920274,10050,853,44466028,1910650,23223,316831709,10119,183661,0.959939928923623
1541,308.823383353,50180,242278,430304492,3260835,11529,938,44218344,2541852,18830,316713572,11048,188184,0.736021998115697
1542,309.023659315,22889,279795,511884846,1447700,5097,1955,37535161,1232509,2793,317079976,4838,146972,0.619436145605295
1543,309.223905139,22644,45029,510214539,1528395,3685,1342,38150631,1391154,3048,317082009,3678,174379,0.621467999758431
1544,309.424142315,22811,52748,514184318,1474897,3523,494,38701930,1300305,3100,317366428,3541,161516,0.617223079137159
1545,309.624377446,26776,21392,289055291,937327,8952,977,32934377,1082207,33775,316943783,9095,251745,1.0964815136354
1546,309.824637294,31217,237935,573248307,1298151,53131,992,34516002,998531,149478,317186390,54308,873981,0.553314133032407
1547,310.024867426,16688,1427798,432067930,1126533,1907,665,38790534,878617,6273,317104986,1667,305576,0.733923913306873
1548,310.225158779,18455,769499,423139105,1239382,3519,1252,39404125,911210,6550,314943452,5346,297577,0.744302401452591
1549,310.42546767,17177,1434080,442331612,1362162,19902,1181,37603376,983511,6472,313398722,6962,355419,0.708515316332399
1550,310.625693126,16749,458842,479683449,1247424,1350,375,41118832,917187,5925,316425151,1407,317225,0.659654094089871
1551,310.825917717,30086,519939,447529050,1657236,1844,1133,42739374,1551241,4558,315896719,1939,241767,0.705868633555743
1552,311.026196039,69586,47553,433830116,3870897,3960,2136,58747003,3873947,17,315595252,3914,2627,0.727462756412236
1553,311.226421735,70457,42407,434174368,3908179,3876,2112,59033965,3873590,22,315560687,3856,4678,0.726806348457678
1554,311.426682155,71227,77568,431081110,3850339,4005,2308,57668346,3771814,20,315922616,3976,3213,0.732861191714014
1555,311.626978032,106748,14928,269212997,842758,20461,807,31163607,679713,30690,316082712,37092,76495,1.17409900533146
1556,311.827311018,43581,27001,347423191,3074526,5630,475,40969707,2877712,3384,316356511,4310,171459,0.910579717172651
1557,312.027587548,80239,151862,388144533,2142727,6904,1227,39317598,2038617,32542,315764473,10688,217617,0.813522917763214
1558,312.227867358,16555,407146,481261905,1214620,1381,1626,41153322,901170,6106,317246169,1382,314915,0.659196511720578
1559,312.428250548,15458,963638,442555973,1155194,1442,328,38781583,855737,5676,317337526,1331,291700,0.717056249063438
1560,312.628530385,16677,1173432,470387560,1403478,1367,341,35998330,911097,6308,317524344,1424,366349,0.675027086175493
1561,312.828805864,15582,1319556,466682639,1174678,1329,350,37646094,824231,5744,317401868,1304,287087,0.680123581798808
1562,313.029098014,12677,2715970,378163150,1060035,1948,782,33459715,821314,4681,317040173,1808,249604,0.838368764910066
1563,313.229381086,33315,1551101,288090753,2014247,2793,502,35376591,1787975,1489,316480638,4512,78589,1.09854493663669
1564,313.42964858,52962,445124,313469244,2817691,3604,906,44677742,2807134,59,316047805,3604,4408,1.00822588196244
1565,313.629943604,67858,163887,396431518,3515919,3862,2356,55755578,3744783,27,316619595,3850,3542,0.798674123080194
1566,313.830232551,71295,45109,432453126,3894639,3965,2231,58834418,3858678,21,316728515,4025,2218,0.732399642776545
1567,314.03051369,119514,107967,361005378,990028,16287,732,31580847,968693,28804,316173401,33038,38739,0.875813548129468
1568,314.230813013,42820,11906,417725389,3006299,6832,410,47363025,2289579,13364,316756563,8178,206932,0.758288989228759
1569,314.431075405,30202,949087,476848920,2428060,7771,1773,36420276,2056058,122877,317226503,5059,269493,0.665255785836738
1570,314.631361614,15715,398019,469558646,1216780,1664,1384,41215972,904138,5696,317319338,1478,309842,0.675782121579761
1571,314.831684088,16061,407116,469370411,1265872,1388,328,41238094,909444,5763,317546283,1359,317771,0.676536644743889
1572,315.031969466,16689,402552,474821905,1361407,1331,347,40804062,1011382,6390,317633520,1335,393908,0.66895296247969
1573,315.232236351,16667,432601,481901070,1234975,1382,391,41239356,877942,6023,317579101,1342,315805,0.659013064652461
1574,315.432537804,29400,263921,468446774,2164828,3437,763,48419614,1977225,4616,317483303,1956,218240,0.677736128459281
1575,315.632822936,70209,39673,433655995,3891907,3917,2181,58995740,3876841,27,316745331,3892,3780,0.730406900059113
1576,315.833113903,64787,271662,397059132,3492224,3722,2003,52189423,3407758,120,308793640,3710,4035,0.777701896552778
1577,316.033413445,77179,699445,312583885,2863488,3603,2469,48109576,3355856,1135,312290738,3742,2212,0.999062181340538
1578,316.233723557,145020,244905,363740141,1501346,13615,1884,34484296,1399857,30860,315409083,30546,50712,0.867127510680764
1579,316.433989219,42082,14070,411788039,2808095,13240,5309,45879399,2281389,12190,316754795,13742,206090,0.769218056379729
1580,316.6342809,32954,34229,492211891,2652979,10582,4553,38450456,2397466,3539,317159370,7444,218876,0.644355359549816
1581,316.834538266,22845,32230,516563453,1467255,3682,2018,39010311,1278058,2973,317520989,3695,162956,0.6146795464448
1582,317.034762157,22558,111390,491960463,1525967,3804,2183,37860507,1398184,3071,316932407,3763,179923,0.644223328572646
1583,317.235001156,22711,287382,508035927,1428077,3677,2405,38180390,1282466,2976,317266024,3678,161748,0.624495251494291
1584,317.435252072,61302,27461,420198529,908457,57088,1583,27142929,697525,114028,315757961,63956,830791,0.751449467830003
1585,317.635497617,16604,758485,445269763,1521491,1878,1113,36616587,1002895,6100,317207749,1689,342043,0.712394542272119
1586,317.835777387,16425,574376,479975851,1277947,1988,989,40711615,959856,6147,317171920,1974,314214,0.660808078863118
1587,318.036063699,16639,700762,473123780,1264294,2005,1074,40254895,950809,6070,315790302,1999,310913,0.667458105783649
1588,318.236346265,16477,426613,480203481,1282058,1341,432,40845987,989652,5911,317468081,1369,317772,0.661111577822985
1589,318.436632519,15599,2339855,422629812,1118215,2458,1164,35288999,893733,5654,315757056,1919,282323,0.747124426707504
1590,318.636923681,40561,1605096,351001104,2143639,3012,1170,38796795,1667981,2907,315607809,9345,132342,0.899164718866525
1591,318.837212215,56140,1257311,294343448,2790051,3658,904,42456858,2696790,1017,315631171,3533,2415,1.07232273435895
1592,319.03752087,48186,714849,277657082,2582884,3419,466,40849087,2521065,1135,307213513,3367,1270,1.10644940437716
1593,319.237800043,49444,999441,274659234,2471867,3396,81,38196230,2448361,266,314617167,3376,2697,1.14548184824545
1594,319.438088536,58486,695438,314868795,2797529,3558,807,41846194,2574871,149,307771380,3516,3475,0.977459135002565
1595,319.638390926,67600,160453,302025567,1772632,28836,1606,24130999,1462649,5621,315396421,12737,279241,1.04427060309103
1596,319.838663988,39165,52343,207933084,1865003,9427,366,29673844,1574922,17906,314930619,9599,245326,1.51457677124627
1597,320.038894347,41182,47667,284322521,2484162,3853,168,33312420,2328517,2525,315462470,3742,130415,1.10952332896626
1598,320.239184669,35342,882383,252861413,2605756,6904,719,26729092,1878069,13532,315480659,8426,154075,1.24764255351211
1599,320.439443397,13380,4870552,291975054,986448,1627,449,25491483,874938,4920,314373339,1737,257157,1.07671300918742
1600,320.639741677,12488,4706676,293603024,995059,1627,670,25982710,692000,4847,316212310,1587,199814,1.0770063117606
1601,320.840046105,11809,4499865,291301374,1114738,1514,666,25430972,770896,5186,316359336,1551,204577,1.08602074770852
1602,321.040312404,14192,4999328,296150794,898335,5146,125,25740322,693971,5597,315113724,10102,196042,1.06403133263252
1603,321.240593138,16502,4954084,312232165,932891,1266,341,27000191,720991,5222,316689581,1314,206885,1.01427596673136
1604,321.440889482,15845,3802987,316620909,1154129,1874,444,28419159,834850,5805,316495603,1336,250230,0.999604239655569
1605,321.641180722,14084,2804581,427566450,1088133,1409,670,30951666,769036,5363,317298958,1583,239340,0.742104433123787
1606,321.841435024,48507,157105,453094167,2993008,4377,1435,54210763,3062294,2670,317193609,2626,99922,0.700061117758773
1607,322.041703759,69972,63463,426166285,3790671,3918,2092,58735096,3841309,30,316371581,3830,2324,0.742366517801848
1608,322.241925494,70167,44478,420185388,3766642,3717,2186,57900247,3842747,21,316407894,3870,3791,0.753019745655696
1609,322.442215741,135091,65084,447024596,2747017,12006,2147,47058002,3229132,159,316227412,11058,6017,0.70740495003993
1610,322.642522967,50282,9972,332949516,1812621,12364,2477,42068429,1455992,24537,316887936,12365,189084,0.951759713625774
1611,322.842811941,46316,18291,391703169,3220722,11599,4840,41689047,3148736,9195,316555224,7880,334214,0.808150786239873
1612,323.043136406,17543,372660,447040134,1501757,2504,1768,39555028,1146267,172111,317411250,3660,349652,0.710028531800682
1613,323.243433988,16458,399502,480301473,1273169,2273,1352,41159436,968722,5789,317579460,2307,317781,0.661208590547046
1614,323.443721429,16547,406439,478462371,1276926,1985,287,41122816,967038,6133,317660607,2476,315277,0.663919727555754
1615,323.64399085,16555,497949,477818172,1279393,1831,657,40926352,951301,5963,317568790,1698,315559,0.664622671571394
1616,323.844285283,16457,408762,481579785,1281062,2493,1629,41084272,956950,5964,317687697,2503,317565,0.659678223412139
1617,324.044552222,57339,62307,444293648,3556128,4999,1876,58004821,3602139,1474,317053158,3482,46766,0.713611728250502
1618,324.244824231,70384,37342,432438287,3854098,3978,2037,58686015,3822123,33,316650802,3913,1416,0.732245065987878
1619,324.445119297,69059,40787,430320133,3850043,3861,2215,58531564,3849898,34,316919324,3848,3270,0.736473382712958
1620,324.645386809,125398,25494,432167941,2300617,14543,1680,42137496,2698184,10733,316747150,15439,48596,0.732926068664589
1621,324.845658015,40893,12077,385815034,2475664,8010,932,46200843,2226902,13637,316830866,7641,186878,0.821198859762422
1622,325.045938224,34922,30196,445455471,3058059,10902,596,41044745,2376024,12576,317063961,9875,197276,0.711774760085953
1623,325.246236097,22698,34096,511884213,1479064,3504,1970,38841222,1273403,2994,317532489,3717,163774,0.620320925974718
1624,325.446497519,23124,46217,514877495,1450979,1911,522,38743863,1281948,3023,317314777,1897,161694,0.616291797721708
1625,325.646786916,21445,32503,490909347,1577289,2007,500,37869764,1363303,2989,317061722,1947,170282,0.645866133813908
1626,325.847098121,7697,26788,456958437,925174,45490,1693,28908614,859446,33970,317239532,61240,216850,0.694241546523847
1627,326.047399335,28357,410567,369858312,1548797,3452,1117,36797584,1202361,196613,317136467,2490,994248,0.857453940361897
1628,326.247691922,16414,1153559,404484128,1111799,1765,1659,39784447,946383,5910,317315517,1871,319564,0.784494359689684
1629,326.447991246,16348,587785,453309670,1209713,1957,1265,39217411,846138,5931,315287987,1813,284570,0.695524511974342
1630,326.64826131,16402,388507,480194696,1288165,2525,1516,41182266,941998,5896,317500691,2532,313935,0.661191582590908
1631,326.848548331,16395,1260242,479262710,1217219,2474,1539,36680503,838757,5959,317540744,2615,290250,0.662560924049359
1632,327.048850331,43558,285617,457071396,2499204,4375,1693,49716278,2391122,3032,317174785,3195,157907,0.693928317929569
1633,327.249128849,43576,341297,277371160,2597528,3412,34,41296670,2486333,75,316180589,3299,4470,1.13991876084017
1634,327.449411314,67937,232104,418009218,3649439,3994,1872,53847880,3417590,25,315338531,4039,5418,0.754381763418432
1635,327.649733274,69989,42297,429678735,3859667,3953,2180,58630956,3837280,30,316744334,3942,1619,0.737165487140061
1636,327.850000438,105778,17949,377753607,1536488,24914,805,38292351,1107646,30473,316112034,31980,78283,0.836820689841884
1637,328.050264199,43984,22076,379743175,3154737,8724,2997,46709119,3376534,4134,315761485,7159,208886,0.831513258928222
1638,328.250639683,32308,160356,430239124,2719967,10339,1183,38901137,1997412,12879,316808786,9572,261461,0.736355129804513
1639,328.450914355,16115,639924,448602896,1285337,2235,1313,40349482,1007280,5883,317193529,1958,317395,0.707069730998794
1640,328.651188284,16235,388489,482532829,1236832,2793,1612,40105174,889959,6050,317717892,2828,304422,0.658437878016378
1641,328.851474618,17089,1511102,383619010,1128092,2145,1301,39897769,970313,5880,316959850,2225,315502,0.826236035591667
1642,329.051773402,11133,4673312,327167755,898256,1396,175,25917164,664364,4103,316870738,1382,197289,0.968526797514015
1643,329.252050813,10834,4641659,310267076,888139,1343,140,26546367,676606,4021,316671990,1199,201679,1.02064322802978
1644,329.452371206,32854,1458383,390627847,1978451,2849,1489,40884527,1583108,3079,316945348,2951,173696,0.811374177325356
1645,329.652668134,64110,264504,389594828,3323683,3848,1707,50073021,3179642,68,316448898,4000,3914,0.812251280707453
1646,329.852960228,66328,36259,422255389,3886734,3900,2006,58700430,3824037,379,316762860,3767,2801,0.75016889837728
1647,330.053278654,69626,33362,434194639,3872581,3973,2146,58783092,3857481,38,316793831,4049,4201,0.729612488375288
1648,330.253573966,134444,9984,362659108,1271362,15647,1017,33734989,688950,36310,316659509,31186,71980,0.873160226821051
1649,330.453847855,40342,13153,439616410,3262700,5036,406,48002971,2897760,4027,316959265,4912,218541,0.720990522169088
1650,330.654165565,79855,241147,396804109,2035559,4311,1380,39638470,2193462,201256,317374206,5245,448355,0.799825906036674
1651,330.854460064,16536,398701,481762924,1263670,1344,900,41107293,943257,5999,317616940,1329,316247,0.659280580088807
1652,331.054745214,16690,391517,482052019,1241764,1319,1557,41274047,928703,6221,317662323,1338,316036,0.658979343472058
1653,331.255034895,16824,387644,481092919,1282589,1317,1485,41171948,937570,6161,317539199,1329,315930,0.660037149704962
1654,331.455308564,16183,391754,480727006,1265723,1372,1489,41163614,931939,5992,317652816,1360,317021,0.660775891587834
1655,331.655601264,43785,231850,457478741,2588590,4217,1927,50526055,2382278,3029,317177502,3136,157509,0.693316374235628
1656,331.85589048,70152,41181,434400327,3874524,3873,2206,58596386,3835296,28,316868920,3940,3405,0.729439874477811
1657,332.056152673,69319,39936,433777100,3868481,3969,2232,58803089,3859515,28,316775466,3935,3179,0.730272450989229
1658,332.256413441,119812,30841,478247006,3356935,3009,2150,50357624,3349521,103,316528052,4163,5719,0.661850566817767
1659,332.456706041,46832,9826,325085667,1371630,19940,3010,38337968,1582585,20669,316326853,17751,185928,0.973056905028052
1660,332.656986015,73934,10797,438291307,3338977,11727,5138,49680085,2933484,27263,316954212,15534,216681,0.723158791739394
1661,332.857261506,22812,38852,513901061,1466958,6157,1999,38522719,1293169,2985,317516665,3563,163884,0.617855632331532
1662,333.05755032,21631,51380,499949035,1573297,1818,444,37329973,1444648,3116,317691375,1777,162971,0.635447521165832
1663,333.257815297,22742,50638,512047501,1454531,1850,524,38867213,1287266,2988,317459540,1852,164884,0.619980645115969
1664,333.45809787,14243,26418,404498314,1432671,29390,357,31542495,790011,23896,316887138,5625,182064,0.7834078092103
1665,333.658373598,23478,217273,411769981,1702004,20679,1161,32971244,1070877,260372,316621941,43987,492262,0.768929148820103
1666,333.858660522,16611,665541,473584397,1195958,1969,1298,40223402,900110,6108,317307967,1940,314422,0.670013558322531
1667,334.058951302,16749,419189,482141753,1235156,1643,901,41276154,921268,6029,317413959,1671,318243,0.658341570762074
1668,334.259247908,16680,951986,440874659,1394903,1477,784,39034207,1030916,6337,317310455,1527,376570,0.719729402728044
1669,334.459526445,16403,534361,483765831,1242467,1359,485,40449977,905541,5896,317529989,1351,294730,0.656371261987703
1670,334.659810749,39255,316649,467635095,1927522,1997,1305,45573919,1823757,3760,317283104,2149,204589,0.678484372521271
1671,334.860108256,44106,368192,275328691,2410880,2529,34,39416245,2402015,53,316292180,2490,2409,1.14878031363611
1672,335.060376591,44146,378192,274225390,2398278,2214,0,39504894,2397871,87,316264256,2217,2184,1.15330041466985
1673,335.260639373,43490,381216,273789517,2408981,2168,0,39313635,2395143,53,316221262,2218,1452,1.15497943626527
1674,335.460928408,65062,70323,408933676,3784694,3795,1846,56694474,3593078,62,316605803,3536,3795,0.774222866888566
1675,335.66121355,63836,9191,343633748,764324,16588,2305,31637608,1121939,20757,316291500,17103,133061,0.920432005997269
1676,335.861491817,42591,17930,371262523,2998127,4166,633,42907175,3023154,3843,316518003,4594,210429,0.852544987418512
1677,336.06179537,73599,212795,432382512,2291571,4736,1846,41867910,2266342,203288,316532852,4329,438554,0.732066730765466
1678,336.262075892,15327,996914,445641056,1186982,2464,1239,39406553,856628,5551,317176173,2309,287526,0.711730144091571
1679,336.46236061,16675,387514,482171051,1230005,2513,1608,41265822,921349,5970,317596089,2537,316782,0.658679297194057
1680,336.662646324,16860,433487,472422528,1410051,2448,1591,40424182,986908,6346,317426457,2547,352411,0.671912193399888
1681,336.862918137,15310,1455157,438739379,1141614,2132,1108,36968973,824215,5630,317285797,2142,271241,0.723176017897404
1682,337.0632502,12261,3005133,367704820,1032603,1876,750,31659308,727989,4420,316950627,1647,231012,0.861970280944373
1683,337.263519588,54194,421938,329693742,2805271,4705,676,44660790,2799121,217,316106037,5016,885,0.958786888348035
1684,337.463782382,65629,151889,424050819,3687120,3909,1777,54469608,3508652,37,316766080,3864,1695,0.747000278756684
1685,337.664062581,70455,49557,432469589,3873883,3881,2353,58688745,3864792,28,316775421,3920,3926,0.732480223019797
1686,337.864362769,122178,30233,484896125,2567380,13955,2219,43791412,2897633,93,316752137,14098,45984,0.653237096914313
1687,338.064670943,44065,10369,347618525,1938518,10259,825,45746885,1967956,21736,316730178,10059,190799,0.911142977780025
1688,338.264929779,116090,52855,394926314,2549672,8316,709,47723380,2482380,37818,316440994,9264,245250,0.801265914126958
1689,338.465217996,16598,1111035,454297585,1137125,1327,375,39642367,882484,5985,317286533,1354,315086,0.698411225320513
1690,338.665503484,16508,1095058,472264309,1175732,1311,988,39012050,908848,5927,317754629,1339,316407,0.67283218940011
1691,338.865783835,16420,393408,471550218,1455358,1306,1498,40637531,995060,6443,317664151,1314,379400,0.673659217776037
1692,339.066064234,17119,412060,484158237,1210171,1344,1053,41363589,923963,6099,317677939,1351,316678,0.656144860755514
1693,339.26636513,21743,373442,482654532,1246740,1337,1543,41039671,934593,5565,317625229,1532,304688,0.658079864460902
1694,339.466639101,70510,35597,435160891,3906829,3851,1897,59203804,3892922,27,316578156,3927,2540,0.727496800717783
1695,339.666910899,70106,41446,434746206,3885931,3915,2075,59223622,3882441,31,316853070,3856,3636,0.728823082587177
1696,339.867201917,70343,39854,433196175,3902665,3986,1943,58972411,3896015,25,316853136,3952,4427,0.731431056610784
1697,340.067469124,144410,12290,365668240,1189844,16374,1849,36607076,1398515,32137,316745650,26146,65616,0.866210448027972
1698,340.267759736,43126,12320,435274816,3088265,5017,468,49080177,2620878,10214,316865393,7165,209755,0.727966290151737
1699,340.468050334,30055,28690,491019311,2622632,9359,637,38875058,1738738,3413,317177237,6640,175570,0.645956747310087
1700,340.668329741,22634,31967,516048474,1446445,5199,2290,39030328,1282859,2994,317461390,5195,163832,0.61517746102278
1701,340.868613383,22732,35618,503236670,1562275,3743,2334,37417533,1401074,3157,317526584,3773,172148,0.630968693120078
1702,341.068926726,27702,478437,430004127,1284918,2105,913,35515100,1196686,3983,316836015,1984,150123,0.736820870093649
1703,341.269231053,23784,24846,338529564,1480531,68544,1018,23704788,880712,95801,315813335,50005,196435,0.932897355458148
1704,341.469548114,17808,1156524,456588467,1489777,2418,2022,37564921,1029402,130249,317626714,3928,309246,0.695652073927658
1705,341.669853139,16512,384762,481022752,1264178,2506,1564,41144864,956481,5941,317742972,2517,316819,0.660557054066332
1706,341.870137592,16136,2849075,391081911,1100314,2293,1326,34051130,874853,5662,316415966,2252,265738,0.809078500181513
1707,342.070449656,16136,967106,461767666,1251558,2583,1681,40242115,979123,5724,317334054,2533,313417,0.68721583897128
1708,342.270717281,16532,1136280,478668195,1240921,2525,1589,39086156,932613,5872,317282144,2493,311395,0.662843588344114
1709,342.470999144,43504,178404,452732720,2988655,4785,1948,52927614,2737075,2859,317054419,3201,139808,0.700312579572336
1710,342.671275795,69971,41475,431356366,3840338,3930,2233,58693433,3831939,23,316932144,3931,1550,0.734733897493934
1711,342.871515932,65581,66582,402875821,3741237,3937,1651,56510462,3617798,213,316214048,3802,4790,0.784892097061342
1712,343.071784568,89581,41457,460095022,3138609,7782,2033,49810575,3277107,68,316756352,12866,9540,0.688458550633917
1713,343.27200537,44272,13666,337603348,1807794,23000,1004,36490850,1244082,22379,314616845,34214,152658,0.931912692406119
1714,343.472246666,42036,16637,406611807,3486487,6109,581,45699478,3235400,3951,316675352,4711,209432,0.778814944741632
1715,343.672542128,63613,413119,385259720,1423230,3503,1911,37784134,1761174,173298,317057597,3416,502172,0.822971051840042
1716,343.872783111,16210,2021134,456060647,1134135,2678,1438,36740063,849123,5867,317328725,2522,285479,0.695803786376683
1717,344.07302442,15665,886743,479808260,1263374,1726,1635,37713930,854930,6000,317501201,1989,272554,0.661725167049021
1718,344.273296159,13259,2658619,374612762,1053946,1981,1126,33410943,827252,4791,316866233,1980,255584,0.845850075444039
1719,344.473509735,13626,2682533,379094609,1068455,1822,997,33483778,812523,4808,317040067,1839,253941,0.836308561169753
1720,344.673737374,12060,4251265,337953635,931727,1113,237,27879557,710732,4292,316728775,1029,217226,0.937195941094109
1721,344.874011655,48568,950349,357330988,2775775,4398,1093,44533236,2776048,1023,316685777,2997,35896,0.886253327125382
1722,345.074295216,54481,232212,320314824,3005751,3467,1005,48597374,3108220,122,316320232,3422,5406,0.987529169115195
1723,345.274566924,70446,38610,428858188,3856104,3831,1945,58247064,3849798,27,316791863,3829,970,0.738686754419622
1724,345.47481889,138509,37914,456902511,3559999,3526,1893,53195510,3306709,68,316808267,3022,2806,0.693382634966521
1725,345.675055451,55984,10634,349707523,1818738,31140,478,40639870,1251676,33767,316507323,40736,124392,0.905062951705503
1726,345.875315932,38865,20141,389346351,3456632,4508,450,45250468,3346260,3886,316737398,4803,208389,0.813510636959841
1727,346.075554911,107384,333335,397650512,1275996,7011,1729,39016604,1447852,44164,317074252,9395,355658,0.797369153142194
1728,346.275806703,16317,401083,480151651,1270821,2450,1579,41111604,944244,5971,317438089,2476,316758,0.661120477954995
1729,346.476052201,16618,2032099,448359975,1195021,36961,2071,36660325,895094,5993,316863470,9003,293967,0.706716673360507
1730,346.676303206,16254,379164,480298030,1282744,1862,1445,40987065,988287,6023,317662735,1904,316700,0.661386712329426
1731,346.876538443,16137,482123,449897420,1250435,1920,1163,41108228,946375,5897,317214625,1839,314896,0.705082116274417
1732,347.076802351,43070,148222,450911264,3169852,4823,1921,52763082,2660000,3069,317158465,5009,146373,0.703372238223794
1733,347.277061205,70093,39825,433684352,3861948,3859,1885,58812930,3843710,42,316903788,3826,3573,0.730724515511226
1734,347.477313934,69238,37588,431701534,3861314,3764,2006,58446291,3854158,36,316852194,3725,3213,0.733961241842611
1735,347.677575092,143989,32009,471934514,3248706,6617,1805,49100217,2992683,69,316612835,11684,4965,0.670882983989596
1736,347.877832461,41825,13923,356807111,1884828,29388,428,42629733,1777375,23402,316935794,10515,175369,0.888255262379006
1737,348.078079229,113030,16725,433363015,2761724,8363,725,45729926,2900078,42282,316864448,10984,220037,0.731175566516677
1738,348.278345414,22514,36556,494364417,1549416,1802,515,38285715,1296034,3000,317372986,1780,163332,0.641981856068739
1739,348.478590471,22648,29145,517029413,1440781,1861,440,39027235,1268378,2981,317473840,1868,163001,0.614034389567698
1740,348.678816926,21986,34169,513337381,1434571,1873,425,38945398,1310939,3090,317446510,1857,161123,0.618397416104011
1741,348.879087673,11074,26854,330290334,1498031,27863,372,30485067,895639,32585,317184921,7580,175284,0.960321536385016
1742,349.079340152,14173,947148,462219102,1743999,18024,1179,30269295,1020753,284567,317108118,47981,488442,0.686055848033732
1743,349.279580451,16734,668800,478814252,1235431,1898,1364,40073029,937349,6150,317460307,1923,311323,0.663013487326188
1744,349.47983179,16449,424456,481389048,1250234,1349,432,41194374,935123,6139,317652829,1370,315645,0.659867170472063
1745,349.680083848,16845,449745,479175473,1267670,1354,354,40885694,989162,6096,317397506,1375,315135,0.662382621574623
1746,349.880306813,16338,410974,479793680,1264024,1396,386,41068636,965248,6044,317188479,1408,314089,0.661093491268997
1747,350.080535101,43691,318543,462370086,2049491,2192,1182,46459455,2041025,3137,317027242,2476,178293,0.685656904715933
1748,350.280745074,70221,93105,420815330,3635436,3788,2296,55702328,3736374,37,316755792,3893,5558,0.752719231972847
1749,350.480956088,66097,117682,388806859,3610778,3518,1695,55095996,3556308,68,316131072,3437,4352,0.813079977069026
1750,350.681206955,78977,47019,427561365,3870791,3905,2469,57434396,3667366,53,316614313,3830,1654,0.740511980075655
1751,350.881533328,95770,10140,382570198,1455137,25349,678,38239209,1146801,34723,316716953,35918,121584,0.827866244301654
1752,351.081751574,42966,23587,414787546,3335706,4965,1052,47162085,3319686,3997,315935838,4986,208062,0.761681108911597
1753,351.282052128,127686,279347,382652716,1862759,6331,1139,38758207,1598334,46446,316894608,8640,295184,0.828151989387683
1754,351.482355908,16430,482435,477601428,1276430,1545,1276,40911230,944099,6184,317360737,1467,315821,0.664488668572406
1755,351.682602754,16372,439308,481310640,1255647,1930,1694,41074434,949595,6079,317434476,2096,316534,0.659521002901577
1756,351.882840269,16562,380563,479355232,1255969,1381,978,41143615,956779,6104,317406656,1380,313656,0.662153315143121
1757,352.083103921,12088,3338451,357002391,987054,1166,268,30463281,740547,4643,316741867,1052,228048,0.887226178269489
1758,352.283322272,18112,3294720,339275509,992211,1160,616,32748558,807282,3894,316521889,2927,256189,0.932934681707308
1759,352.483566879,50693,393718,314206060,2805631,3437,647,44699814,2766110,81,316311165,3363,1254,1.0066997593872
1760,352.68385416,44725,537014,276807201,2413153,3382,37,39440777,2412007,71,316339878,3404,2531,1.14281664948449
1761,352.884080886,58272,216478,383080373,3457864,3711,1354,51811317,3234739,46,316400541,3722,3863,0.825937749099978
1762,353.084323479,86027,52336,428999381,3858971,3892,2453,58285629,3763754,27,316663539,3835,3004,0.73814451261411
1763,353.284602178,94598,14401,379202075,1047596,32446,1142,34991692,1272517,19505,316377865,18168,126905,0.834325247297236
