index,time,dTLB-load-misses,L1-icache-load-misses,instructions:u,cache-misses:u,branch-misses:u,iTLB-load-misses,L1-dcache-load-misses,LLC-load-misses,dTLB-store-misses,cpu-cycles:u,branch-load-misses,LLC-store-misses,cpi
510,102.340998659,23695,45563,514786683,1450945,3299,481,38995091,1282946,2935,317165033,3028,162334,0.61610963040394
511,102.5412462,21513,43393,486770188,1591102,1780,466,36693491,1487886,3088,317610589,1749,173059,0.652485704403902
512,102.741506147,22920,37196,517538763,1450053,1849,567,38947659,1286767,3081,317529896,1855,163001,0.613538383404143
513,102.94175472,43573,99460,284751490,816833,11257,870,34730916,692405,57349,316828879,40976,198599,1.1126504693619
514,103.142015231,33366,447713,520628604,1528293,57084,2128,27017499,729219,65660,315803795,28332,627552,0.606581721737287
515,103.342286177,16227,593761,466694884,1228292,2503,1596,40724635,911200,5860,317303966,2441,317087,0.679895959605162
516,103.54253598,16663,373016,479789475,1263222,2494,1576,41444368,911236,5938,316990324,2508,317074,0.660686281206981
517,103.742779376,17189,397739,472086664,1376622,1450,516,40668199,1015119,6715,317235317,1426,386090,0.671985339115616
518,103.943021111,16825,394338,466571547,1232874,2263,1062,41308591,897801,5929,317136449,2227,308796,0.679716650188272
519,104.143291302,35138,225770,467886903,2283742,4293,1862,50017227,2322286,4266,317489058,2849,174018,0.678559403916463
520,104.343517685,70613,43830,433062973,3908191,3986,2337,58951924,3881932,30,316610767,3896,2596,0.731096368749124
521,104.543836663,69015,46218,434004551,3884408,3903,2156,58942469,3889111,23,316859086,3893,3849,0.730082404135896
522,104.744074398,106030,47594,484098558,3559166,3249,2071,56439526,3846751,172,316816949,3157,3325,0.65444720659548
523,104.944368782,54512,13272,319873077,1719232,32175,688,40487305,1440805,24649,316609964,39775,373036,0.989798725698943
524,105.144595074,45525,15389,437950549,3557540,5128,776,48582463,3285633,3967,316409484,5040,205581,0.7224776512382
525,105.344857232,102987,364752,413953102,1085156,7669,1901,40240764,992147,41422,316792681,9629,307952,0.765286404352153
526,105.545101853,16858,398266,479521079,1250648,2504,1624,41212119,943036,6078,317397375,2502,315695,0.661904948291126
527,105.745351666,16793,700749,450886669,1347298,2391,1476,39460594,973745,5984,317259733,2418,376160,0.703635203284309
528,105.945576763,16897,1034219,483472906,1194769,2262,1564,38969691,864810,6019,317571549,2233,298532,0.656854903467951
529,106.145842307,14469,1386125,422103870,1142890,2139,1326,37856288,842306,5307,317180654,1833,286749,0.751427969613261
530,106.346138378,20736,3360948,288490577,1335817,3345,581,31216683,1432304,2778,316698603,2043,120583,1.09777798045723
531,106.546372162,44408,389959,275302432,2406601,3369,41,39387178,2399662,114,316053203,3385,2726,1.1480218344021
532,106.746649111,44895,349131,274080302,2408094,3301,50,39317697,2398784,100,316127192,3311,1649,1.15341084234503
533,106.946976924,62494,170163,375376059,3228100,3445,1558,50497725,3367945,37,316850136,3455,2538,0.844087225072604
534,107.14723585,69777,34042,463696561,3445396,3303,2087,54903245,3860106,65,316744314,3802,5266,0.683085320531415
535,107.347516318,104806,8776,332804408,1106596,20798,2328,36689369,1230141,22574,316588311,18573,156411,0.951274392375236
536,107.547760192,41400,17149,447464772,3300816,5198,429,50797525,3155540,3995,316764736,5153,218492,0.707909886591028
537,107.74804558,28785,788751,440347218,1495634,7027,1476,38627063,833439,18885,317058700,7187,302376,0.720019764039931
538,107.948300804,16136,390461,462371904,1237624,1816,1545,41266569,930528,5739,317588256,1701,318346,0.686867548076624
539,108.148567909,16669,347294,474840427,1379052,1306,1589,40682050,978843,6236,317698211,1323,382924,0.669063106120069
540,108.348828471,16637,416374,483806517,1225241,1333,992,41286488,907757,6041,317497620,1348,316788,0.656249159206758
541,108.549070927,16863,401779,460588072,1230274,1324,288,41211911,933306,5719,317542437,1279,316337,0.689428268563585
542,108.749328523,47056,129333,448960656,3234931,3244,1355,54113335,2959985,2352,317069599,4427,96823,0.706230255953653
543,108.949572319,69846,39457,435093639,3900011,3905,2040,59044189,3854302,27,316612147,3925,6767,0.727687372602568
544,109.14982879,69396,37844,433625590,3903954,3870,2011,59069894,3895655,26,316790561,3871,1051,0.730562421373701
545,109.35010237,143676,24308,464232148,2885746,22828,1405,46720283,2544791,11873,316628690,31633,4219,0.682048176465366
546,109.550366065,43662,12092,356064770,2315852,9646,306,44925768,1792908,23669,316852413,10012,184028,0.889872966089849
547,109.750619025,52603,21911,473981922,2628791,5360,957,42602422,2774664,3920,316945316,4402,362676,0.668686507414939
548,109.950876969,22704,31951,516296212,1454092,1937,473,39074352,1297386,2934,317479153,1969,162800,0.61491668081423
549,110.151120425,21942,32412,504747839,1523158,1883,429,37770296,1401836,3170,317531629,1859,180546,0.62908962548327
550,110.351373755,22753,38670,515358547,1462420,1917,472,38967274,1282299,3037,317014540,1924,163038,0.615133952556724
551,110.551626875,42667,15528,450044797,704312,48938,1085,32870284,761113,55889,316437163,68038,244128,0.703123700372432
552,110.751850074,21443,974817,404962831,1581061,9153,1110,31558763,1087842,72331,316978505,1364,906781,0.78273481103751
553,110.952099905,16421,430732,479603400,1288736,1429,359,40922147,968824,6082,317618616,1577,314053,0.662252636240694
554,111.15237357,16812,430779,477563225,1281403,1414,490,41077156,973598,5963,317290665,1487,313969,0.664395096586426
555,111.352615032,16772,385027,478450185,1270495,1874,1272,41031215,974278,6170,316819723,1690,314670,0.662179121113727
556,111.55283331,16680,427393,478716598,1270826,1645,1564,41072288,944244,6149,317377930,1620,316481,0.662976657433549
557,111.75307769,43406,223441,449947381,2876202,4216,1295,50464927,2411728,2681,316965571,4565,160357,0.704450307712759
558,111.953364142,70508,45523,432763208,3855854,3926,2168,58605778,3836184,25,316896539,3936,4724,0.732263124826452
559,112.153638366,70074,51539,429273880,3844707,3910,1996,57891105,3809644,15,316760086,3951,3450,0.737897414117067
560,112.353880685,117572,36531,479723417,3237317,6914,1807,49388569,2922792,232,316427263,5331,5471,0.659603537761009
561,112.554113439,50294,11922,323408920,1913597,28038,831,44200609,1894614,34183,316393039,33939,175178,0.978306470334832
562,112.754343042,41495,17605,409267306,3945814,7001,569,42926413,3172203,13343,316512006,9529,186972,0.773362546579765
563,112.95457445,16870,764435,470243918,1324005,4375,791,35491775,931412,6074,317149074,1360,305120,0.674435249155099
564,113.154818018,16470,428966,481024022,1279496,1329,348,41049575,964544,6051,317662482,1345,315525,0.660387979542527
565,113.35506247,16586,1194876,453358048,1210127,1376,388,39374377,962191,6163,317121568,1464,315381,0.69949473578111
566,113.555286784,14989,1551262,429014726,1166164,2047,356,37078368,898399,5504,317246467,1302,281205,0.739476870544532
567,113.755603312,12064,4357695,350808770,923230,1364,497,27278033,692570,4352,316706645,1465,214721,0.902789987262861
568,113.955877714,28600,1713637,409231926,1664261,3212,1123,40840986,1597228,4103,316977555,2089,207770,0.774567023883664
569,114.156151818,70337,68760,430975665,3816260,3958,2109,57237114,3717421,18,316690994,4002,4578,0.734823378020659
570,114.3564508,63963,225565,389623690,3401950,3759,1343,50644930,3210482,820,316082081,3710,1484,0.811249647063298
571,114.556723377,64349,51447,419022970,3835977,3840,1873,57472859,3668699,27,316693571,3658,1380,0.755790478502885
572,114.756968396,85655,139435,316265083,1144499,9529,856,23980259,1253344,5931,315903131,9219,54331,0.998855542329976
573,114.957240746,40170,10021,324671400,1892790,10641,356,42725430,1668568,22832,316535943,11068,176537,0.974942489544813
574,115.157460712,159539,33107,364579737,2966853,4965,553,44264694,2826938,111875,316775577,7953,317980,0.868878724875486
575,115.357713971,16589,406691,466483913,1496372,1340,406,39534838,1183113,6473,317293006,1320,363877,0.680179952957992
576,115.557978755,16437,861856,480610597,1267237,1309,426,39412006,909043,6114,317719786,1301,302025,0.661075282116595
577,115.758226808,16421,403633,480949056,1275232,1334,379,41054647,960115,5932,317574089,1379,315589,0.66030712616681
578,115.958480737,16852,383407,479488060,1293943,1538,431,41139808,957379,5991,317490170,1439,317565,0.66214405839428
579,116.158740242,15983,391021,480912507,1269315,1953,510,41203768,937353,5928,317642543,2185,299576,0.660499650927149
580,116.358990491,69479,125649,436451343,3413959,3513,2130,54545388,3253101,31,316946948,3810,46952,0.726190795568247
581,116.559259082,70280,41116,432760865,3845893,3836,2086,58661815,3832404,46,315960369,3848,6483,0.730103839218456
582,116.759533451,69081,37904,431756770,3868718,3850,2103,58410918,3834814,34,316861710,3824,3294,0.733889384062235
583,116.959790262,132254,15738,417371268,2020982,12661,1529,38167925,1698555,21984,316598842,28431,33821,0.758554472417589
584,117.160044339,38590,12053,383592626,2569417,8562,348,47289927,2368962,16082,316733702,9115,197655,0.825703312659613
585,117.360307681,52301,23268,447047579,2593436,5188,989,40218554,2956205,3917,316771779,3554,377789,0.708586275556142
586,117.560546718,22283,40932,509508578,1513967,1867,469,38053870,1380640,2959,317474881,1852,166416,0.623100168884693
587,117.760783037,22453,46338,514681667,1421442,1836,478,38355811,1291367,2990,317394145,1861,162194,0.616680494663899
588,117.961040429,22197,49117,502422672,1613333,1830,493,36639730,1493878,3059,317554402,1842,169639,0.632046322145271
589,118.161298998,25876,22849,344576696,645007,68862,942,25563518,381795,67584,316408487,51707,226950,0.91825271608037
590,118.361563217,24365,416060,499005556,2012247,1293,1042,36828460,1261313,110863,317176179,2613,244097,0.635616528085311
591,118.561821336,16464,390349,480568012,1266538,1334,353,41199528,957498,6202,317487092,1337,317153,0.660649656390363
592,118.76206656,16441,463838,471638055,1302528,1354,384,40967454,924492,6282,317357570,1326,315427,0.672883722243321
593,118.962317657,16261,423927,480497030,1273349,1327,372,41110511,935437,5941,317588196,1336,315699,0.660957667105664
594,119.16258743,16931,398265,481049691,1271862,1309,480,41090472,974759,6132,317574111,1339,316821,0.660169036466547
595,119.362870941,49640,125840,449427507,3201864,4439,1502,54271046,3107487,2563,316812580,4383,96038,0.704924765541776
596,119.56316181,69896,37730,432841561,3866974,3941,2153,58720714,3855574,22,316747102,3915,4741,0.731785324099226
597,119.763467365,69873,40311,431862579,3876479,3937,2203,58691287,3838187,12,316775668,3955,3371,0.733510341955328
598,119.963763541,131677,34959,448752659,2619193,16485,1874,48050037,2641361,17710,316660180,30388,1792,0.705645244990069
599,120.163989024,43206,20132,326356795,2367117,9110,455,39034048,1749621,23139,316336106,10724,156865,0.969295295353051
600,120.364280393,40240,13549,419237873,3781643,9876,872,38934451,2992597,35482,316568345,4828,199100,0.755104358140849
601,120.564614898,16473,1503134,417084965,1350260,2288,1759,36579579,1023844,75877,317058010,3529,308052,0.760176071079426
602,120.764849908,15850,905341,427206465,1215081,2400,1648,39249507,936998,5659,317109536,2425,316412,0.742286369659691
603,120.965102706,16663,631255,448237495,1218772,2010,1292,40876246,947246,6023,317260849,1829,318949,0.70779631900272
604,121.165355831,16513,738391,472031193,1252345,1827,697,40389032,935810,5972,317469390,1708,315081,0.672560192436266
605,121.365624269,14093,2141761,430653379,1124408,1515,643,34950265,831436,5436,316963644,1433,258606,0.736006402030344
606,121.565919292,44189,261379,454735414,2429909,2653,1202,47615833,2417808,2931,317052284,2631,112495,0.697223647507691
607,121.766199867,53413,451657,280356353,2407801,3347,1143,41403768,2812777,66,316167396,3484,4952,1.12773401642873
608,121.966484206,66905,46450,418903656,3844502,3964,2106,58313244,3812293,399,316397352,3954,4697,0.755298616921118
609,122.166722212,69608,47031,429778089,3873492,3941,2415,58506216,3822964,28,316690733,3901,1836,0.736870354970563
610,122.366966905,128520,19045,385733233,1433869,33036,1082,38126622,1502101,21458,316557839,19758,81761,0.820665195316474
611,122.567213084,41139,12087,442643688,3148862,5053,652,48392924,3029665,3994,316773036,5204,217640,0.715638886507741
612,122.767448842,116262,300914,403523212,1663970,7376,1363,40860793,1583367,41455,317142319,10566,295493,0.785933273647713
613,122.967704104,17536,555848,478985410,1280482,1394,454,40063424,898440,6094,317239966,1444,292199,0.66231655365035
614,123.167950121,16532,440682,482366533,1245746,1347,341,41254076,932248,6066,317600041,1336,317788,0.658420556303395
615,123.368217336,16334,414923,481999512,1255268,1388,650,41131175,963587,6000,317668669,1361,316790,0.659064295899121
616,123.568463098,16719,405569,481104367,1256568,1337,315,41173994,958277,6045,317595936,1367,314541,0.660139374706611
617,123.768705154,42640,393992,458580952,2565222,2590,1553,47771062,2150187,3047,317068344,2590,165347,0.691411936359712
618,123.968973297,68829,122691,432339998,3774314,3940,2039,55415810,3528120,31,316820795,3950,6236,0.732804728837511
619,124.169228709,69619,39326,433720448,3869689,3921,2178,58868159,3848061,13,316711570,3882,1013,0.730220517525611
620,124.369490952,137251,36101,456366093,3565712,3562,1836,53009570,3308051,153,316632515,3100,2374,0.69381253308843
621,124.569798522,56135,10502,334243720,1661323,29466,497,38877251,1103742,34012,316818508,38961,131655,0.947866748251844
622,124.770052204,41480,13956,439605580,3155346,5040,472,48141637,2893740,4048,316948497,5062,221267,0.720983789605218
623,124.970308257,111686,656161,504098243,1382344,2150,980,35972162,1650476,18708,317426200,6814,330217,0.629691145342873
624,125.170576438,22176,30540,496798296,1643555,1767,374,36370039,1438400,3030,317513321,1771,165107,0.639119182888663
625,125.370819114,22091,41644,500845930,1451750,1860,600,39021855,1288915,3093,317297622,1782,164652,0.633523411081727
626,125.571060142,16980,27887,438122625,1501622,37970,388,35436908,970136,18761,317196350,15680,310221,0.72398988753434
627,125.771325947,15970,185665,371302891,1513723,15826,1163,28442255,1059034,300310,316612850,29750,195015,0.852707742585285
628,125.971577346,16560,786509,479326367,1199304,2297,1343,39569556,855195,6226,317393933,2318,291870,0.662166646467834
629,126.171822309,16473,373525,482465993,1265659,1341,975,41286063,895829,6065,317560626,1361,317478,0.658203128525993
630,126.372087233,16844,450886,472830075,1391207,1352,292,40517645,1036832,6422,317290049,1339,374995,0.671044558660952
631,126.572302539,16785,430412,475938328,1236213,1734,822,41419141,870973,6169,317149294,1910,314111,0.666366365854023
632,126.772518963,30181,459976,468313149,1677230,3974,1683,43941909,1634572,4664,317222349,2813,237303,0.67737228749048
633,126.972820522,69765,56379,432912379,3873356,3907,2193,58800455,3877858,12,316865202,3827,3705,0.731938418420694
634,127.173117925,68892,83324,426435818,3821901,3906,2423,57746719,3789721,50,316750805,3902,2861,0.742786585061201
635,127.373348756,69364,153900,400235961,3580718,3975,2378,56761635,3818103,32,315599319,3971,3581,0.788533139829482
636,127.573643066,82648,11239,359008685,915876,20390,2308,31894293,1112386,19518,316615378,19481,151974,0.88191565059213
637,127.773958912,40586,20301,335623838,2870101,4336,653,39854734,2732884,3112,315821550,4151,168219,0.940998565185349
638,127.97426195,32658,570671,425410431,2512242,9220,1186,40067447,2034127,14128,316502667,9179,226338,0.743993668081919
639,128.174559911,16294,950700,473659882,1175418,2419,1621,39349076,899750,6105,317445663,2465,313095,0.670197487825241
640,128.374812444,15853,888374,436388681,1194557,2498,1575,40593708,903339,5694,317108050,2462,314333,0.726664241779452
641,128.575030584,16872,371491,471304975,1398958,2492,1488,40443637,1059377,6385,317262606,2482,412231,0.673157770082949
642,128.77524727,12501,2400381,384676894,1055639,1878,1004,34485218,754416,4713,316994381,1863,243112,0.824053604321761
643,128.975503834,10170,2675764,340233117,1013900,1622,466,32371038,748028,3822,316802478,1339,213718,0.931133573337601
644,129.175779902,55926,1200954,430890934,2796167,3289,2087,47106309,2466214,1201,316931347,3448,94501,0.735525679451868
645,129.376051847,57710,278763,323165935,2847888,3488,1252,47465152,3138820,115,316168690,3651,1434,0.978347826171716
646,129.576345037,59690,140480,391913020,3515364,3818,1286,52827787,3335445,93,316704086,3723,4039,0.808097893762244
647,129.77659408,107877,51823,434618352,3863731,4061,2335,58387473,3652681,54,316627657,3812,2225,0.728518838523413
648,129.976881725,82790,13874,384547072,1203084,34448,760,35839995,1319101,19816,316294897,18039,129296,0.822512821005174
649,130.177156926,41923,12499,460449865,3216043,5295,500,50143571,2910714,4107,316923443,5239,220778,0.688290880484893
650,130.377382236,136704,639712,418050696,1502060,3479,1605,41088719,1387004,140597,317082312,6059,420198,0.758478134431811
651,130.577625007,16625,840343,481478770,1200253,1319,397,39471800,880049,6053,317467025,1326,318196,0.659358303586262
652,130.777886356,16507,386932,474994855,1404761,1309,392,40540664,1025823,6211,317689301,1304,382558,0.668826825503194
653,130.978129037,16933,380780,478722376,1239904,1334,318,41480678,882236,6283,317658837,1307,328558,0.66355544032477
654,131.178373294,16619,901066,478180666,1186450,1319,744,39299089,912021,5959,317607089,1344,316504,0.664198934801768
655,131.378641608,56978,277828,432365097,2670117,2773,1808,50424656,2622279,1557,316922687,3049,115675,0.732997851119329
656,131.578903678,70528,37555,434953605,3884271,3947,2196,59070800,3880147,31,316859851,4036,5210,0.728491147923696
657,131.77915761,70270,39156,435959454,3910754,3857,2085,59140805,3882885,25,316878578,3907,2823,0.726853323382683
658,131.979439729,141422,22268,462926528,2455584,13628,1942,43731512,2725422,3849,316573965,8114,47770,0.68385358334876
659,132.179712369,44206,11017,341334410,1869735,10457,1170,45428119,1686310,22809,316594870,10994,186713,0.927521107526194
660,132.379976363,37701,19358,443593043,3286341,12135,732,45391842,2525696,4180,316907312,9213,206927,0.714410013864893
661,132.580281593,22608,41372,516145178,1456480,1930,503,39017424,1300733,2992,317097720,1902,163308,0.614357613934737
662,132.780535847,22127,44347,496424867,1557817,1819,453,37713198,1404071,3044,317401442,1805,168290,0.639374582337351
663,132.980789067,22916,36837,515882382,1446712,1877,488,38530215,1265478,3107,317446508,1864,162160,0.615346674118443
664,133.181044918,10460,23977,291047708,1018426,17133,1338,29522510,763818,32985,317172115,8279,176126,1.08975987881684
665,133.381288189,25007,387438,525145613,1495110,45878,602,34759463,1312841,180463,316351826,45201,999694,0.602407823980051
666,133.581535299,16295,530333,476432734,1272512,2478,1498,40883700,946979,5986,317443860,2472,317635,0.66629313509764
667,133.781803694,16646,1015197,463036520,1207974,2434,1614,39900465,960331,6123,317388308,2481,314509,0.685449838816169
668,133.982056069,16801,383152,465582282,1278601,2511,1532,41031977,966278,5779,317183763,2440,306766,0.681262529230011
669,134.182275315,16337,419979,479320016,1269878,1929,1599,41017461,949771,6138,317473460,1911,316607,0.662341336481972
670,134.382570065,34374,229221,458057289,2573001,3980,1385,49828475,2323096,3852,317094032,4027,176784,0.692258456780064
671,134.582809136,69533,43049,432467844,3858048,3826,2183,58768830,3840333,41,316626509,3838,5398,0.732138847761361
672,134.783081838,63177,119314,415238448,3706029,3879,1692,54332505,3465805,38,316654588,3862,3320,0.762584942519581
673,134.983380202,70139,59709,475554756,3516430,3416,1862,55268315,3630595,275,316523908,3786,4816,0.665588776069353
674,135.183656224,58629,13983,337069647,1539420,30634,1846,37353487,1469009,22173,316586607,20915,123287,0.939232024650383
675,135.383865413,40972,13670,440476919,3499111,9543,5114,46096587,3323463,3928,316497731,9744,206805,0.718534200880569
676,135.584165338,20565,3248907,272882063,1743531,6319,806,21221868,1260328,165730,316457971,5081,287805,1.15968769629245
677,135.784404176,11788,4721930,315317686,869958,1265,392,26219595,676414,4370,316904142,1413,211184,1.00503129405815
678,135.984655696,17531,1173256,475623135,1243919,2527,1626,38247379,903917,6124,317259183,2545,294102,0.667039005577388
679,136.184885108,15414,2095650,437906997,1123482,2405,1548,34963388,846903,5769,317255073,2490,282526,0.724480483695035
680,136.385096164,10989,4424616,297574825,906152,1151,397,27273550,685576,3933,316631829,1095,200047,1.06404104917141
681,136.5853622,12767,2708957,363768890,1061273,1118,166,32890554,774657,4352,317012077,1051,233928,0.871465608287724
682,136.785644834,10660,3591449,340192643,1015842,1709,501,29586223,720086,4302,316527592,1522,215906,0.930436323398093
683,136.985859993,59045,1342308,352815471,2515173,3175,1384,45576858,3213094,507,316534912,3390,2133,0.897168457785685
684,137.18608566,70802,47883,428809108,3823230,3887,2258,58422127,3814945,46,316773909,3872,4370,0.738729432491439
685,137.386353773,70696,45609,430183927,3851288,3910,2183,58177803,3838338,15,316697054,3876,2268,0.736189880938997
686,137.586604964,145279,34073,480690269,2779488,27457,1647,44897819,2611076,128,316768350,13740,12788,0.658986400242689
687,137.78683302,42981,14352,336117913,2240565,13333,3316,46032083,2229229,23007,316465009,12494,183427,0.941529733346881
688,137.9870902,38109,20796,393821468,3458908,13879,4243,38795190,2641781,8118,316439785,13050,225705,0.803510754776832
689,138.1873451,16705,408784,460817364,1515022,1391,635,40027428,1034733,6100,317395350,1399,338289,0.68876603790477
690,138.387609696,16281,481064,476048282,1285533,1429,316,41020393,955315,6140,317379027,1370,316488,0.666695037038281
691,138.587864434,16243,434987,479516719,1282697,1349,265,41067765,967147,6192,317659921,1326,316416,0.66245848875188
692,138.788087177,16684,427380,481915663,1262204,1341,414,41069528,965055,6034,317660953,1320,316800,0.659162956071009
693,138.988329605,16433,521746,450388727,1260663,1416,451,41069060,961860,5836,317182098,1392,318498,0.704240756896209
694,139.188588509,62233,39364,437798354,3867634,4996,1894,58738145,3856954,1186,316865668,4831,13681,0.72377080705059
695,139.388843987,70239,36508,432863382,3849955,3859,2056,58786609,3838968,68,316624130,3893,2948,0.731464344563107
696,139.589103705,70008,38218,431518411,3855663,3873,2162,58667932,3851796,31,316777913,3869,2672,0.734100573521068
697,139.7893639,140803,22682,434946779,2123357,29382,1123,41961456,2057674,10752,316549615,16372,39175,0.727789307298215
698,139.98962143,36758,13296,388072558,2630638,7554,321,47143984,2515548,11194,316618901,7158,283462,0.815875522432586
699,140.189876621,92327,24596,448392693,2331247,8591,1086,42257684,2161692,38078,317109023,10506,194809,0.707212735511727
700,140.390139513,22398,31596,510030463,1463165,2301,1075,39070656,1279691,2972,317000798,2423,162863,0.621533067133678
701,140.590377751,22767,33107,516434867,1439093,1844,481,39011242,1267233,2958,317446445,1868,163754,0.614688250706357
702,140.79062705,21041,39329,493151700,1569350,1792,425,37831892,1444031,2997,317480385,1757,166721,0.643778344472908
703,140.990906396,7273,25538,387909389,1714727,49638,716,26546301,542816,33596,316795769,58711,208758,0.816674661617948
704,141.191193126,21872,460606,371323807,1440962,3036,1001,38399796,1179507,284557,317032068,1661,591822,0.853788693381569
705,141.391430702,17041,511761,477558207,1249196,1816,820,41237777,937425,6475,317350561,1952,314692,0.664527499157815
706,141.591706482,16711,1122894,439159145,1197316,1900,1246,39869970,948099,6034,317009695,1939,314631,0.721856071106068
707,141.791928858,16075,379508,480277832,1251088,2517,1667,41252374,945429,6039,317294408,2494,315817,0.660647622811789
708,141.992194166,17130,1509722,439922389,1189595,2452,1599,37952952,887435,6169,317099189,2546,298628,0.720807117184481
709,142.192464855,43594,219540,448194605,3065440,4862,1858,51747213,2526013,2879,316895314,5135,155563,0.70704847953268
710,142.392712138,58349,203864,352772771,3130576,3638,1373,49408968,3216433,56,316415110,3610,4777,0.896937450991647
711,142.592941871,69751,53012,429630040,3833107,4022,2361,58674101,3819741,25,316593288,3924,962,0.736897466480696
712,142.793233044,114052,39194,440042054,3673913,5551,1865,52092811,3310257,171,316226883,5257,6852,0.718628776785048
713,142.993469608,61335,9850,332670912,1600729,19518,1946,37496341,1152909,38262,316425161,35653,136238,0.951165700354349
714,143.19376257,43795,20771,433170957,3456786,7760,3107,46983496,3213329,3993,316746572,7692,207120,0.731227629372207
715,143.394030342,106678,1283464,370963315,1598453,2535,1013,33060226,1692997,152504,316800276,5254,475159,0.853993543809042
716,143.594286654,16590,490758,480248432,1276800,2192,1145,39387646,883477,6233,317510654,2312,292815,0.661138345996724
717,143.794503959,16360,419938,481645082,1236560,1336,430,41209803,936644,6013,317362414,1355,316499,0.658913432027943
718,143.994773225,14177,1504985,421133025,1183673,1515,650,37353133,886009,5067,317015400,1607,278387,0.752767845741853
719,144.195069269,10793,4748654,311186522,867352,1299,228,26182629,668604,4102,316976552,1332,199405,1.01860630069319
720,144.395294658,11591,4871525,295952964,862499,1012,663,26295478,700048,3897,316802203,988,219666,1.07044781278149
721,144.595513759,35447,1647114,354816976,2744730,3153,738,42943940,2116635,1592,316404051,4586,90498,0.891738762240057
722,144.795815298,69018,37988,432489138,3879810,3848,2000,58080855,3751383,24,316937559,3936,3543,0.732822009046618
723,144.996042312,70786,41421,428776720,3831632,3957,2401,58519250,3848732,44,316464981,3988,2524,0.738064746145733
724,145.196282854,121015,44565,460338674,3265817,5799,2299,50487456,3350966,99,316539542,10011,6148,0.687623178060421
725,145.396531685,48413,9773,334198460,1490923,16290,1745,35893246,1313582,23145,316422454,12454,192354,0.946810030183861
726,145.596749956,43755,16637,406603365,3394438,4877,657,45589949,3198927,4132,316831242,4827,218120,0.779214510435741
727,145.797099327,97536,531762,395636527,1382360,2337,1156,37196226,1577500,162966,317366881,5688,481514,0.802167796301579
728,145.99734335,16432,418670,481348135,1264296,1351,634,41234809,923912,6092,317459280,1345,316793,0.659521159254102
729,146.197583963,16836,823801,464905759,1228490,1351,394,40502053,949732,6001,317525511,1370,314027,0.68298898185944
730,146.397821478,15914,693185,458059992,1251073,1361,494,40414682,958099,5831,317211708,1349,313753,0.692511272628237
731,146.598060484,16309,644341,471557833,1265625,1338,481,40554067,949728,5997,317321976,1329,310068,0.672922712324026
732,146.798304008,56490,330983,436142766,2961396,3154,1842,50364416,2574177,1533,316832905,3257,119298,0.726443104641566
733,146.998593756,68785,69775,419419068,3832501,4037,2244,58219235,3804150,62,316751181,3870,3788,0.755214069094255
734,147.198854219,67478,34686,432555938,3872567,3977,2084,58783764,3775269,32,316667364,3984,546,0.732084191154948
735,147.399105488,138298,27687,468669549,3098963,9248,1445,44919085,2455986,6945,316445634,15372,2218,0.675199902949103
736,147.59934932,43556,9549,333132397,1930172,20166,528,44159716,1712464,29868,316771860,22321,187020,0.950888784317186
737,147.79962028,121686,17118,458733058,2877015,4773,372,45292964,3120231,17099,317000478,9048,409534,0.691034736807653
738,147.999845145,22777,121988,515282408,1440382,1962,469,38504401,1288195,2974,317287778,1926,160609,0.615755114232427
739,148.200066413,22077,35385,496204531,1651633,1764,497,37218874,1431035,3050,317417824,1805,166764,0.639691506565465
740,148.400302258,22384,39901,515756312,1456904,1839,521,38921166,1305647,3103,317184034,1845,162828,0.614988176819443
741,148.600551963,21303,18474,346880077,978356,33509,354,34734783,641134,49506,317051111,44523,209231,0.9140078431198
742,148.800804618,31827,220536,516649115,1741444,32613,1902,27594091,1093975,140306,316623844,3815,228901,0.612841162033153
743,149.001062079,16765,481524,478078917,1229257,1424,531,40791326,918670,6129,317450640,1429,310098,0.664013050380969
744,149.201307993,16332,459981,470349417,1398099,1419,359,40503051,961446,6007,317367402,1398,325917,0.674748156432816
745,149.401559561,16539,380749,474177567,1345053,1459,1370,40435102,1031660,6502,317344740,1445,396207,0.669252959408769
746,149.601804646,17277,372082,482211945,1220786,1376,1513,41327465,893436,6134,317488520,1399,315699,0.658400363765356
747,149.802091346,41878,243630,460730629,2497148,3787,1844,50113201,2416173,3335,317280383,3858,159397,0.688646169864257
748,150.002377375,69352,47201,431582946,3898747,3872,2359,58768854,3873458,31,316676343,3837,3433,0.733755459836914
749,150.20262078,69705,47393,431800264,3883370,4009,2358,58958429,3883032,28,316654092,3973,3441,0.733334641963072
750,150.402896337,122046,36729,484134956,3222116,6815,2208,52171517,3266947,190,316583061,3063,4226,0.653914899299277
751,150.603121545,60675,16228,330710951,2007715,22942,1549,42571460,1717737,39010,315789790,39722,144958,0.954881563628656
752,150.803426806,105624,15167,443922081,3503052,5105,1393,44838763,3427287,56518,316620993,7147,381502,0.713235512607898
753,151.003782074,15219,1320032,385194756,1129843,2972,472,39770567,916511,66346,317010736,3213,306254,0.822988192497615
754,151.204003243,16581,1121880,441148095,1093355,2333,1614,39230468,896842,6006,317257106,2352,315993,0.719162362018134
755,151.404258845,16587,369028,468453667,1474238,2427,1580,40419271,985556,6323,317342213,2412,382977,0.677424973599363
756,151.604486912,16703,1405141,477520678,1154343,2540,1521,37176989,799522,6076,317294488,2518,288956,0.664462299996986
