index,time,cache-misses:u,dTLB-store-misses,branch-misses:u,iTLB-load-misses,LLC-load-misses,L1-icache-load-misses,L1-dcache-load-misses,branch-load-misses,cpu-cycles:u,instructions:u,dTLB-load-misses,LLC-store-misses,cpi
611,122.543971066,909647,20386,853112,24433,227806,1008835,37482570,853204,511030469,1068783209,95374,506192,0.478142306780944
612,122.744183093,581977,16207,966319,14934,141532,1173621,32058724,926469,512212038,963966639,91786,260772,0.531358677029901
613,122.944373393,487860,23668,964771,15101,179438,1170444,35134717,931525,507950630,1000293785,117578,380399,0.507801445552318
614,123.144570119,676300,26957,835232,13745,164358,1063936,34577613,804294,512651120,1043413138,163804,430992,0.491321319743628
615,123.344790627,850281,13822,814650,22734,140656,1061083,35246198,897812,505799333,959622653,179909,347918,0.527081485017841
616,123.544989109,684285,16874,911723,17595,168049,1027659,36628474,924706,512934830,974933527,179445,221026,0.526122874836778
617,123.745185675,768460,20463,773518,12495,154320,1043936,38423247,799484,510923462,980358782,198573,270800,0.521159672745197
618,123.945390647,739576,29221,685936,12937,181140,907625,35791033,854537,511436004,1086043294,201589,589298,0.470916773599635
619,124.145597948,784434,20064,739966,15560,202342,848195,43139763,872905,511766308,1024011819,203364,204301,0.499766016860788
620,124.345799393,641716,25038,885656,14800,169056,944743,35566426,798881,513376602,1022137091,188639,474160,0.502258069411943
621,124.546031159,435631,22924,992135,15020,118883,1128427,33711138,760317,513149381,889816436,171767,390183,0.57669128175106
622,124.746227657,700657,32824,844008,18773,180314,1038784,35523115,846218,505059094,995039210,189197,550008,0.507577077289246
623,124.946432394,543949,26092,698529,12953,190194,902468,44064408,852937,493061784,928293186,507038,257226,0.5311487700611
624,125.146644519,597349,22339,893862,14152,170074,1054065,37731449,913944,512891919,784906522,687912,228666,0.653443314107154
625,125.346839579,535297,27982,799744,14496,115965,953389,35071390,815389,513936318,863497744,577415,387558,0.595179688159093
626,125.547036611,509784,29019,782348,19367,123862,910127,37128593,789748,513786955,904920064,665212,333184,0.567770541774616
627,125.747247196,535897,27749,804399,17061,151406,895033,36075453,786866,511794589,871674992,669584,357439,0.587139236179899
628,125.947446767,556727,29393,753052,15002,144266,826482,36588840,791829,513823666,913738609,659933,345219,0.562331131615781
629,126.147644952,603300,42030,663919,37447,98927,827502,39348749,527634,510940987,924581879,616516,373935,0.55261843067119
630,126.347859221,631211,30079,734588,25452,181433,809662,35091927,606817,513994133,849123484,997572,502306,0.605323186421258
631,126.548059725,512546,25160,838447,27659,141140,946280,35409395,918595,514302314,787372074,1111637,212469,0.653188411150076
632,126.74827889,614612,22778,827654,20949,128649,965675,35510140,805010,512783533,749474502,980171,652190,0.684190765171622
633,126.948494423,724471,22285,779169,21299,134259,823308,35353428,775447,514115990,810361139,877799,702362,0.634428238543655
634,127.148697719,512539,34484,772786,20040,169759,834786,36619104,634150,514198570,832468250,1014444,387901,0.617679497085925
635,127.348897447,400968,31073,660405,19013,147616,626009,43255464,822149,508671253,884864709,911160,359750,0.574857656573125
636,127.549093815,577441,28943,750478,24616,144449,810525,34944715,769737,512151202,798514045,1126838,282680,0.641380330386048
637,127.749284208,406820,30857,638025,16646,124382,816198,40493855,709491,513436832,861602791,799287,601400,0.595908970308802
638,127.949485474,436148,31917,761654,28831,145991,813785,37021528,774846,514534091,814307657,1134686,334784,0.63186694436302
639,128.149683753,491910,30319,715349,21886,157057,654885,39927659,727074,513531505,913953168,998908,456290,0.561879451792655
640,128.349902286,708407,35019,656943,16545,181424,713728,38321374,601866,504744256,885670081,1029980,408151,0.569900990027911
641,128.550106639,810496,32545,664642,20924,201771,838070,39010712,769791,513836909,840811265,1109664,341534,0.611120390971451
642,128.750312245,674698,34105,652993,16554,211248,685732,41654778,735867,513318633,895943370,1182384,268971,0.572936471420063
643,128.950515476,787784,34018,588948,23726,135063,953015,35825211,628768,509499645,1006479010,884386,638037,0.506219841584178
644,129.150715231,491692,19663,604842,21749,136342,561895,38936609,583723,511568695,824815071,1452828,246699,0.620222293440611
645,129.350916075,567692,30156,596973,28813,125185,473458,38950006,529120,507083789,883776902,1555617,464158,0.573768999679062
646,129.55113206,449845,21850,757042,26939,128509,883528,34815592,770614,504665647,684816216,1813720,219936,0.736935889088234
647,129.751321985,538061,24638,776901,25428,129078,848052,33475146,721242,512902239,686515798,1366342,756370,0.747109156838369
648,129.95151785,599838,31580,700102,19622,179890,740710,39055154,629267,511899375,827116932,1730299,202565,0.618896017232059
649,130.151728685,699227,21842,672565,19988,154281,778166,35069357,665799,511012526,791036691,1675638,321000,0.646003569510785
650,130.351918344,577035,32396,682941,23106,120760,875678,37045569,720870,512663157,811817303,1582836,412658,0.631500653047795
651,130.552117923,303903,21629,770139,24165,79471,826394,35505344,715162,510568452,670850014,1494512,364373,0.761076904442011
652,130.752328738,590626,22584,757855,20432,141518,876603,37347481,784484,512479547,689862033,1668908,348629,0.742872520134761
653,130.952519774,641574,24585,743188,19418,134403,931488,37116388,769319,512212650,718105060,1735223,243724,0.713283722022513
654,131.1527156,490434,28879,691179,19409,134007,865914,38798662,747728,511833124,744831840,1691251,276796,0.687179436367812
655,131.352916133,710936,31107,518743,22756,173864,559116,39756125,600772,513324102,906217460,1426025,561715,0.566446934271163
656,131.553115699,321089,28765,694630,22569,173746,715569,36570420,597936,513827379,731576672,1715186,373235,0.702356155774196
657,131.753316137,393795,36353,641689,29977,152426,647405,39278411,642578,513708366,798057908,1581071,292847,0.643698108684113
658,131.953536825,734223,25725,649308,24948,194423,758987,38061715,692956,513856495,760164050,1809837,198074,0.67598105303717
659,132.153730258,447790,26744,720545,21201,152565,807726,39621334,726076,513558352,737450262,1570264,344691,0.696397273773021
660,132.35393029,690355,25246,835249,20341,143026,821219,33884188,762185,512916417,741703536,1482394,488355,0.691538319698667
661,132.554145924,778666,19793,706792,21244,131584,882161,35950295,827006,513998356,730303127,1504048,483305,0.703815083075771
662,132.754343621,840343,29412,644557,20048,203060,877173,36467960,645556,514913140,818663170,1569828,226825,0.628968248321223
663,132.954540579,455270,27524,800864,24922,95490,826963,36126241,710361,513316070,702191640,1805061,128992,0.731019910746872
664,133.154743984,406309,27917,737999,29824,204193,889208,33945800,748028,512840716,689318797,1817677,260720,0.743981911173677
665,133.354954855,713533,26612,706351,22387,156158,849417,36529149,794702,504808236,758982136,1737931,258603,0.665112144352235
666,133.555156343,707885,27530,557734,17995,174012,653250,42690334,668331,514097749,849185531,1365467,467076,0.60540097567913
667,133.755353441,383092,23421,826729,24582,112505,909063,34771525,841579,513660588,688097299,1703736,397209,0.746494120448509
668,133.955552584,661340,28721,690254,24699,166346,793981,38089989,726395,513501190,810295410,1804112,150411,0.633720966036325
669,134.155749883,584446,26615,723149,19845,157525,1050213,36550783,784618,512941420,659986830,1689864,320526,0.777199478359288
670,134.355963279,436265,34877,749118,32325,93582,883131,35091310,589536,505371901,743620968,1646682,296691,0.679609535969943
671,134.556180322,441450,30628,684410,27392,186839,624441,42502818,740594,514014435,765143150,1715875,271040,0.671788586227296
672,134.756371686,508533,31874,677306,25890,178763,692064,37089350,701491,513610294,806248423,1676054,427090,0.637037269591038
673,134.956562722,498929,24399,699025,22305,152677,841178,36277221,718265,513235808,727656527,1769035,245858,0.705327017564154
674,135.156825209,508803,26939,674329,37271,179498,735454,37101156,685366,511593240,748245998,1899892,364462,0.683723322767441
675,135.357024735,360764,29671,803072,28834,69644,923780,35724287,719960,511816395,688757142,1804571,343972,0.743101397850913
676,135.557241302,518885,20972,760335,19637,120356,880974,34089407,813476,514164016,659077397,1731743,391297,0.780126914290159
677,135.75743907,567807,29135,753791,20223,137379,792314,38435478,717736,514429877,781170730,1363544,508361,0.658537061418059
678,135.95764334,496643,21104,781516,17684,122373,843951,36626849,887220,514114608,670861384,1707669,331279,0.766349979685222
679,136.157846997,685375,30155,613996,21706,98000,811095,36560385,527265,513076188,808009599,1388458,543447,0.634987738555319
680,136.358048436,503543,26462,732492,22948,176224,900164,33761760,675890,513041193,673088738,1556089,496076,0.762219249908175
681,136.558258508,667150,27836,735006,18737,126553,896421,35749292,641165,514849783,731975070,1534985,406211,0.703370653046968
682,136.758479534,503424,24917,769844,26157,115800,935782,34449092,813406,513512071,673305109,1804292,365320,0.762673658844909
683,136.958682832,542889,27601,724361,23040,137041,747106,34936598,706464,513606845,763029307,1697196,549683,0.673115488865489
684,137.158883547,589683,33389,727481,22840,164107,778213,37777130,748410,514589728,802917886,1642935,316075,0.640899570146081
685,137.359093004,377027,33476,669560,27398,185408,697563,36113302,648592,513395543,748706041,1663527,387296,0.685710432246933
686,137.559291338,422556,25965,806607,30041,136701,806845,35771676,812210,513139809,688181591,1663631,504037,0.74564593954679
687,137.759500401,595686,31937,634572,31260,250792,697935,35581874,707281,515071000,818790907,1694987,211336,0.629062921432761
688,137.95971952,499697,24098,716837,24962,153377,915621,34486380,727729,513509115,689416598,1774451,322445,0.744845883446514
689,138.159923258,322725,27511,801884,32875,84620,940152,34758145,709517,514265280,668025961,1945876,226340,0.76982828516151
690,138.360128837,526547,31651,717775,31375,158156,721514,34673797,729842,513174586,738630335,1702343,422379,0.694765110073634
691,138.560297119,398704,35153,704805,29641,126592,685519,36306461,607575,514954576,780981683,1627099,306973,0.659368314531904
692,138.760533545,390220,31107,664202,27378,163313,654208,37912512,703494,512201452,742240843,1596033,548271,0.690074464145326
693,138.960736797,441506,43802,583654,32656,123200,621503,40653687,580509,515027263,872511297,1480188,231026,0.590281483770863
694,139.160958963,538462,26557,740504,22735,154369,816174,35690191,839961,513183741,679415562,1803851,261922,0.755331154749146
695,139.361158771,559513,25810,735421,26195,182282,932135,35405446,761327,504643625,664998764,1803168,320460,0.758864004444977
696,139.56137593,405361,31145,737593,28146,123189,752200,34620030,719499,499526230,679467323,1817173,196478,0.735173293977524
697,139.761602857,417684,27082,778278,19116,104854,1001341,36235505,899183,513346585,665846705,1749849,327074,0.770968123961806
698,139.961807694,349284,32335,783720,30031,109940,700864,36020119,678359,513686058,727309746,1526534,544960,0.706282379447174
699,140.16201555,426035,22053,828485,16500,94032,928145,34010259,740811,513071392,616253612,1470951,793586,0.832565330262113
700,140.362241688,469432,34074,693026,26219,121344,710381,35547464,652183,510488051,752628480,1495340,460852,0.67827362977282
701,140.562448098,566532,31939,703138,27337,99717,911980,37590017,813253,513883970,752239617,1773696,149195,0.683138668034284
702,140.762656452,500494,29530,710081,20974,189950,798649,37819782,759741,514471952,707571088,1874445,267148,0.727095779809477
703,140.962881506,423484,28307,667270,26155,121699,856855,34662494,706827,513279036,644275864,1888512,438253,0.796675872371342
704,141.163099156,500035,30350,625008,27264,151624,656878,38274842,624969,512268243,757109441,1467619,527791,0.676610560189805
705,141.3633116,365992,29529,799963,28979,110818,869740,34956243,695351,513211953,674682128,1663464,335734,0.760672221333837
706,141.563536327,456610,31752,725523,29739,123093,731402,36005045,694867,514140947,768027817,1876281,174983,0.66943011127942
707,141.763705266,614702,32256,702914,14635,141510,777016,35473717,754488,512665927,709528783,1833480,288132,0.722544228343165
708,141.963910004,483965,108085,246804,63394,79287,898922,38394822,228273,443281436,1098446992,439214,192759,0.403552869850273
709,142.164112524,399472,19317,412773,9569,105606,474179,36414557,382469,514388710,533658688,2582786,311731,0.963890819294598
710,142.364332572,454056,34186,497309,14534,156368,559629,30787747,502470,514650860,528154394,3586409,313739,0.974432601236676
711,142.564539192,325255,35908,466558,18357,103918,620932,32137562,488066,513582245,494077886,3716585,95153,1.03947628410959
712,142.764751144,354749,32325,537182,21810,112107,526411,31751851,512736,514071587,487755924,3784653,187510,1.05395252359867
713,142.964964099,319146,32744,475452,16770,105047,510040,31681766,399706,514977757,515657963,3690096,333921,0.998680896934001
714,143.165168352,480109,25886,509256,13247,104580,744703,31416402,455090,511884117,454227199,3618240,318204,1.12693409405455
715,143.365373143,405029,33478,464130,17304,160024,495237,32411901,463118,514346232,527456734,3824370,180472,0.975143929056369
716,143.565588743,295839,32782,441953,18837,115940,581590,31694152,470050,514209984,485478435,3822566,114943,1.05918192638155
717,143.765799696,542004,37833,497050,14462,143300,492575,34813634,438069,515187300,635191074,3401411,260015,0.811074527158736
718,143.966010092,430635,36525,539408,21664,130856,520410,31898000,446900,514254562,552770344,3918562,190426,0.930322271413316
719,144.166242498,302860,37923,428775,23390,114598,556393,33725624,434251,513883820,550416851,3610768,206202,0.933626612387272
720,144.366474359,377663,38007,412578,18541,85863,582071,34883648,434687,507682737,524713986,3484368,216555,0.967541842881238
721,144.56667953,265375,31407,398555,18117,109048,512861,34267456,440872,508325767,511207461,3519223,136658,0.994362965684493
722,144.766898379,599589,27202,474742,15882,102793,753763,33606180,430919,513190235,538762347,3624730,216287,0.952535450663185
723,144.967114044,310185,34275,464089,27642,97392,543682,32692312,473323,513736213,514599512,3610066,191190,0.998322386671832
724,145.167321684,360657,32637,460450,22306,97832,618773,31773140,463236,512606453,466520859,3887993,147742,1.09878570938668
725,145.367545864,459103,32343,456358,19839,101457,744774,31484550,429880,504595750,458019102,3672980,237570,1.10169149670094
726,145.567775747,687910,35420,446415,16449,158667,569908,34912976,476726,513234374,653052155,3503036,217230,0.785901049511122
727,145.76798975,426544,31963,332968,10923,108956,319331,42611203,274232,513456909,856032437,2305124,410870,0.599810108597555
728,145.968219115,464835,26344,507690,19816,103928,635407,32335165,519757,514113808,482866722,3724512,201263,1.06471161622109
729,146.168421236,429172,30218,453429,23427,99562,622785,32039652,488501,513561149,490667523,3635269,196375,1.04665812373321
730,146.368621243,557467,36162,495727,17748,167479,508779,34529476,462694,507883421,653086695,3317915,195874,0.777666158089471
731,146.56884809,434332,30853,500833,21758,133218,604103,33032312,534511,514473894,535043089,3567294,219559,0.961556002828774
732,146.769052317,451284,40032,444967,21901,91068,696913,32191006,425734,512670889,553066506,3522396,294357,0.926960651997972
733,146.969265885,338045,29759,536129,23916,137348,510590,34258013,484491,513162902,509973846,3343364,268921,1.00625337166801
734,147.169495197,467741,24705,551337,21908,135117,629663,31783141,470235,513883076,458090165,3693896,279786,1.12179460565367
735,147.369705756,341289,36568,514180,23389,129582,545997,32383376,490319,512723746,535923496,3872549,94721,0.956710705589217
736,147.569925561,331266,32656,518399,22920,98796,507055,31840537,526034,513735834,509227269,3710557,223695,1.00885373834919
737,147.770153933,377051,31661,474503,23445,128026,554910,31783292,447041,515125926,515759806,3703151,334949,0.998770978287517
738,147.97036836,515559,34161,454817,17491,132525,643996,32120509,405101,514678949,553100648,3690521,237093,0.930533983030155
739,148.170568398,452290,38804,512993,24411,146457,539716,32105233,437655,515377875,539559608,3674618,138143,0.955182462435179
740,148.370781458,537655,31257,482770,14815,130638,566867,33779206,560730,515102661,548363392,3341043,218221,0.939345456890018
741,148.570983772,318116,34119,508357,18124,108808,718297,31403080,477851,514165121,467086019,3671239,242175,1.10079321599219
742,148.771190297,508205,36543,454799,16917,143792,491454,36644084,455249,515445014,680726248,2889623,368483,0.75719867643476
743,148.971408721,539719,35372,526927,17159,173180,503717,34896007,490335,515033879,599944256,3514083,128784,0.858469555878205
744,149.171610827,291865,29888,487960,26331,129060,599030,30863157,527891,513886742,407893765,3683570,334475,1.25985436918851
745,149.371852642,397070,37830,434467,29092,185442,432881,31837201,412714,514164356,550051677,3528057,403417,0.934756455619351
746,149.572085543,453237,37302,326368,21593,160210,305687,38179534,397697,508221313,751656843,2836136,301444,0.676134751825841
747,149.772304234,453368,24965,565132,21510,109690,671111,30991170,539195,514408646,436475776,3668484,363072,1.17855027537657
748,149.972504223,251083,31330,476296,24652,87055,592483,31517940,492486,513493364,432224645,3817392,199470,1.18802425993085
749,150.172721043,389410,31317,475062,25765,75952,705642,31950513,498446,514737314,501307970,3728778,225960,1.02678861060198
750,150.372927448,573882,33027,493430,17321,158334,591789,35071943,514457,505467728,583330372,3765311,195378,0.86652050409609
751,150.573127604,327364,28686,510652,15547,113358,557126,32255192,498764,514308698,467106867,3672519,190101,1.10105146024325
752,150.773336316,494905,36094,440644,15747,136094,664711,34971644,486230,514176723,550992824,3788168,108902,0.933182249574996
753,150.973533932,407647,33077,498841,18415,112498,689264,31501499,531556,514738336,478700224,3614558,309590,1.07528325702225
754,151.173732861,473194,31185,485139,24589,147767,702661,32512140,435098,514567953,498060300,3572827,275910,1.03314388438508
755,151.373943239,313012,34874,491202,19710,143552,466849,31852207,525695,507011489,549127352,3462170,407715,0.923304015276952
756,151.574150766,266539,27840,517793,21495,102982,716699,30869325,467138,514257041,412764045,3729815,340946,1.24588623265382
757,151.774354305,283423,34361,453605,25426,107552,515166,32442607,459070,513108500,522917086,3633112,179940,0.981242559743018
758,151.97456845,307698,34864,455508,22894,112947,607677,31991050,485859,512600246,493117044,3813270,170668,1.0395102993033
759,152.174783765,342580,28059,465282,26657,112144,616692,31938499,474710,509475169,457493060,3586927,271467,1.11362381977991
760,152.374997258,502276,27051,392065,27817,166180,807477,28242509,361435,495805306,398662603,3236575,337799,1.24367147123654
761,152.575213333,343384,37809,427225,22805,118081,591810,31413937,421559,512731262,504805464,3903234,177422,1.01570069772462
762,152.775416655,388387,31113,445732,27388,110106,545772,31039017,424331,513906429,493220227,3328598,342037,1.04194110636099
763,152.975637262,348951,39347,446683,24219,115389,463275,34517777,445738,513023387,580724256,3304491,381475,0.883419939324869
764,153.175886192,365540,32557,515212,24694,102573,591419,31060194,480629,511166950,488588530,3585727,301408,1.04621152281246
765,153.376099186,312394,32858,423549,20897,130739,517912,32062547,470290,514045273,498316040,3673147,145581,1.03156477363241
766,153.576307319,349413,38558,462739,25276,141671,521831,34236338,451293,513667707,568432531,3860456,57214,0.903656421803206
767,153.776524775,394600,27512,480670,23008,89680,670897,32373573,522989,512667491,470270232,3720475,163474,1.09015509831377
768,153.976752948,242088,33218,472429,25251,112773,622637,30787025,445172,514575210,466868648,3466788,509734,1.10218412010395
769,154.176972292,548888,35915,359270,17542,132959,431897,39647712,400399,512846251,795430913,2734456,283864,0.644740156081915
770,154.377180443,461548,40018,379073,22060,181762,495072,36341265,452610,514811401,614543262,3287513,290148,0.837713848370206
771,154.577381166,398761,37470,470882,24140,181352,551437,31547717,468576,504159639,509661601,3936620,100888,0.989204676222017
772,154.777599491,443063,36917,457017,17243,96654,718826,31640300,477884,514123232,506702124,3807621,177122,1.01464589874109
773,154.977825799,501428,37848,407076,20108,158143,431994,36835496,396292,513606591,654352130,3425601,260188,0.784908564445263
774,155.178029437,440131,37309,500285,23394,128659,607550,34434826,527851,514246803,553974789,3516158,204407,0.928285570410678
775,155.378231959,399107,30997,502212,17626,120192,634550,31013805,480823,512906164,443462014,3791633,223675,1.15659548689101
776,155.578447027,449639,29112,435857,17104,87189,675775,32854067,494786,512586338,498420500,3553184,212262,1.02842145939021
777,155.778655698,384341,38591,448910,22850,146563,584899,31824297,447148,514205520,513652105,3782940,165228,1.0010774121134
778,155.978867424,355107,39984,458901,20248,106743,579532,32043148,483557,515415520,462716829,4028619,92115,1.11388972195779
779,156.179078838,330827,40186,447061,25430,163595,443627,35277892,419593,514756307,580064090,3583278,252047,0.887412815021871
780,156.37929303,707929,36633,512257,23889,258714,458949,29287298,538085,503992769,686701492,2887439,306081,0.733932829433841
781,156.579500097,343116,37142,504377,26254,166266,494675,32081823,438506,513293938,530442086,3692738,236232,0.967671969376879
782,156.779702535,229824,35573,464746,29821,78276,626578,31891704,440356,512587226,462556337,3877520,162815,1.10816171998526
783,156.979929959,340133,37633,427630,25426,123293,526646,31042371,486946,512329301,510672080,3806006,193427,1.00324517643494
784,157.18013545,447934,36949,454707,23099,169058,601902,31844999,428474,514435778,505963037,3745503,302619,1.01674577069945
785,157.38034988,488889,27566,489415,14350,107679,648206,31602823,419725,505302912,446053447,3443476,377744,1.13283041617208
786,157.58057511,297820,36806,441017,25371,99802,497682,31564560,450453,513271619,514584125,3604137,286722,0.997449384976655
787,157.780804097,274384,40265,428530,20210,150474,350102,38098013,467278,514469958,645714769,3246746,247519,0.796744913852203
788,157.981008905,504832,37077,475098,16218,141745,552468,34266130,523296,511223611,562890772,3680037,83467,0.908211035657198
789,158.181219706,387983,38767,438104,23595,101128,647947,32656273,461101,512644953,564948664,3533771,310270,0.907418648218982
790,158.38141904,446096,34680,459176,11953,132430,545282,36971887,447281,513390785,522533413,3454876,38830,0.982503266255243
791,158.581625618,325780,28908,505221,18850,93088,726917,32134645,553970,513244128,430234583,3757704,289233,1.1929401965346
792,158.781840338,482911,32261,407126,21423,131960,527200,33642375,405750,499584251,563259216,3371318,241652,0.886952644197836
793,158.98204722,364731,35310,514193,21376,106703,616556,32190590,542899,514304838,482379729,3831557,125513,1.06618252609035
794,159.18225297,223381,35384,534330,25481,112543,521306,32033341,509978,513223347,495521354,3697156,210009,1.0357239760852
795,159.38247269,401646,30351,454262,19351,92723,715972,32433056,439935,511124305,484862493,3717896,149203,1.05416342237056
796,159.58268614,388889,29320,456979,12992,94750,742465,31519807,456061,503861189,428581293,3807400,231217,1.17564904775253
797,159.782892712,416845,30849,473129,17350,154424,532934,31976125,459421,513267859,545121552,3815516,241756,0.941565889510088
798,159.983105006,253665,35596,490665,24896,92235,695312,30908549,490225,514051030,429785517,3542735,404063,1.19606410562225
799,160.183313672,305936,36577,459274,20931,157752,349321,35053498,422361,514816015,611202889,3167612,448639,0.842299708108873
800,160.383523759,269196,35924,504707,26193,106520,616588,30810223,525349,513934140,433748559,3504097,279571,1.18486650695709
801,160.583704116,448165,36204,528299,18970,107194,524838,33460393,488858,514807021,597747476,3286060,229731,0.861244993362381
802,160.783915367,191373,36460,524198,18597,72878,591903,31536217,516008,513245564,450569416,3909347,130220,1.13910431062192
803,160.984117502,392740,41354,465856,16287,133536,565761,34365342,482278,513879360,582313626,3428079,347022,0.882478679968241
804,161.184340299,610307,20117,543678,14507,107688,740587,32470744,643873,512183439,479297833,3462638,280645,1.06861204815837
805,161.384557017,433649,42180,419722,20546,197648,402028,34542101,469310,513007087,654732761,2992895,409825,0.783536608457569
806,161.584787448,508832,28713,499603,16578,155865,510036,35786474,444824,512986910,601801796,3345032,376258,0.852418376631099
807,161.785031052,522988,38059,421515,18834,174680,402071,36023143,547668,513858531,679861861,3211958,329514,0.755827853387999
808,161.985263868,488290,28856,397640,21472,166557,601199,33473504,417993,509200435,571001208,3291813,373311,0.89176770182945
809,162.185499119,492474,21149,261798,44401,214784,1096764,21315082,257934,454252896,279238631,3000126,237472,1.62675520350907
810,162.385740641,486552,28667,338686,27025,239652,560836,28875246,319769,466142233,452524675,2791254,242334,1.03009240987798
811,162.585948967,400284,36344,579860,21947,124777,537001,32112482,468528,512958020,504491741,3923441,87326,1.01678179901066
812,162.786155883,315558,31457,492211,25683,125330,487128,31984264,479843,513462522,483041213,3806809,244965,1.06297870281309
813,162.986370134,429742,31983,491781,20699,114188,711909,32250582,532170,512930993,450271449,3687554,239140,1.13915948732517
814,163.186577019,422910,32165,465896,21188,133294,554263,31465914,460010,515171674,505048465,3404195,363944,1.02004403478387
815,163.386788181,357893,31436,470503,23598,101500,579724,31476605,523395,511630867,432013004,3723460,188283,1.18429506117367
816,163.587005331,314095,30634,459855,15352,118090,593778,31049852,470972,510688861,466087104,3601402,331999,1.09569403791099
817,163.787222241,426418,30525,513674,20981,110605,519597,35396236,532678,514722285,556054213,3037366,403970,0.925669247649419
818,163.987429051,313972,33874,457247,30622,103279,608155,31218379,441215,503683110,443478219,3440147,232346,1.13575613958168
819,164.187653982,422110,32955,463140,22781,88924,667842,31324172,435962,512632047,477380291,3737121,293713,1.0738441797129
820,164.387898222,514223,32945,417655,18642,121685,547981,36490240,445971,512906474,654207494,3327112,349855,0.784011920841738
821,164.588100424,441865,26042,475965,16639,128170,638980,32479620,547977,514550722,461735375,3584103,160052,1.11438445018426
822,164.788322755,308113,37646,514052,20068,113123,554469,31193828,470846,514635509,499524660,3902038,174163,1.03025045650399
823,164.988529454,400120,31283,490664,23368,119802,566336,30711157,436732,512446211,487165038,3142514,518429,1.05189447318262
824,165.188729064,417432,39849,458603,27961,145304,502938,32605078,444214,514996777,622508581,3576398,263864,0.827292655424456
825,165.388950996,320792,36482,461660,16495,158815,465277,34037628,520211,514552636,487800165,3543068,169421,1.05484309543028
826,165.589154765,186564,28669,467986,20823,69738,723203,31330322,465937,515011290,418561751,3810522,282524,1.23043084746652
827,165.789361626,336309,36164,472301,20971,132835,514482,35836458,450195,514076247,593690998,3512267,247696,0.865898672426898
828,165.989587627,380159,39834,529315,26314,166102,381754,32869315,569719,514136178,591646383,3658718,105008,0.868992345382089
829,166.189795452,333827,38118,524054,24914,147951,538604,32002305,524838,514044340,507936122,3648081,204555,1.01202556332467
830,166.389999314,417123,28756,490223,15052,138992,768716,30655786,488361,514324894,421886623,3608447,354982,1.21910690209298
831,166.590215081,404879,29006,478143,23982,106558,638709,30818259,466930,511895641,468419150,3578403,404369,1.09281535778373
832,166.790425472,282934,33340,473287,20073,120969,540671,32381046,500390,512957126,471590209,3812853,126783,1.08771793012352
833,166.990629834,403555,40552,590172,28478,163677,390908,32366767,517791,514059331,575125214,3871273,174869,0.893821586128547
834,167.19084887,331614,38949,506628,28254,185218,474244,31726659,478785,510645998,566940604,3131376,400474,0.900704578922698
835,167.391063327,542215,24260,441638,19178,146467,559148,34967951,423377,512321705,611733266,3143955,427190,0.837491981349924
836,167.591270561,507834,34914,431134,21550,187850,434669,35670854,483073,512589929,613632771,3305187,287532,0.835336626765652
837,167.791490246,411940,36406,418388,26184,169792,470244,34068617,436287,513982064,573592523,3474899,299973,0.896075250966966
838,167.991704301,552467,36354,369026,14682,115309,325338,41041613,339604,515366942,943917699,2235240,436696,0.545987158145236
839,168.191925089,524656,42947,462734,25813,130858,539554,34768491,454947,511476124,644737267,3525068,215264,0.793309383805171
840,168.392144063,315943,34817,480497,21323,174431,408381,33553665,447959,505093490,516768522,3761292,160350,0.977407617718635
841,168.592345627,277493,35617,484336,22335,118573,618289,31143067,454471,513217792,429533879,3924237,188275,1.19482494185284
842,168.792546675,435367,41366,527159,19431,95102,580518,34271804,540799,514142088,583897433,3631881,104286,0.880534934634659
843,168.992768505,378063,35201,446892,20374,175410,526010,32120781,504482,512346465,541128138,3603976,298370,0.946811723547815
844,169.192971407,542388,39122,413375,17642,210622,334868,39472459,430087,512132676,771829681,3043380,256562,0.663530683785663
845,169.39317869,450811,32869,555889,22177,97040,670291,33086016,506873,506149566,506081662,3474885,204323,1.00013417597415
846,169.593401002,346390,36383,446066,22848,163644,442274,34059189,451454,512952058,533598206,3976201,50810,0.961307688504485
847,169.793602137,302076,40030,513500,18470,157077,498942,32696402,498388,513005239,530070753,3924384,148534,0.967805214863458
848,169.993811546,321790,37787,479509,19865,140327,503386,32398353,506427,513929808,523078694,3652361,217133,0.982509541862548
849,170.194012745,452574,32399,506782,19865,116289,655827,33292988,474375,515085188,511087311,3788642,108489,1.00782229750955
850,170.394230762,378620,34494,499922,22265,120175,549013,32841752,487496,512714342,509682376,3600507,235362,1.0059487361988
851,170.594434533,438947,36366,407813,23290,117789,480267,35138665,443002,513248748,584954541,3421522,324676,0.877416469188501
852,170.794643162,429719,36242,508953,16749,183360,430000,33805283,510778,514330004,571225993,3863693,143017,0.900396708663081
853,170.994865053,470811,33896,426267,11221,153428,526560,36465605,438151,513468169,617113239,3140413,297467,0.832048539149879
854,171.195073457,363172,33384,515055,12955,95659,592723,31253092,496298,514764986,475865266,3732512,279953,1.08174523920811
855,171.395275954,335702,38534,489095,18447,138784,610184,31265739,520446,513307093,489259949,3944697,175402,1.0491500357819
856,171.595496053,370110,38356,467256,17620,99999,520481,34473946,484338,515058044,515446021,3692944,141354,0.99924729848676
857,171.795700672,397926,36952,461379,14526,154810,406832,35499003,454332,515237533,642036598,3485223,293071,0.802504926673977
