index,time,branch-misses:u,cpu-cycles:u,LLC-store-misses,cache-misses:u,iTLB-load-misses,branch-load-misses,instructions:u,dTLB-load-misses,dTLB-store-misses,LLC-load-misses,L1-icache-load-misses,L1-dcache-load-misses,cpi
350,70.285818246,1515173,418457462,273193,3730525,14388,1534515,294285939,1978817,237742,3424302,184037,10816028,1.42194174625516
351,70.486039627,1507537,419158112,275203,3733531,13665,1506023,294172848,2019191,228296,3444343,185100,10836725,1.42487015660942
352,70.686262501,1531452,420755863,274868,3706458,16651,1515150,295531119,2007884,233124,3450519,199130,10821389,1.42372777670158
353,70.886511653,1533480,423451000,271743,3717041,10161,1518036,296736500,1987093,229442,3391551,190972,10811792,1.42702700881085
354,71.08674644,1518506,426572151,274888,3741555,13495,1526468,296415757,2019403,238998,3424278,198906,10987299,1.43910079314711
355,71.287029609,1535655,426280998,273543,3712548,14106,1528776,299363353,2004798,235922,3424682,191896,10742907,1.4239585230728
356,71.487263287,1542092,433261477,275526,3745841,15578,1534275,299637108,2007404,236857,3452394,187319,10902858,1.44595400713853
357,71.68751664,1509485,424433520,273891,3732082,14176,1522918,296342043,2019574,238483,3438525,181845,10797459,1.43224199881756
358,71.887747054,1427853,428810557,267890,3596333,23012,1412343,272030858,1865201,204615,3292913,289896,10100108,1.57633056835045
359,72.087975538,1541050,425218676,272555,3725745,14806,1533280,296205086,1986783,229584,3483483,193996,10707148,1.43555494519767
360,72.288217218,1509141,416347692,264304,3740671,11949,1510457,292576122,2022266,239759,3436934,184082,10905108,1.42304057198489
361,72.488452105,1533965,429236337,272576,3748441,12796,1518421,299439180,1997548,233385,3455735,186095,10967273,1.43346751417099
362,72.688670014,1506135,418215205,274677,3735222,14510,1503361,297577728,1975839,229526,3450073,183615,10787395,1.40539820574206
363,72.888913002,1513453,418112279,274518,3730675,15908,1504376,294073894,2001997,236578,3432019,198130,10805986,1.42179325513335
364,73.089131739,1530106,418229199,276826,3763610,14402,1520644,296090391,1976079,234415,3440088,188807,10803835,1.41250513935118
365,73.289352184,1509953,425105625,273959,3725996,16254,1532461,299159932,2023753,243350,3443436,191129,10873558,1.42099786611798
366,73.489589251,1541172,418930928,274959,3727722,12869,1538580,297968997,2005242,221447,3477870,187541,10847995,1.40595475441359
367,73.689808523,1526545,419399482,269651,3719246,15353,1539401,296080646,1998154,223849,3447875,193562,10898623,1.41650421149108
368,73.890030193,1534724,419506484,266280,3703795,12870,1532470,298583732,2005299,213540,3465785,191741,10803879,1.40498774394045
369,74.090274398,1556848,429952256,245844,3741687,14607,1554892,301461332,2062759,205910,3410044,189660,11002819,1.42622688338682
370,74.290505095,1528712,416662572,266174,3684192,16055,1533267,295982292,2051266,209814,3442710,187570,10812519,1.40772804070319
371,74.490735003,1558530,430377135,260448,3720807,13747,1570809,300821428,2033070,221095,3412199,191436,10854477,1.43067313343117
372,74.690973343,1526807,424401366,258589,3746283,11320,1532425,297618241,2015916,223289,3421544,186533,10831418,1.42599245454179
373,74.891199286,1548468,418774402,263609,3719222,13276,1550598,297953502,2032441,212082,3445580,192813,10890829,1.4055025337477
374,75.091431236,1531682,425433294,269007,3734077,14785,1517354,296365050,2016525,224319,3458359,192650,10963741,1.43550426745664
375,75.29168964,1546221,432371563,263219,3750660,16790,1535609,302224998,2032482,223206,3455465,187615,10888222,1.43062806141536
376,75.491939241,1531270,428274993,258463,3732037,17257,1511884,300516327,2012332,222892,3433114,185272,10929461,1.42513053209252
377,75.692160397,1543236,429217101,270466,3775292,13696,1525296,298913347,2020624,230362,3498736,195398,10975939,1.43592484346308
378,75.8923968,1522555,424228821,266322,3777948,12382,1523314,297525699,1995291,218927,3458319,181289,10856156,1.42585606025246
379,76.092616129,1519300,422046151,275434,3750468,14389,1499953,295754149,1989937,237316,3415467,193386,10882119,1.42701683958456
380,76.292836904,1532030,421337602,256700,3704661,13306,1509929,297904855,1995891,223666,3416605,191435,10681117,1.41433613762354
381,76.493074088,1580765,426372780,226694,3644940,14397,1587516,307004731,2054702,199361,3397382,204462,10989017,1.38881501471064
382,76.693302152,1582749,426563676,229567,3641845,15048,1597720,306192402,2093111,196270,3423527,192434,11051041,1.39312299460651
383,76.893547902,1588824,438754111,230432,3700221,13714,1594897,306976206,2073725,195181,3395010,188341,10940348,1.42927726131321
384,77.093809848,1569262,426346619,222486,3648522,15979,1586176,303283211,2104333,193576,3401339,205730,11148951,1.40577059176546
385,77.294032212,1570592,425783771,237460,3674589,12035,1546364,304056876,2050695,196879,3376624,200849,10986603,1.40034251683886
386,77.494259424,1563979,420569878,225584,3674684,14276,1566769,303419726,2063220,198606,3410723,197430,11156402,1.38609932697652
387,77.69458187,1573010,419696402,230810,3646983,16662,1561074,301728794,2060052,199123,3398695,202455,10909686,1.39097232463667
388,77.894810237,1588400,428886105,225065,3627295,16611,1580710,306871871,2086319,194331,3382343,202916,11058367,1.39760644598149
389,78.095051789,1576694,428887066,234121,3667955,14178,1573541,304913356,2091547,192734,3475001,195178,11079860,1.40658668293953
390,78.295310765,1588851,426587307,217912,3633848,14006,1596415,305585289,2057850,191492,3392810,204829,11029447,1.39596807292644
391,78.495538526,1546988,422678377,260713,3724812,16143,1567188,300806981,2042759,214951,3461176,187215,10987778,1.40514816376552
392,78.695761006,1528650,423431802,272558,3744946,19197,1508724,294872224,2042468,233385,3467436,181470,10841703,1.43598402133665
393,78.896025318,1514837,414865069,279267,3745117,15754,1517546,291830836,2017123,223793,3443970,184666,10901486,1.42159435475146
394,79.096250539,1503959,417070480,273355,3778722,14151,1498696,293985933,1963070,225516,3436488,188444,10633666,1.4186749540836
395,79.296469335,1541317,426611775,263546,3727666,12624,1553527,299752734,2031059,221475,3418030,191046,10720073,1.42321229003369
396,79.496699986,1527362,417641134,268126,3717865,11595,1536928,296189319,2033280,222504,3423548,192236,10790621,1.41004792276119
397,79.696949118,1555385,422548535,262271,3749632,13015,1557254,301849300,1997971,229172,3439095,180058,10775973,1.39986587678023
398,79.897167098,1511634,419663324,273490,3726304,15303,1488224,293524577,1984739,235126,3501164,179473,10865516,1.42973828048477
399,80.09740479,1465844,419567038,266677,3826483,13947,1489066,294502730,1989465,242370,3473651,182231,10970121,1.42466264404408
400,80.297631773,1493197,420379373,265904,3723264,14600,1515301,295916936,2005696,237086,3458375,181221,10797723,1.42059923532055
401,80.497862147,1537358,425467340,268355,3714656,14487,1530205,298257125,1986176,236435,3465846,184035,10784788,1.42651190646326
402,80.698105436,1512359,426464621,274917,3794209,15630,1506444,300352396,1997073,232286,3442341,193104,10867286,1.41988086887111
403,80.898326834,1489840,419354758,267008,3753940,13530,1498407,296318257,2001767,230229,3437325,185606,10857684,1.41521741605007
404,81.098558046,1504231,430791648,272309,3781063,13289,1546498,295132229,2014799,231547,3470278,176697,10835711,1.45965640370642
405,81.298822501,1520588,418085204,279975,3766183,16056,1524985,294814132,1998579,228553,3506779,188175,10969455,1.41813148902916
406,81.499072203,1519954,428931602,271407,3719102,15101,1512534,300617820,1982061,243338,3444044,183776,10783875,1.42683358558052
407,81.699299245,1484594,424916332,280578,3748586,15539,1505230,299364883,1991254,242976,3445260,179687,10866495,1.4193927081287
408,81.8995461,1503412,448548509,287114,3873031,19247,1464210,292595934,1972638,225917,3531211,191325,10991772,1.53299638470027
409,82.099778671,1487659,430191774,278049,3773525,17599,1505022,297958035,2003382,246542,3439287,178945,10892174,1.4437998760463
410,82.300025221,1520047,422029053,268434,3700202,19371,1514771,298169432,1975418,244918,3292826,324610,10681848,1.41540013062104
411,82.500266649,1477471,417481445,274341,3738404,12935,1506282,295598421,1996779,228746,3438389,184911,10731250,1.41232637030899
412,82.700484953,1518772,422377065,282957,3727603,10644,1517485,296977294,1975156,235573,3461520,187462,10750201,1.42225373297394
413,82.900700717,1536438,422157984,268197,3742356,13784,1525479,297123711,2011959,226203,3482596,214863,10705397,1.42081553363474
414,83.100944431,1527201,421476127,272807,3745140,22838,1535118,296189245,1998803,224482,3410263,188043,10835854,1.42299605443135
415,83.30115097,1574962,442176772,270443,3770947,13986,1540527,305701044,2010682,232842,3442198,191703,10914675,1.44643526961589
416,83.501355328,1497610,420983344,267952,3747463,10162,1492725,295964792,2010205,234973,3489395,179851,10791064,1.42241021695581
417,83.701576207,1531250,425462478,279251,3781555,14246,1530991,297358724,1986429,229471,3467259,185339,10923666,1.43080543350731
418,83.901793874,1458331,443560301,274437,3706593,14708,1437778,279556954,1941797,210377,3457199,225306,10809070,1.58665450690238
419,84.102026692,1554302,439666427,266431,3829047,21133,1522406,304870026,1970102,237820,3276018,254852,10950817,1.44214383017109
420,84.302290693,1503486,421239717,278575,3744376,10772,1504668,298394098,1968652,236618,3445743,187193,10847705,1.41168917154655
421,84.502524636,1485462,418994180,275220,3735635,12614,1481233,299206311,1981085,239378,3430701,188574,10865459,1.40035208014045
422,84.702734738,1531221,428550512,276608,3738615,14336,1537585,300733900,1987892,231972,3417184,178806,10702187,1.4250156433977
423,84.903030688,1547332,424893540,273135,3748214,12948,1529761,299186443,2025026,224966,3465393,188239,10833935,1.42016307871276
424,85.103287307,1530923,425588170,270406,3649819,12172,1543807,297828090,1976523,231026,3397302,377446,10886498,1.42897256601955
425,85.30351697,1537263,421362121,281044,3773509,12392,1547312,301612464,1993913,223008,3498181,185539,11007986,1.39703152652206
426,85.503770166,1509409,419042817,267663,3756563,11501,1495423,297249553,2009336,235290,3504572,178694,10955015,1.40973405265306
427,85.704002614,1520273,428988315,274524,3779417,13221,1526511,299410219,2005234,237666,3467215,181389,10798946,1.43277780041302
428,85.90420867,1505891,428888165,265170,3766567,14128,1512220,302000738,1988378,228376,3466976,175055,10832906,1.42015601630748
429,86.104428165,1462044,433490840,273808,3701132,11161,1509871,292664323,1985432,227581,3485413,323974,10852674,1.48118785220022
430,86.304668544,1535507,426793739,271077,3747002,11726,1514132,301697509,1996529,235883,3478416,181781,10933953,1.41464124253011
431,86.504899097,1522116,422331619,280340,3756984,14236,1554254,299768984,2027604,238925,3477133,181085,10772213,1.40885695833029
432,86.705138425,1507486,423519155,284815,3722144,12290,1495448,297795401,1998308,236432,3461485,184274,10764684,1.42218165081737
433,86.905374311,1509344,424007162,273838,3772543,15561,1487955,301506233,2018476,226024,3510208,182772,10906841,1.40629650598301
434,87.105597051,1531873,433233812,269237,3772755,16257,1523219,302465322,2020344,221687,3437665,190381,10921557,1.43234209176548
435,87.305819602,1542561,426299229,256937,3694519,15091,1532793,301019238,1997154,221195,3437815,194781,10793273,1.41618599473034
436,87.506060649,1560256,425920060,224963,3626491,12194,1569496,306467110,2048116,191371,3403425,195348,10984618,1.38977412616969
437,87.706284407,1501620,424350171,253906,3797469,11367,1506826,301399101,2007913,208894,3461855,182438,11106598,1.4079344284441
438,87.906511218,1474916,420486243,272727,3774563,13317,1487475,299744043,1973443,233133,3474456,179541,10953201,1.40281768001641
439,88.106764884,1496061,421981705,266979,3736729,18645,1499237,299294481,1972530,227880,3461728,179211,10694529,1.40992143787643
440,88.306997154,1550745,420103933,230477,3645428,14772,1540308,303595653,2039926,202374,3390458,191595,10906166,1.3837613577425
441,88.507227702,1550663,428283619,220594,3664451,10459,1563488,311285918,2046301,197667,3418040,194143,10952620,1.37585285499487
442,88.707500759,1542900,428885216,239407,3707147,13623,1563955,302857311,2077612,201783,3467940,191391,11003076,1.41612964396953
443,88.907729498,1565476,425717963,236818,3692306,13645,1545279,302848528,2025909,209016,3425356,206058,10867042,1.40571250522968
444,89.107970531,1542720,421978821,238614,3633568,16950,1563709,305412204,2059493,201757,3427231,194895,10955778,1.38166980714366
445,89.308216005,1511702,420978910,254246,3733201,17525,1509802,301443865,2019842,229395,3474945,190410,11042679,1.39654164134341
446,89.508433741,1510058,421562914,272730,3754130,12906,1523695,300676867,2041751,214495,3438433,191209,10692963,1.40204638356831
447,89.708656708,1508250,424609060,255572,3750926,14513,1508782,300485692,2035892,217810,3481672,193107,11009106,1.41307580129306
448,89.908891615,1547281,422698063,231976,3658064,11865,1562612,302754936,2038898,198266,3407093,189689,10880393,1.39617232532916
449,90.109097983,1593156,428661506,232025,3687285,12496,1542941,307294038,2018883,193336,3456378,207227,11027953,1.39495549210753
450,90.309314884,1576273,425726897,241383,3680731,13996,1544728,305575189,2045556,200096,3429300,200345,11068188,1.39319850670206
451,90.50955089,1581961,421661605,239435,3676112,16201,1569702,302723895,2048771,194478,3418746,199866,11048749,1.39289171408157
452,90.709776047,1568572,425282437,246468,3686741,18296,1538191,305780611,2049872,199050,3484136,190493,11183868,1.39080903661351
453,90.910004212,1503983,426923631,264608,3783497,15804,1498144,297467270,2029961,214878,3434792,182336,10855953,1.43519531073116
454,91.110249883,1515804,421121397,265832,3773392,12942,1531064,298987566,2006603,217959,3445768,198513,10766844,1.408491338399
455,91.310506436,1541075,424077273,257204,3749902,12330,1524530,302924664,2015747,219189,3467483,194828,11025513,1.39994303336093
456,91.510742231,1544793,418034775,253720,3700129,12461,1508780,299969383,1975268,222828,3430816,198751,10871490,1.39359147530066
457,91.711002908,1572178,420532961,222479,3638754,14161,1575446,306747549,2058757,191931,3391942,202515,11009080,1.37094155233169
458,91.911236071,1597944,431070564,221669,3616432,13854,1603675,309488103,2069645,195840,3433810,194675,11136577,1.39285019301695
459,92.111464619,1541880,429951224,253805,3793121,13567,1554569,300818621,2048066,213829,3488433,193821,10969088,1.42927064345528
460,92.311714534,1536483,433151081,245851,3758114,16757,1561138,301598886,2093383,200701,3449636,194046,10926139,1.43618262900348
461,92.511951398,1568070,426684387,241565,3677895,14429,1545839,304856283,2030284,213792,3424288,201077,11035214,1.39962471103146
462,92.712170032,1550322,444152251,259711,3798801,17957,1550986,301914272,2048624,220777,3506538,194243,11152851,1.47112042123004
463,92.912405565,1534709,422397969,250586,3678689,15117,1537393,302529318,2025481,228859,3428954,198337,10933833,1.39622160190108
464,93.112625413,1540640,427180108,243025,3720206,10544,1537558,302092712,2022212,197848,3410257,189167,11086343,1.41406955888429
465,93.312848831,1543280,430367812,235257,3675414,14676,1575398,305097176,2081433,201722,3438299,191910,10867566,1.41059257788738
466,93.513083686,1563971,432970572,227578,3652338,16637,1559818,304910111,2041837,194427,3442172,202837,10987887,1.41999414378226
467,93.71330104,1554778,424148803,224343,3683956,14897,1561405,303987986,2051784,192827,3397291,192667,11050185,1.39528146681428
468,93.913519864,1521222,419238587,271870,3776562,13491,1509924,294219992,2069440,223303,3501495,190982,11037699,1.42491536401102
469,94.11375354,1509567,420734471,279318,3721663,15963,1518038,294160984,2003727,226158,3444817,197531,10833314,1.43028645498412
470,94.313991784,1517131,418906819,247878,3707477,14776,1526035,300112508,1999573,213830,3429906,194496,11015242,1.3958325888903
471,94.51421661,1546317,418478378,255832,3693510,12208,1540059,298524535,2005598,218808,3455522,189372,11020534,1.40182239292325
472,94.714459661,1533248,424040425,236685,3663333,13898,1553209,300784251,2047857,199782,3437272,199485,10962508,1.40978267176628
473,94.914689626,1544154,420053301,240876,3682615,11058,1551699,300229670,2056767,205260,3412107,195749,11061585,1.39910656065405
474,95.114915599,1564589,425999024,223861,3641924,14601,1565768,304988181,2071190,190459,3433950,195959,10952738,1.39677223754451
475,95.315164074,1547051,423067740,238045,3713354,15446,1552984,300440164,2063111,204615,3426605,188771,11031984,1.40815972926975
476,95.515398234,1574643,428141485,220856,3655127,11279,1586543,305594921,2056608,190781,3380989,198629,11045403,1.40100981913898
477,95.715627057,1561722,425971078,227331,3702014,13841,1550300,303960312,2054088,188569,3429926,191868,11234625,1.40140360824475
478,95.915848882,1519434,419823552,255246,3742857,12133,1515699,297977988,2038423,221227,3430753,189171,10992192,1.40890793584391
479,96.116067579,1500268,417904486,269003,3719234,16515,1518500,296450952,2021661,226201,3471483,191377,10872062,1.40969183327163
480,96.316291337,1545616,420054187,264053,3736373,14098,1535705,297665215,2000558,230790,3417767,185776,10925786,1.41116316530301
481,96.516529873,1562111,419602051,243139,3672177,13033,1532303,301704215,2021721,199592,3400276,189771,10970851,1.39077291644732
482,96.716757046,1503966,422825650,270328,3782609,13167,1525479,298280855,2046181,208200,3540364,181445,11153494,1.41754203433539
483,96.916978065,1510837,418827141,277084,3778866,13945,1473543,294494812,2027732,239900,3457682,177727,11015064,1.42218852059098
484,97.117220979,1521059,429225031,271377,3851460,13160,1510826,297727490,2013613,232085,3529524,181246,10864197,1.44167080775779
485,97.317447306,1515342,427904325,266103,3763969,14447,1504842,300009186,1994034,251249,3448051,178691,10886309,1.42630407656918
486,97.517678432,1513028,421156163,272700,3755163,13060,1502005,297073709,1990607,236740,3445092,182570,10777540,1.41768238063773
487,97.717932067,1474681,417793402,277405,3797502,14026,1459539,297771587,2010986,234094,3503016,173991,10985957,1.40306671368212
488,97.918163632,1464019,416802458,280280,3771423,14060,1483614,293390102,2035860,228190,3453613,170941,10934841,1.42064253415066
489,98.118419162,1472961,427702260,276433,3852938,12176,1494230,297767389,1996129,237838,3457180,172899,10940092,1.43636367110705
490,98.31868695,1499839,421378282,270111,3745531,14008,1501047,298703497,1969843,227600,3462978,177471,10783443,1.41069082294674
491,98.518917388,1496131,420608328,281244,3779079,14123,1462053,298115517,1943541,235618,3467853,179338,10776590,1.41089042339249
492,98.719153558,1489318,419713019,273715,3733787,12503,1475216,295827637,2019300,235801,3456022,181855,10678466,1.41877555206243
493,98.919406024,1501181,424551411,275997,3758122,13251,1486542,293464570,1972229,236940,3441973,179266,10841099,1.44668711115621
494,99.119637708,1464199,423646756,271748,3760407,15598,1462979,292503299,2023961,240820,3461958,175579,10810816,1.44834864238574
495,99.319869867,1494841,417775157,274233,3789257,13339,1462828,294875973,2002890,216671,3464809,182484,10953276,1.41678263152353
496,99.520094907,1478255,415535311,274423,3750944,10926,1423965,293013407,1950987,258849,3421414,182662,10812067,1.418144361565
497,99.720339462,1504109,423374132,272708,3766186,13500,1496964,298322032,1962424,232972,3435139,176777,10797001,1.41918492966017
498,99.920556494,1518961,428612347,277875,3858248,15952,1506535,301349085,2014465,243936,3598026,163134,11199282,1.42231175847108
499,100.120762597,1499408,415488447,268700,3755588,13169,1480916,296421529,1970111,230437,3443644,172741,10902171,1.40168107357681
500,100.321004939,1523359,424932038,274241,3742790,14179,1523497,299872183,2010790,236219,3444466,178311,10788925,1.41704386765344
501,100.521208047,1478897,420368002,276732,3735320,15540,1475486,297931429,1996561,228929,3427733,180450,10834910,1.41095554574741
502,100.721418523,1488083,434463168,273657,3802538,15368,1510559,303329244,2025134,231729,3474331,176199,10860656,1.43231546774303
503,100.92164573,1467623,428149860,275566,3814076,11887,1527651,300928081,2014071,236909,3453879,178774,10800152,1.42276473028783
504,101.121864159,1477205,417951922,281581,3779626,13337,1504041,295295519,1971352,233300,3492726,187299,10744088,1.41536831786465
505,101.322072365,1499344,415367170,275596,3750373,18412,1476992,294753760,1951698,230148,3449231,183072,10720878,1.40920058152948
506,101.522310633,1493735,419033345,280473,3723602,13026,1460472,294963204,1958522,246795,3415366,183311,10857153,1.42062921516136
507,101.722537243,1498473,420981916,276627,3758451,15401,1486281,297342581,1980625,239013,3448766,185047,10910601,1.4158144271977
508,101.922750282,1477619,419646103,277361,3772112,12873,1468068,297059100,1967648,234245,3512101,187392,10915417,1.41266873494197
509,102.122984196,1474618,419778853,279459,3754260,15415,1492908,296553857,2018358,235614,3506752,189680,10683607,1.41552316077278
510,102.323210159,1509029,422758048,274683,3749259,13652,1519222,297645047,1998570,227684,3461845,184421,10805339,1.42034296307306
511,102.523433156,1516103,423368341,277423,3731334,10438,1509515,296485489,2010936,234718,3432939,183359,10843171,1.42795636450187
512,102.723676856,1480627,421096416,277469,3759050,14258,1501226,297446181,2016009,216871,3485384,175964,10677183,1.4157062450232
513,102.923914994,1514370,426931638,278490,3742569,16117,1515334,296796137,2001468,229362,3504920,183873,10683441,1.43846763746794
514,103.124137229,1499275,415974144,286414,3768827,15516,1479493,293904725,2029573,232505,3468299,189825,10774806,1.41533670137491
515,103.324387476,1476563,418088422,279360,3772321,15704,1471489,293119624,1986998,232396,3462654,176227,10897664,1.42634060556792
516,103.524598278,1511974,423296287,278020,3729218,17017,1523473,300410062,1999798,241343,3440203,182070,10798748,1.40906161458733
517,103.72482345,1495145,427524625,281883,3786657,13896,1508766,299114968,2011116,242007,3451432,181838,10792555,1.42929866685909
518,103.925055902,1534876,425638749,273810,3740446,15025,1512137,299674183,1973240,234139,3465091,188976,10747044,1.42033839798606
519,104.125280831,1485947,419795804,273380,3756738,12034,1479547,293804306,1980836,235525,3454248,191588,10832548,1.4288279491724
520,104.32552021,1511686,418674455,280180,3754364,18620,1477275,293687477,1983072,241589,3460502,180742,10853779,1.42557816654879
521,104.52576807,1484700,418291970,277937,3703308,15588,1464835,295098830,1994743,248585,3436574,189273,10644979,1.41746400688881
522,104.726013301,1490783,424044937,277379,3762062,14807,1470589,299487259,1981709,239090,3445264,190938,10734111,1.41590309522984
523,104.926245033,1491710,423358086,276892,3711701,13110,1435623,300249557,1954854,248731,3418282,186725,10797915,1.41002068489313
524,105.126492865,1475703,433068260,277979,3790607,13652,1484727,299830836,1990892,229330,3397590,186364,10683325,1.44437532102268
525,105.326720866,1448729,418301620,275856,3723192,14240,1459169,296071244,1978968,235157,3450151,189148,10726299,1.4128410930715
526,105.526948157,1452661,415833532,276496,3736743,11678,1481855,295286117,1957125,233491,3440284,184861,10668714,1.40823935857438
527,105.727194543,1492829,425790631,275168,3767970,15221,1454451,297863366,1970992,247539,3454046,175488,10890410,1.42948304357777
528,105.927419675,1455172,424144138,274859,3798329,16418,1479821,299881676,2006856,231085,3496293,184132,10957222,1.41437164036658
529,106.127643309,1503668,420920161,278555,3739647,13831,1478018,295036441,1960845,233966,3475744,178986,10752575,1.42667176831895
530,106.327846671,1480198,419694706,275552,3741736,12024,1496604,297649260,1976951,232294,3410630,180479,10712596,1.41003107482948
531,106.528071306,1505789,418652981,279311,3782275,9936,1481155,298870889,1966323,227138,3463453,181867,10744776,1.4007820647932
532,106.728291647,1503127,421631114,275633,3756487,14073,1470957,298673567,1979286,242906,3419327,192066,10845668,1.41167870406155
533,106.928530812,1446367,427293668,277122,3810630,13021,1437414,293378816,1964614,237383,3433999,188825,10727429,1.45645712879283
534,107.128755063,1456903,419882527,273138,3716874,15891,1475156,297727703,1972529,238129,3486888,177705,10832970,1.41029041896044
535,107.328969958,1437592,422399113,278188,3783910,15302,1460685,298863015,2011521,236602,3475025,179562,10823171,1.41335358274425
536,107.529203337,1480524,420121313,274520,3738088,16236,1506905,297572169,1979730,231926,3437504,187480,10563444,1.4118299920716
537,107.729422342,1492800,425257280,269820,3727133,17311,1497965,298871336,1993085,227759,3472013,192730,10754770,1.42287743512479
538,107.929649058,1525648,424236262,276937,3787152,15372,1502826,302216451,1953023,238604,3493122,176301,10843937,1.40374973167824
539,108.129888469,1503650,419223932,279575,3787213,16678,1472785,300444659,1968136,243081,3538017,180903,10859482,1.395344931061
540,108.330131638,1506618,425409967,277559,3776907,13302,1509252,299121952,2026946,233540,3463038,182662,10833126,1.42219574376139
541,108.530361212,1446664,423842149,275001,3779702,13359,1458013,298449095,1971903,229060,3426650,178924,10680188,1.42014888334642
542,108.730610827,1451618,422917433,271719,3772986,16581,1492534,299679286,2027353,207443,3518810,186141,10860527,1.41123345108344
543,108.930839107,1510627,423657476,264620,3818521,11354,1503535,301930190,2021151,222680,3498922,181841,11014431,1.4031636783324
544,109.131073569,1428483,421625488,276605,3778655,13369,1411941,297477983,2022081,249207,3542825,173568,10900727,1.41733342329405
545,109.331325126,1458319,418734461,266913,3734326,15932,1462004,299117472,1955961,231864,3462289,179237,10708482,1.39989970562469
546,109.531571068,1479971,420020784,277568,3769463,13986,1442939,299612566,1969048,227471,3459531,185290,10820452,1.40187973290813
547,109.731803099,1442050,415599327,277467,3707662,10947,1436975,297570486,1986515,231514,3469803,184033,10774768,1.39664162459983
548,109.932054025,1446579,423068524,272032,3748184,15804,1451931,301986427,2016616,222948,3516088,177267,10828455,1.40095211630157
549,110.132275898,1437893,427111329,264300,3798717,13358,1426558,299549851,1963815,243394,3478029,187816,10818584,1.42584390402518
550,110.332520445,1436990,416272193,268913,3726218,14050,1434714,299075917,1966326,222418,3434140,177067,10769069,1.39186129453546
551,110.532765103,1439439,417435263,270367,3719409,15753,1434526,297826035,1974568,236479,3422062,171127,10606902,1.4016076969228
552,110.732992266,1203783,413860179,232954,3910071,14366,1232319,255867199,1768983,368344,3545046,144770,9873126,1.61748039849375
553,110.933221024,1503563,422221407,238546,3652244,12561,1503264,306722949,2025585,193330,3410872,201681,10936469,1.37655629739006
554,111.133470552,1500310,422671105,241893,3657429,15470,1488982,305995867,1993705,196987,3413909,200990,11018971,1.38129677744961
555,111.33369662,1494397,418928746,244407,3636513,14326,1514243,307533462,2034764,195661,3389828,200720,10927952,1.36222166939349
556,111.533937548,1485877,422696126,231115,3672082,15049,1501414,308203933,2019609,196119,3393761,206272,10959297,1.37148193368447
557,111.734184565,1516981,423298790,240994,3660543,13692,1508640,307799335,2015560,194146,3433131,198747,11089069,1.37524270479662
558,111.934418203,1517788,430771871,230826,3652210,17027,1515167,311105523,1988188,192065,3463349,198423,11095115,1.38464874183542
559,112.134672411,1540513,440523549,237662,3672947,19725,1511832,308353447,1958957,185598,3376749,201138,10922561,1.42863182911005
560,112.334923097,1500409,425340204,234143,3694952,14273,1505637,310011793,2064106,194998,3493228,200125,11173090,1.37201298016427
561,112.535157299,1512560,423700701,235271,3649215,13270,1527028,308563433,2050789,195134,3408235,198526,11005355,1.37313970382226
562,112.735388584,1533954,433561148,226104,3647192,15849,1523034,312226324,2051030,196072,3474049,198549,11220618,1.3886117686861
563,112.935637017,1513245,434651000,229274,3680266,13846,1494518,310147063,2040513,197585,3421334,208839,11036162,1.40143516367911
564,113.135876058,1540696,429011331,224748,3669480,23500,1518757,311306291,2023104,192509,3370230,206331,11109217,1.37810042200528
565,113.33610647,1517300,424387451,223745,3680513,14731,1530395,305362311,2081969,192342,3416203,198763,11175965,1.38978333511499
566,113.536323603,1510149,422719515,229356,3695244,14390,1511139,306985756,2057581,192115,3465339,197162,11111912,1.37700042017585
567,113.736552672,1528374,422152216,230468,3618512,17518,1520901,306482171,2070877,193413,3387880,206427,10974531,1.37741198655239
568,113.936768736,1552240,434473760,229958,3653909,18946,1531845,310010999,2027991,193809,3456729,198440,10985718,1.401478532702
569,114.1369737,1535710,422345386,230625,3652784,14243,1507818,307982772,2028655,193876,3431203,210324,10985346,1.37132795856516
570,114.33719933,1532586,425458421,228727,3633497,13667,1555561,306139649,2046608,193111,3364783,197812,10869750,1.38975275626582
571,114.537436765,1528425,426685533,224290,3641687,12386,1560549,308451056,2048945,191018,3352458,204856,10891646,1.38331681704471
572,114.737656142,1524474,424559289,227255,3634630,13256,1548515,307541748,2051065,191501,3359908,199572,10796746,1.38049319079763
573,114.937896554,1524254,423627957,232889,3641872,12229,1557995,308936368,2039376,191586,3398423,192533,10830434,1.37124664131482
574,115.138117902,1498029,421031833,226001,3674325,16289,1497650,307398464,2030554,194232,3388960,205393,11007415,1.36966147299942
575,115.338342173,1491879,423181325,222099,3644910,13418,1505607,308926604,2046809,194528,3386541,196099,11084851,1.36984422681835
576,115.538588695,1526693,422049617,219617,3632578,10298,1532013,307971997,2032207,189321,3371994,199078,10996354,1.37041556086672
577,115.738817437,1528799,425183383,232215,3635726,15808,1538704,307606087,2056691,192191,3393958,203862,11015191,1.38223332036989
578,115.939046326,1552877,432807226,230329,3671813,16401,1535234,314264777,2033561,192688,3375666,204286,11026261,1.37720564847138
579,116.139296492,1514952,424530966,227461,3702521,10983,1503517,304810855,2047782,196202,3394165,198625,10978987,1.39276852853551
580,116.33954236,1483090,423638153,220083,3646181,12825,1490991,308132283,2020802,190374,3392808,195744,11014609,1.37485806055576
