index,time,dTLB-load-misses,cache-misses:u,branch-load-misses,L1-icache-load-misses,branch-misses:u,L1-dcache-load-misses,dTLB-store-misses,iTLB-load-misses,LLC-store-misses,instructions:u,cpu-cycles:u,LLC-load-misses,cpi
511,102.506216017,161020,482503,5263640,227772,5263275,2139771,438,2100,413,695201970,456757840,483957,0.657014593902834
512,102.706438546,152356,477515,5143420,216621,5239592,2172227,426,2373,265,701948796,456920779,460475,0.650931779645078
513,102.906642062,150388,473132,5068060,238273,5028353,2141537,354,2223,459,717568422,462322986,471836,0.644291153046308
514,103.106844117,176191,497904,5643703,267048,5666842,2376170,441,2186,68,791980011,514900101,475425,0.6501427988692
515,103.307061939,175346,503200,5912327,291841,5874120,2393284,475,2124,115,788158282,514485000,505037,0.652768627507742
516,103.507264275,166826,474541,5450852,273674,5680044,2296685,381,2214,83,802909430,511950808,458133,0.637619622925589
517,103.707465565,170007,458443,5707395,259030,5683023,2371751,400,2125,61,818608698,515658035,474604,0.629920053695789
518,103.907703802,164832,464993,5711111,271686,5826547,2304914,432,2358,290,804783028,515900893,442707,0.641043455255371
519,104.107901084,176668,476211,5558284,255100,5744930,2336727,390,2059,134,811514535,514040895,480538,0.633433996348568
520,104.308100909,178626,437859,5716297,262232,5768930,2375704,443,1914,118,817513395,512649000,468336,0.627083303020374
521,104.508316707,152862,464576,5366484,283552,5582702,2311370,378,2033,403,825914544,514968784,431739,0.623513398257823
522,104.70852147,153028,442288,5188310,265463,5194669,2211730,434,1980,208,854055756,514460138,459676,0.602373011815402
523,104.908716631,169792,469898,5405452,257810,5600899,2347161,473,2082,232,807806916,514419247,479995,0.636809659351815
524,105.108929832,162080,419099,5894278,256781,5840377,2380850,379,2087,20,806645699,507825900,432352,0.629552603614638
525,105.309128304,165165,441911,5795707,238506,5777885,2335372,394,2214,206,812502721,514091533,444301,0.632725921664944
526,105.509325552,146045,408018,5694486,259486,5384610,2218600,403,2027,1022,846095819,514033339,411075,0.607535609391777
527,105.709542558,144154,420051,5708603,259854,5685224,2173450,475,2418,178,828403044,514054512,406708,0.620536725116138
528,105.909742789,135493,405458,5022803,243512,5222040,2159024,290,2366,72,861258783,514899282,365189,0.59784502888489
529,106.109947829,150423,404461,5204956,239135,5000911,2170818,446,2015,74,857926882,514415120,408406,0.599602519507018
530,106.310167911,146854,408529,4985736,239988,5007065,2154652,418,2283,310,853694640,513345121,427448,0.601321710301473
531,106.510376382,143059,470726,5293620,249764,5095915,2161318,384,2274,1066,783585953,486194382,447040,0.62047358064368
532,106.710587003,121724,414471,4935072,258355,4970796,2058118,365,2145,559,733138772,456724220,392642,0.622971035557236
533,106.91084693,129629,435324,5052904,387212,5031672,2105303,347,2406,2853,729789858,456543792,410988,0.625582538583319
534,107.111058415,125681,423162,4870056,507365,4648691,2321453,356,2145,788,705377646,456361834,402697,0.646975186395402
535,107.311264938,146549,464885,4408338,216171,4403756,2024146,332,2168,695,772991184,471490281,499570,0.609955573568353
536,107.511488972,143949,448431,5081492,240131,5028734,2161383,413,2185,549,790278372,488405926,439103,0.618017578747556
537,107.711703926,149514,443499,5281623,244684,5450880,2246256,421,2136,34,822817423,505224865,472471,0.614018190278404
538,107.911926511,119643,402577,4378894,229613,4677678,6812812,482452,1839,13752,634648602,513726402,389960,0.809465900312501
539,108.112220493,165950,413277,5009767,339845,4639683,6158334,316,2744,494,859831807,513793965,405487,0.597551708156337
540,108.312406746,158242,443487,5009760,383204,5075357,2300585,337,1920,344,859302516,514028406,417749,0.598192599729337
541,108.512601185,157753,436048,4922856,325909,4759338,2259733,378,1636,575,859307775,505695443,399696,0.588491641426147
542,108.712818162,148894,391893,4492787,501123,4510514,2169943,515,2134,237,812411962,509307400,422471,0.626907805180742
543,108.913024532,161423,458889,5079805,329797,5042537,2338527,367,1830,197,851704253,514188282,451668,0.603716936000788
544,109.113228301,175524,440942,5144439,355841,4927200,2298094,356,1726,156,858118344,514789964,453755,0.599905558014735
545,109.31343036,173393,459859,5040576,330406,5049682,2339441,362,1726,613,868797010,513823934,446885,0.591420007304123
546,109.513628483,164705,457363,5154289,344266,5167809,2247540,412,1883,216,849369148,509959210,440279,0.600397614159633
547,109.713826701,156169,470827,5218282,389545,5210477,2301597,372,2179,248,850634867,514741872,460371,0.605126702383339
548,109.91403883,171062,474228,5215134,349298,5125588,2355444,307,2335,115,845932355,514853157,466023,0.608622136222701
549,110.114239055,172904,453493,5172307,364246,5183956,2368228,413,1920,78,854342860,515045686,453904,0.602855961130172
550,110.314428069,178345,478248,4900249,356665,4810429,2316023,350,2490,328,853118658,513486203,478205,0.601893063977508
551,110.514639426,161661,455184,4997273,355865,5021270,2227864,350,2077,937,863019730,515879570,441689,0.597761038441149
552,110.714840261,149751,406379,5012709,354744,4966886,2239978,353,1919,113,876653649,516014307,411776,0.588618216086385
553,110.915040071,147507,386465,4711402,333730,4595064,2125652,280,2010,109,903534805,515893396,389296,0.570972355624972
554,111.115254751,142696,379865,4595544,355437,4642819,2095690,230,1830,75,899130795,513667418,402739,0.571293321123541
555,111.315453972,157410,428416,4723775,354581,4839528,2170848,350,1964,143,869037080,513211177,425503,0.590551529746003
556,111.515666573,152250,412465,4912535,380743,4834464,2140927,378,2108,622,874474886,515392161,412194,0.589373313346359
557,111.7158772,170719,418879,4791995,370357,4734196,2111292,303,2008,204,867227532,513250550,451610,0.591829169464145
558,111.916076693,148553,384107,4784123,377355,4906846,2143934,337,1953,219,882923636,513785626,403129,0.581914001450517
559,112.116272467,155427,410727,4996351,384233,5134274,2157550,365,1905,93,867435499,515571288,384671,0.594362680100552
560,112.31648629,153985,408116,4756389,374151,4795007,2177521,319,2277,90,884635815,515087674,399374,0.582259575371137
561,112.516727666,154397,401359,4932749,350389,5038728,2235421,306,2343,253,863360078,515201265,418964,0.596739735978388
562,112.716932502,175849,420475,5167774,391722,5029709,2289568,431,2005,215,852475401,515179274,423944,0.6043333020468
563,112.917152476,182680,453694,4961281,384240,4994147,2309089,416,2070,256,855201770,515341098,485787,0.602595920726404
564,113.117354064,175716,485316,5038686,344892,4920525,2193780,462,2925,540,839217807,516348470,436746,0.615273491211799
565,113.317541511,149141,391342,4810667,358447,4786444,2058805,341,2016,182,882276652,514330287,382277,0.582958061775843
566,113.517742061,144550,416345,4746142,355336,4701733,2166492,381,1839,153,869783037,509956909,388251,0.586303580671004
567,113.717963789,147671,367483,4876477,367906,4829611,2112035,369,2136,181,883362316,513644546,367862,0.581465313492046
568,113.918167673,138941,351578,4683033,375086,4705661,2063413,353,1748,106,904911460,514854103,342989,0.56895522463601
569,114.118370074,144063,344305,4977495,346372,4970726,2132751,287,1870,357,887225721,514347557,381212,0.579725705449876
570,114.318584782,145269,389192,5214556,347249,5226192,2097103,387,1882,213,855112527,513124171,360192,0.600066254204226
571,114.518786349,147968,409888,4962967,341827,5018090,2140020,424,2057,264,845090322,506489794,392395,0.599332143339822
572,114.718988349,154579,402658,5120013,393452,5158449,2123004,408,1964,159,851568435,514714882,384176,0.604431612122871
573,114.919206082,157016,390136,4938819,386765,4814650,2132293,350,1755,165,879112352,515296383,376358,0.586155321134653
574,115.119409862,157467,417649,5072574,350178,4987723,2167838,394,1861,262,860159983,515540384,413624,0.599354066905017
575,115.3195871,150172,411825,4541021,917913,4463624,2905205,397,1753,286,809608029,496684983,370768,0.613488213072057
576,115.519803523,130600,389000,3926277,462531,4035784,2066142,341,1929,207,713223043,471169457,413270,0.660620070571668
577,115.720005762,160395,469129,4855511,397641,4863400,2218055,446,2047,247,825097480,501938522,477041,0.608338449900489
578,115.920205836,156652,439736,5075455,410432,5069446,2264286,275,1855,344,846623348,515107727,424111,0.608426082527552
579,116.120420674,158501,441703,4879384,363323,5009442,2174956,412,1855,172,846998215,512834944,427095,0.605473464899805
580,116.320620669,174624,456411,4798163,343974,4830995,2148786,500,2136,452,795845029,492765486,491518,0.619172663073831
581,116.520823354,149192,486159,4649458,423136,4453447,2060098,294,2090,1073,731582770,456626102,480205,0.624161914037423
582,116.721044477,163803,540515,4431372,302362,4399985,2008021,335,2126,645,756180321,470949529,524287,0.622800562142637
583,116.921242406,155173,428613,4830752,347638,4885453,2093460,407,2281,153,861489123,514829443,434202,0.597604112756743
584,117.121435168,157476,410728,5030315,334892,5074612,2178876,345,1936,294,852927142,513474684,421979,0.602014707605588
585,117.32165807,152933,443502,5121019,343868,4952341,2198025,347,2337,125,819596782,501980223,432758,0.612472174152582
586,117.521864069,139869,421079,5091501,341045,4965382,2073032,397,2270,866,809837811,496676172,412322,0.613303263015957
587,117.722075262,130673,386170,4582878,595915,4654882,2371925,287,2231,365,774922284,514253027,414540,0.663618839744193
588,117.922298882,155936,412443,5107957,305880,5080573,2270457,429,2398,110,862883965,515298557,424499,0.597181750851054
589,118.122503054,151593,386711,5111369,306637,5142341,2258875,377,1746,21,869897561,514611262,389272,0.591576853495742
590,118.322701661,154342,416325,5180602,296444,5169696,2322872,412,2064,153,854172001,513974585,403402,0.601722585613058
591,118.522913967,155385,432976,5317337,331940,5108666,2222895,362,1986,234,844322095,514684814,440899,0.609583495502389
592,118.723115865,143343,399440,5304178,366147,5285488,2190498,309,1789,45,840156080,515310335,386880,0.613350718118948
593,118.923318798,158024,410651,5191840,375020,5235851,2196767,331,1963,235,845083636,514169946,402267,0.608424922808469
594,119.123537308,136763,395326,4777265,692707,4827101,2461237,346,2026,547,802329210,506987943,372349,0.631895158098507
595,119.323748777,124442,417124,4336438,322004,4436809,1957170,249,1955,469,764661670,456863017,400157,0.597470796463487
596,119.523952356,144165,454213,4719769,366440,4838437,2074410,318,1945,369,833002745,502399818,456570,0.603119042542891
597,119.724164524,152952,418126,4997236,329574,5012769,2198469,290,2365,93,856030317,513992790,409320,0.600437601090243
598,119.924364167,160306,403161,5024029,368656,5045306,2192758,372,2308,238,858105600,515293883,414602,0.600501713308945
599,120.124565056,146711,419149,5048106,353969,4962834,2052532,371,2248,255,818310788,498131855,410052,0.608731868508619
600,120.324782573,140216,431861,4662608,492510,4651445,1887112,388,2206,1483,737796604,456579114,420821,0.61884144156348
601,120.524989181,146806,449525,4665692,346635,4633418,1959046,354,2102,866,757209727,467896622,444030,0.617922096502598
602,120.725191455,149680,432762,5008203,374088,4946509,2207039,412,2264,46,854317701,514517783,446439,0.602255791256279
603,120.925403164,164335,427617,5042904,382608,4949220,2209920,397,1792,215,865160939,515434844,427390,0.59576758585029
604,121.1256058,179122,460981,5241345,371378,5169625,2217977,416,2061,191,838701418,515584234,454188,0.614741102059279
605,121.325811617,145191,421765,4584276,359665,4462355,1989724,413,2107,407,843326697,499604614,431487,0.592421200203034
606,121.526034156,149520,438484,4320384,295919,4336332,2126450,396,2007,372,854260308,497834578,444856,0.582766837388868
607,121.726257712,155529,441576,4566767,403172,4812985,2156710,457,2061,106,826616929,507392725,432042,0.613818453505203
608,121.926474968,155205,441885,4677948,547940,4604785,2343430,434,1817,2042,783627863,499024218,415402,0.636812754576594
609,122.126692725,160321,435874,4890681,390032,4810429,2143212,362,2174,240,855401452,514170528,457008,0.60108680760107
610,122.326893116,173130,410009,4972374,386641,4891314,2106906,422,2588,292,861734680,510612133,420458,0.59253984416642
611,122.527097072,141424,381284,4734238,367937,4903821,2053756,357,2052,451,889482097,515627643,383689,0.579694234138138
612,122.727316711,151790,399260,5046109,393048,5111528,2123397,332,2052,288,870372521,515244026,403672,0.591981035210095
613,122.927520889,145957,381382,5011740,363307,4900178,1996516,333,1955,96,869862298,514063988,357409,0.5909716850379
614,123.127754206,158175,408055,5095714,406264,5169380,2117590,412,1811,131,851265449,513307419,402044,0.602993366643734
615,123.32797513,161292,383970,5020908,433459,5000885,2137260,466,2070,297,862285745,513597308,406777,0.595623099393809
616,123.528175868,166539,435492,4810970,454408,4793104,2239958,459,2210,521,867712617,514661705,454689,0.593124607061003
617,123.728380783,190815,475233,5105638,396353,5180011,2390120,459,1971,241,836651192,514399059,488012,0.614830964108637
618,123.928600647,155967,405968,4970878,403191,4995019,2152354,388,1744,300,866532952,514914349,418503,0.594223621630952
619,124.12880935,161822,411811,4820022,335507,4780639,2211450,365,1767,193,881515046,514447139,422222,0.583594280476978
620,124.329013106,158859,444862,4943491,362668,4876686,2179596,378,2099,143,852784085,513740889,430547,0.6024278572225
621,124.529231117,154057,403541,4888748,366601,4817594,2183442,437,1886,197,870607903,514854198,413743,0.591373218903573
622,124.72943574,155235,394346,5296228,333820,5346118,2250330,406,2158,255,852323483,514321006,410850,0.603434043832393
623,124.929639705,159237,398488,5061971,357743,5123792,2217170,410,1910,78,854953358,515113304,400806,0.6025045684422
624,125.129857497,163471,441656,4970898,388081,4932092,2338954,404,2025,312,860990993,515639103,434406,0.598890240655514
625,125.330061491,163486,422358,4862484,401103,4891413,2200451,414,1810,181,858600927,514257194,406627,0.59894786719698
626,125.530260711,164547,447692,5066875,424142,4876261,2263399,462,1801,347,831545908,509070519,451709,0.6121977320824
627,125.730479965,173686,444184,5121384,443430,5119502,2271071,372,1786,342,834390123,514640535,438709,0.61678646572378
628,125.930683449,183238,433265,4902386,385911,4900568,2329695,356,1978,191,848761840,515306863,452523,0.607127746223841
629,126.130885063,170189,448756,5013497,349157,5081188,2239343,451,1943,137,846358725,514154005,418431,0.607489460216766
630,126.331097705,181129,449922,4990052,378559,5046699,2225353,462,1978,137,841903054,514440012,451548,0.611044240255244
631,126.531301295,179910,463528,4761050,369965,4926509,2253867,352,1829,178,828546997,505596682,488015,0.610220885273452
632,126.731508945,184290,490271,5141800,360398,5228058,2306222,372,1739,275,819927735,513452667,478180,0.626216976304625
633,126.931757089,172641,437362,4865075,349134,4714784,2261893,453,2083,220,856493317,513457985,434188,0.599488606400883
634,127.131968127,172941,422729,5173668,222295,5052515,2338136,438,1970,207,860078929,515342685,433524,0.59918068868305
635,127.332182289,170736,416337,4780249,307870,4732310,2194932,351,2151,178,856458140,509461283,439267,0.594846682174099
636,127.532396859,159352,430829,5099833,316576,5198100,2266405,410,2053,181,842102286,511373338,409422,0.607257985759701
637,127.732598213,173167,450691,5174625,317674,5213841,2355163,400,2102,231,844448607,515503600,433328,0.610461780298727
638,127.932800266,164487,446792,5221833,408371,5345575,2269904,315,1955,168,834800121,515089757,446308,0.617021660685648
639,128.133007661,168019,451437,5221959,367672,5276402,2284772,412,1758,125,831553015,514673688,431232,0.61893069800246
640,128.335706793,167205,496799,5169771,331639,5132390,2308088,391,2154,350,847859933,521235769,458733,0.614766364953349
641,128.53590502,169004,484401,4841477,308819,4842627,2208234,377,2198,652,831406604,513685944,458502,0.617851652282521
642,128.736106538,181452,484624,4903326,328210,5017335,2244806,379,2370,391,829562313,513072521,449469,0.618485812288823
643,128.93632388,177768,480908,5048858,353489,5144160,2267800,297,2274,387,833949035,514557949,462401,0.61701366319106
644,129.136527597,126558,320378,3804012,285418,3580066,13240727,296973,4279,21822,663429432,509809622,325581,0.768445892524105
645,129.336715345,154806,402984,4546583,320713,4434304,2155690,281,2328,391,902858306,512002162,394999,0.567090271637818
646,129.536930222,160158,413331,4538113,264791,4355580,2219534,298,2232,460,902964470,514768865,426158,0.570087619283625
647,129.737130793,164523,431425,4479338,317876,4455627,2218510,249,1962,203,897442207,513636227,425040,0.572333486205201
648,129.937318796,157021,433963,4585302,330624,4650445,2210448,348,2314,153,883067730,512888039,413926,0.580802606160232
649,130.137540147,154715,402049,4523150,319316,4579021,2325078,225,1667,178,897239650,514428677,423676,0.573345902624789
650,130.337746007,151135,429438,4605696,325655,4758942,2236360,403,2198,527,875888820,514501864,399884,0.587405447189062
651,130.537951327,165067,436141,4756571,324495,4655922,2328911,390,1944,238,872299238,514258576,445140,0.589543763879798
652,130.738170921,170966,446894,4617773,273494,4598023,2357616,290,2040,187,884617362,515356332,445124,0.582575420897063
653,130.938371542,173634,443864,4671825,313806,4634631,2351599,341,1948,159,880256499,515637032,444517,0.58578043171028
654,131.138573996,168071,415356,4622904,323509,4664548,2308898,272,1817,121,883863838,515435929,429862,0.583162141994998
655,131.338794208,157170,435470,4524744,338763,4509538,2139264,259,2337,534,821660279,486885639,451059,0.592563193626158
656,131.53899781,142423,437014,4206479,309104,4299098,1838571,325,2489,676,771444981,456840799,419259,0.592188438905665
657,131.739198614,150122,456879,4034656,263409,4073907,2053958,225,1856,277,785875632,456792585,475023,0.581253020706971
658,131.93941596,144092,445547,4281149,295773,4261097,2035687,296,1854,422,808950272,471927908,434726,0.583383088348847
659,132.139575001,164898,466451,4605317,350604,4682299,2286646,282,1640,118,881897712,514699382,468875,0.583627074882353
660,132.339773992,164982,465101,4648872,303473,4609563,2255263,345,1867,1948,876122823,513269567,480958,0.585842022973987
661,132.539987451,161494,465649,4562677,307557,4504008,2230306,281,1520,178,880918382,506543050,456778,0.575017005377917
662,132.740186667,163749,477975,4810605,323722,4770701,2243404,365,1761,230,881970136,514694563,458917,0.583573685764798
663,132.94038513,168207,509668,4743719,346252,4605548,2320948,312,1789,238,880899933,515969502,483313,0.585729982113644
664,133.140601039,192335,478425,4715629,375368,4816728,2381784,463,1836,194,869895622,515199384,499469,0.59225425553412
665,133.340804428,172117,449124,4492825,481634,4345565,2333804,518,2061,969,842690182,506963172,480545,0.601600900103996
666,133.54101129,170776,496558,4646149,347401,4718437,2371362,453,1701,137,869304773,511376800,461702,0.58825951022358
667,133.74122621,181479,440696,4698339,355187,4854035,2341005,328,1830,259,889344047,516084956,446166,0.580298432019526
668,133.941432811,165939,448862,4715006,346346,4670440,2216750,453,2048,487,850420237,500056613,462437,0.588011186991544
669,134.141644101,158176,477095,4248339,275630,4221189,1939359,322,1807,338,772246092,457085310,469721,0.59189073889156
670,134.341874282,132959,458278,4205099,540233,4222918,2279249,424,2412,1421,744434233,458692205,438345,0.616162160022536
671,134.542089219,149657,488921,4132444,388117,4138478,2028155,456,1764,1592,760534273,456535845,481752,0.600283065744231
672,134.742301652,164936,475636,4723464,357503,4633458,2122575,406,2099,747,829231775,496530630,467784,0.598783892476865
673,134.942521091,174925,487220,4274642,352720,4420179,2181619,375,1923,278,844935665,498889091,475383,0.5904462453955
674,135.14272488,163124,463738,4291008,329288,4397910,2194859,294,1763,367,860415433,500439733,468490,0.581625705219074
675,135.342924351,169265,487271,4552482,331540,4529096,2372868,310,1982,324,884264060,514871347,476043,0.582259723413389
676,135.543136132,165509,438653,4617705,339533,4651545,2144928,293,1906,757,881012245,515848394,464879,0.585517848279169
677,135.743329888,168914,456550,4635341,362960,4834221,2080715,410,1923,247,863640742,514661716,480863,0.595921071078882
678,135.943531106,170003,468789,4876848,328124,4710425,2037751,281,1911,56,857393163,514191985,465916,0.599715518142054
679,136.143752684,154149,464186,4697214,332415,4561120,2164716,340,1370,594,888200143,514256067,446496,0.578986696920629
680,136.343947606,167863,440312,4812276,303684,4744730,2164659,350,1651,75,877313715,513554388,449763,0.585371434664053
681,136.544146923,166807,488281,4940947,335502,4754811,2191390,399,1661,504,866052291,514981445,493500,0.594630890480492
682,136.744357833,154579,445041,4507708,334534,4578115,2095999,365,1703,152,876178249,512708549,426640,0.585164662082361
683,136.94455688,155232,410094,4506435,364310,4588133,2091632,352,1833,112,898343943,514227672,418864,0.572417364203234
684,137.144758675,170521,443902,4782503,339315,4779570,2226713,337,1936,200,879257869,514017837,442882,0.584604193061819
685,137.344972432,182221,466149,4774133,350970,4742342,2340649,453,1748,80,878580915,514918196,481089,0.586079423316406
686,137.54517028,158734,465228,4433596,341471,4463658,2069991,340,2059,335,862936765,504267678,470590,0.584362259730584
687,137.745370054,180235,474963,4517573,333912,4503465,2238706,424,2032,292,875540865,514125638,482994,0.58720918526173
688,137.945585368,168900,441913,4665415,369722,4814311,2231947,349,2041,115,879341609,514838707,420281,0.585482026246298
689,138.145784082,177517,456752,4544149,288831,4553275,2403823,362,1751,340,893114658,513160711,476586,0.574574279353055
690,138.345986902,189340,524636,4329001,309657,4346552,2424873,647,1761,403,814683385,493244207,522144,0.605442821201024
691,138.546220558,162360,490201,3772848,281516,3806529,2033782,350,1917,992,784549675,456708107,492759,0.58212771167103
692,138.746427842,170926,490286,4156657,271401,4258438,2196482,312,1396,166,838683830,490865603,490084,0.585280871577076
693,138.946627401,165805,446879,4691208,328170,4625880,2307536,442,1827,297,882550543,513575818,457264,0.581922272977402
694,139.146841739,163921,463286,4688621,315197,4741444,2339192,349,1606,153,880324369,513476805,446904,0.583281371141959
695,139.347044535,166734,477105,4643163,343168,4704514,2301845,412,1898,109,833838871,500880210,451629,0.600691845175445
696,139.547258873,149907,450355,4172200,435706,4049158,2000633,425,1992,1079,754071783,457135162,457723,0.606222341567182
697,139.747493908,164765,486374,4255330,330738,4344180,2128787,425,2027,800,752587493,456982202,511111,0.607214717558427
698,139.947696345,170125,501030,4906473,371086,4917075,2371875,356,1826,219,854093859,514973828,491028,0.602947583071195
699,140.147875334,173004,476985,4713098,355614,4685597,2230923,425,1813,285,867787167,515027602,488679,0.593495296525859
700,140.348065499,173030,457980,4644521,316372,4596286,2247938,338,1922,109,881106780,513989296,441061,0.583345069708804
701,140.54823574,167371,457642,4755066,335951,4712498,2273127,351,1870,500,852788256,509759658,467202,0.597756423606284
702,140.748461479,155039,483319,4379506,311568,4439851,2208191,334,2064,644,814372173,485768664,494831,0.59649467418627
703,140.948673821,161875,436307,4781978,309182,4671616,2207302,325,1948,234,878468041,515816844,445461,0.587177700184542
704,141.148863417,163228,415085,4725782,327548,4761478,2213715,257,1652,72,885542771,515671277,419256,0.582322270462078
705,141.349052564,173004,441989,4682252,333570,4773118,2223869,371,1826,103,880204629,515254336,440033,0.585380170728459
706,141.549262002,159071,432290,4566431,322688,4534192,2282564,319,1820,757,893458937,515035559,451975,0.576451292467177
707,141.74946753,174001,475545,4709918,306673,4739039,2310611,334,1654,197,862920254,513937391,489122,0.595579242250582
708,141.949661184,169045,446623,4724124,316948,4654165,2308542,275,1842,96,882760222,514394462,466068,0.582711419454965
709,142.149852197,175646,463175,4752567,304248,4741856,2333562,381,1634,187,876045716,515832430,450132,0.588819077108528
710,142.350056705,168847,450326,4736129,312013,4723481,2160699,329,1849,321,866708178,513863267,466327,0.59289075613176
711,142.550245342,160340,489732,4838396,313963,4758163,2066279,293,1876,407,849801154,513032362,493361,0.603708714191744
712,142.750441087,165396,426793,5104462,382207,4925625,2144790,336,1698,203,876083247,515600490,426394,0.588529105841925
713,142.950649884,165944,467425,4986828,317359,4908318,2240117,303,1945,256,861548187,514204457,435662,0.596837721625894
714,143.150842167,180035,456978,5014336,304057,4966632,2200439,328,1748,222,852212277,513917270,454149,0.603039036012385
715,143.351027351,166714,464205,4920318,350668,5018079,2096485,340,1810,320,852349618,514651132,464857,0.603802854053722
716,143.551246626,166099,492784,5062816,293528,5029400,2342813,365,2187,188,841005238,509177987,486334,0.605439733301637
717,143.751437651,181487,464804,5215778,283801,5150271,2226366,435,1883,79,839653860,513794338,472468,0.611912077674484
718,143.951628531,145006,402455,4968184,342393,4983541,1963111,281,2192,253,876517222,514645443,396100,0.587148124512264
719,144.15182257,151843,424169,4942683,334715,4885571,2015946,234,1598,143,872104668,513980707,430732,0.58935667455916
720,144.351992393,154143,443395,4761681,303441,4750545,1975117,328,1929,1710,867992523,514564429,432448,0.592821269037591
721,144.552175515,160317,419624,4904291,321960,4789655,2044484,344,1649,586,854687307,503555044,435825,0.58916874028176
722,144.752366945,191426,497656,4751398,275327,4757890,2452752,545,1844,244,861402694,514464739,499434,0.597240689614096
723,144.952548603,180110,477441,4674543,297328,4760975,2463541,479,1814,321,871473596,515247235,485927,0.591236771102357
724,145.152737746,177635,478420,4729706,283297,4750485,2514685,398,1879,209,877606698,515035498,472042,0.586863681844871
725,145.352938043,170029,478222,4934610,338431,4937618,2335260,409,2139,181,857298459,514423367,429288,0.600051664154455
726,145.553128573,173540,487966,4621217,293142,4681771,2318330,422,1939,201,859093886,511583473,448428,0.595491926245649
727,145.75331827,153293,457179,4694892,338495,4736972,2263820,312,2098,122,875627766,514669527,456700,0.587772049932916
728,145.953526119,158601,425200,4727147,335111,4678553,2216483,339,2115,104,892354638,514887947,433941,0.576999238950557
729,146.153713014,167566,429460,4859098,370554,4982617,2281631,510,1854,259,882786900,514812479,427061,0.583167329510667
730,146.353899887,171564,412893,4869333,372568,4892922,2215001,474,1976,112,877397286,514265559,408493,0.586126224922013
731,146.554098414,163039,451958,4393223,671338,4494333,2420964,522,2196,1554,770230422,514478327,489019,0.66795378669164
732,146.754263466,149580,451302,4227059,539927,4211670,2143443,412,1607,1551,770796971,456771959,429911,0.592596982325194
733,146.954451322,164134,477716,4426243,294832,4427408,2143410,359,2050,255,834405839,493902453,473561,0.591921137071525
734,147.154648667,177353,465031,4726205,332389,4742643,2284932,393,1860,165,869874232,514621139,475945,0.591604073403568
735,147.354836928,167757,471527,4622392,346352,4631796,2258298,396,1718,284,868580829,513538952,493827,0.591239105048219
736,147.555011386,164885,434589,4697575,346400,4845305,2256459,427,1876,575,852004239,503404018,420266,0.590846846713869
737,147.755233462,148082,455112,4221207,328324,4263076,1925012,475,2080,944,742890111,456383187,437367,0.614334718207065
738,147.955423724,153061,503842,4087807,301381,4047058,1983915,362,1864,627,768396302,456780018,476008,0.594458896810256
739,148.155596208,178125,465044,4492939,291288,4508527,2215859,300,1705,341,880116919,515621206,456747,0.585855350429867
740,148.355795878,171356,464017,4604207,288609,4512928,2228378,446,1996,113,892772500,514652884,450043,0.576465879045333
741,148.555994115,180442,461326,4556822,302740,4613105,2217195,399,2000,444,872347370,512532030,514949,0.587532040132132
742,148.756165602,167330,464895,4449800,330754,4515457,2270622,540,1848,118,846393797,501320112,464452,0.592301259504623
743,148.956410888,177848,541053,4339673,309254,4296845,2258830,406,1952,829,801709616,490515653,534237,0.611837058219843
744,149.156602783,163034,431535,4660845,334832,4521992,2211438,309,2090,164,891085483,515375324,427414,0.578367994802133
745,149.356796547,164435,431924,4759336,311614,4675149,2229128,367,1860,280,890759911,515434295,432634,0.578645590843165
746,149.556998487,174216,454108,4576943,303488,4571868,2282601,385,1964,429,868436570,510425462,453965,0.587752150971717
747,149.757188751,150866,407621,4470401,329483,4503567,2127262,283,1817,153,880642315,513656822,409624,0.583275199534331
748,149.95738244,157014,425471,4626633,332959,4689424,2130994,344,1811,290,878932874,515983658,414870,0.58705695652476
749,150.157588406,182622,445433,4824173,343626,4784608,2398914,428,2058,309,865033156,516159163,474468,0.596692923756555
750,150.357781905,159630,407409,4669741,360968,4650245,2163394,312,1540,222,883619505,513561335,414178,0.58120189979283
751,150.557973024,166958,462155,4491154,351674,4510832,2172008,329,1932,354,857110571,506533021,468426,0.590977451612833
752,150.758173178,166662,431106,4414869,327185,4359520,1990279,346,1758,135,891595836,515713953,403633,0.578416735674391
753,150.95836097,165605,430594,4552679,332946,4619518,2236709,333,2064,103,874995491,514884691,421626,0.588442679186332
754,151.158552597,179035,448618,4750797,348664,4727632,2319920,422,1864,178,864469654,515373639,446044,0.596173198926425
755,151.35875364,169586,464686,4783802,336680,4733778,2325771,444,1773,137,858018025,515493324,467595,0.60079544832406
756,151.558941717,165793,488879,4742114,354905,4863986,2289658,394,2116,201,850957989,511802048,458983,0.601442203511647
757,151.759130895,179252,490902,4592651,324785,4662027,2269684,480,1966,374,860648926,514570460,495594,0.597886599814336
758,151.95933191,173195,467829,4662996,300563,4701565,2329609,454,2041,95,877218146,515548474,455727,0.587708401098214
759,152.159518859,169213,468233,4637892,324696,4594426,2279559,344,1667,118,863712142,512687474,442875,0.593586044550477
760,152.359729299,169381,487965,4498205,343015,4557737,2278992,362,2236,200,861586161,510785431,478667,0.592843123672224
761,152.559924287,159725,430447,4676465,329831,4663309,2231428,297,1623,422,877333926,514769359,421718,0.586742793986061
762,152.76011243,165203,452230,4828563,362467,4774273,2159714,325,1937,148,872830296,515457103,405537,0.590558216599759
