index,time,dTLB-load-misses,cache-misses:u,branch-load-misses,L1-icache-load-misses,branch-misses:u,L1-dcache-load-misses,dTLB-store-misses,iTLB-load-misses,LLC-store-misses,instructions:u,cpu-cycles:u,LLC-load-misses,cpi
1228,246.062115887,129937,393405,3965020,351084,3824245,2002364,228,1832,459,796036493,456744560,402568,0.573773393577322
1229,246.262342668,141160,417293,4220466,327487,4420542,2019728,203,1740,380,843686303,485775335,420444,0.575777197369056
1230,246.462542622,147095,407944,4510307,277167,4522915,2036156,260,1832,418,907547576,514253926,411871,0.566641286472898
1231,246.662732012,137555,397900,5156590,269961,5073939,2029825,363,1973,145,877364901,506936465,383752,0.577794329841786
1232,246.862921351,149483,403309,5247099,290418,5155881,2028719,390,1789,162,887746209,515086097,400929,0.580217737657498
1233,247.063099755,133092,400197,4571489,284859,4674614,1931906,406,1776,1188,777768208,461151507,393942,0.592916375671658
1234,247.263280877,125862,400751,4730283,294752,4682278,1929667,422,2180,1291,770505996,456624792,388585,0.592629771047233
1235,247.46347724,138278,402272,4850421,275235,4891895,1997465,428,1968,312,910378282,513309144,408800,0.563841596563922
1236,247.66369757,137173,415034,4636446,283327,4748903,1908570,375,1899,155,896105002,512562948,398416,0.571989830272145
1237,247.863890777,145016,415066,5090224,307257,4967308,2070218,415,1951,58,888696716,515688823,398345,0.580275378220257
1238,248.064074276,155023,408718,4725682,268862,4917995,2067284,397,2095,938,884038115,511298327,417827,0.578366835461614
1239,248.264280114,144867,453895,4612224,288502,4557936,2020112,322,2017,406,826358428,487102075,442802,0.589456171190645
1240,248.464473993,165817,404151,4885294,319205,4914402,2268640,297,1886,309,886787512,515381923,405683,0.581178598058562
1241,248.664672538,165331,413317,4887044,331138,4957726,2260451,322,1851,346,881249151,516179649,402305,0.585736336215772
1242,248.864876634,158964,406560,5021028,326967,5136960,2292196,304,2099,189,880129525,515665938,421959,0.585897783624518
1243,249.065067386,158886,411415,5122649,323752,5044037,2226464,360,2592,153,870086910,514500022,401575,0.591320264776768
1244,249.265266013,153764,405908,4988213,290452,4984142,2283366,359,2359,193,882567361,512556865,396239,0.580756651162857
1245,249.465472404,155563,420415,5293730,316237,5377190,2381815,369,2311,90,863691117,514049512,393357,0.595177490982578
1246,249.665668943,163800,392341,5180334,340181,5238209,2291611,422,1783,337,871713336,515144482,420861,0.590956293457463
1247,249.865865311,158816,413554,5089180,301788,5070771,2184268,353,1966,135,876849087,515985515,413158,0.588454185161283
1248,250.066048431,147757,422149,4912631,303581,4948633,2051167,388,1919,422,814742377,485798105,421418,0.596259773290275
1249,250.266238747,143654,426649,4583031,291323,4573668,1926985,349,1941,244,774263162,461147263,433887,0.595594993579199
1250,250.466431302,178343,481953,4882109,341415,5011630,2169210,381,2192,243,858813466,512271830,488382,0.596487887394164
1251,250.666642936,171275,455113,5143252,327171,5035249,2142063,394,2030,294,851470480,513869243,448551,0.603507995955421
1252,250.866842991,168103,413205,5062399,316068,5251236,2268145,444,2057,274,863695620,515898171,402648,0.597314793607498
1253,251.06700954,172261,454997,4661123,291073,4636543,2119084,437,2283,477,811090848,485042148,453114,0.59801210825646
1254,251.267189768,150789,495294,4352727,310027,4308968,1970472,390,2318,1147,759579536,455973415,482953,0.600297129384486
1255,251.467385952,165976,486113,4654043,241372,4612734,2057273,382,2267,516,789542136,475612393,494655,0.602390133868675
1256,251.667588139,168091,440012,4813295,267117,4805089,2210985,412,1861,365,860673515,509235290,445513,0.591670687112987
1257,251.867789633,159684,444952,4977620,276907,5061822,2260824,325,1807,172,864540379,514777485,401588,0.595434866322189
1258,252.067973283,153646,389595,5011171,291868,5112502,2265548,450,2004,254,883249424,515213245,389682,0.583315687506183
1259,252.268142004,150576,444264,4432646,315448,4563444,1952734,319,2018,662,837955185,487088629,438107,0.581282433379776
1260,252.468379956,154665,452623,4992679,308994,5124307,2263777,412,2556,281,854652534,508385527,433756,0.594844696265769
1261,252.668570922,173377,428603,4394073,209872,4424200,1958896,369,2153,215,900017727,507631988,450763,0.564024432820977
1262,252.868764173,174053,463566,4784126,240755,4510555,2254612,347,1689,125,887148082,514974375,470601,0.580482994269721
1263,253.068967394,158493,451209,4909523,236976,4974287,2162571,437,1839,162,884275317,515464950,445100,0.582923598669214
1264,253.269159604,176263,402723,5043078,447395,4594314,2390939,453,2013,841,830124447,509372151,412213,0.613609384521596
1265,253.469353442,168839,404753,4883954,225770,4748071,2189024,447,1871,252,892211869,514375870,408927,0.576517627563639
1266,253.669561596,158289,408840,5074803,309154,5155329,2212022,432,2007,185,864636233,511066102,412429,0.591076434799373
1267,253.869756352,171458,438777,4837784,229968,4807774,2183186,384,1930,319,890977668,513047859,425597,0.575825722042676
1268,254.06994576,174198,401330,4703090,253088,4793077,2169236,372,1964,225,909923113,514267289,399603,0.565176641468607
1269,254.270138895,183794,404535,4439390,310313,4466915,2108221,462,1876,234,903297635,513471138,365567,0.56844069784374
1270,254.470346137,168041,441701,4724206,292781,4968478,2265762,441,4159,257,874829047,514080903,442275,0.58763584126854
1271,254.670539961,175475,448437,4586234,229864,4574451,2215562,463,2132,715,890049760,515650861,428395,0.579350598330592
1272,254.870735962,168803,445992,4987737,240100,4986042,2284307,327,2016,236,875402067,514428425,438122,0.58764817264248
1273,255.070942915,190409,441688,4875887,224275,4930518,2439540,358,2170,168,891421548,515042526,440557,0.577776616636151
1274,255.271143159,173827,448421,4936057,192370,4911519,2320065,328,2117,400,893839477,514467701,428267,0.575570574178164
1275,255.471315796,180910,446129,4939507,216506,4890079,2277705,369,2220,231,892499137,514543740,455928,0.576520154102961
1276,255.671543742,170915,403776,5240305,203867,5173590,2199820,328,1751,484,882843313,515563370,417140,0.583980602682551
1277,255.871781149,171237,446009,5147820,194494,5180041,2305146,368,1813,202,881556258,516205965,445503,0.585562135502417
1278,256.071963813,168885,387661,5170887,223163,5152805,2202793,402,1979,173,897978913,514863186,424009,0.573357768814333
1279,256.272194329,171455,417760,5183696,200141,5160973,2202467,365,2036,381,873360868,513102570,410872,0.587503503763578
1280,256.472397324,162050,422417,5310902,202166,5297259,2221428,340,1686,212,872831818,514899900,414845,0.589918801516468
1281,256.672599191,175790,436467,5072171,228522,5063634,2230041,422,1942,352,871746465,515321196,440876,0.591136547941149
1282,256.872813602,172051,426606,4833232,214267,5020940,2302288,400,1868,271,881393751,513120037,442977,0.58216890738995
1283,257.073014931,172441,380823,4985389,220090,5213045,2322623,385,1916,201,886727303,514808792,410808,0.580571716082594
1284,257.273216608,161688,433496,5164017,186328,5249479,2310759,321,1816,93,880447303,513800585,413109,0.583567674350636
1285,257.473446455,168834,439331,5068486,218297,5075600,2271590,387,2061,788,872023992,511502888,455597,0.58656974199398
1286,257.673651792,170794,462639,5193380,213004,5092425,2299594,337,2042,153,867569388,513079395,447952,0.591398684758573
1287,257.873854047,178622,446221,5168729,213091,5175244,2382168,365,2271,198,861921734,514427228,442556,0.596837517500168
1288,258.074090095,165811,389978,4809106,242915,4756199,2218502,428,1782,224,896387832,515486394,393237,0.575070717827415
1289,258.274290274,150582,392810,4832797,268331,4735807,1963865,300,2090,261,915696391,515750526,385196,0.563233109870365
1290,258.474497163,148755,383015,4901199,262433,4784458,1992117,280,1939,206,909481398,511361409,378244,0.56225603967768
1291,258.674716017,175475,434386,5042864,239849,5004601,2359057,446,1958,112,862788157,510339310,430394,0.591500133444692
1292,258.87491752,166537,413790,5450829,273190,5367630,2310071,397,1836,272,859913325,514497991,422049,0.598313778891611
1293,259.075122644,159951,422893,5359591,276119,5194211,2322018,378,1898,291,868175078,514629237,412814,0.592771262434234
1294,259.275350476,169962,431846,5303137,287559,5304461,2276760,422,2239,352,864986128,515786771,432975,0.596294847170081
1295,259.475570817,157670,448470,5059455,329325,4946829,2170257,405,2048,370,862184949,512723534,427073,0.594679290788687
1296,259.675772388,154085,439888,5393366,319045,5398093,2321939,385,1891,294,839252644,510461085,426245,0.608232918477407
1297,259.875988302,158725,406355,5741988,287117,5750268,2403511,334,2421,68,842216439,515137897,394798,0.611645502445482
1298,260.076188124,166961,436759,5670427,261259,5627343,2357134,391,2124,228,843865252,512967104,424053,0.60787797907811
1299,260.276387779,169773,446016,5261885,306488,5217928,2281739,425,2080,394,856089546,513733026,440635,0.600092628627894
1300,260.476603002,158195,406266,5553773,349979,5589898,2223789,315,2169,390,856663349,514532181,409503,0.600623549029643
1301,260.67680579,153068,423716,5506831,331815,5596640,2281728,363,2129,466,847250568,515729136,409537,0.608709106229835
1302,260.877008201,159755,396766,5370586,330875,5509042,2313165,388,2142,128,860544631,514222150,403775,0.597554306279787
1303,261.077220342,153611,404038,5100807,284881,5113236,2211893,331,2368,84,869840685,513741486,402900,0.590615609110075
1304,261.277420818,158210,417191,5128608,292670,5121373,2221996,403,1858,100,869943895,514084461,400875,0.590939788134268
1305,261.477620176,168246,490218,4843176,239321,5057450,2248863,525,2448,1096,842011662,512294874,467497,0.608417789348861
1306,261.677841281,154835,444053,4806775,242566,4541950,2088352,437,2251,535,893281689,516525839,444238,0.578233994226652
1307,261.878057139,156648,421714,4031137,254133,4351991,1979237,496,1831,216,909649897,514613221,424987,0.565726685285383
1308,262.078260213,174046,418903,4778105,303258,4862404,2063539,429,1867,278,883732717,513853242,441575,0.581457755399589
1309,262.278481334,153343,417614,4867760,256223,4830755,2200347,466,2114,566,851786287,501613546,400795,0.588896010250045
1310,262.478696595,129844,382007,4779921,360074,4717505,2188808,306,2152,162,767547455,457075873,378039,0.595501776499278
1311,262.678926318,140619,403967,4656882,217341,4842383,1876649,369,2044,534,784621286,457040953,437433,0.582498794201716
1312,262.879156711,142538,443062,4559841,188896,4487126,1767455,291,1948,257,780687145,457180604,420700,0.585613080640645
1313,263.079361118,140623,408049,5398339,228933,5291360,2064028,349,2051,131,873436660,510348482,407354,0.58429936064282
1314,263.279577823,164683,418724,5321101,175134,5242491,2192686,373,2014,244,875927230,514282359,417411,0.587129091762566
1315,263.47980524,157790,390258,5248440,193598,5230152,2191350,353,2039,28,877881790,508889065,404921,0.579678347126895
1316,263.68000622,157411,390456,5522966,243768,5451888,2145692,365,1692,134,880373431,515821797,379071,0.585912498988171
1317,263.880208134,171913,445663,5033266,282734,5080834,2137609,428,2192,295,870710269,514466717,434604,0.590858676320493
1318,264.080425171,168456,385077,5381423,211821,5418353,2324325,424,2317,285,876211986,516405002,428819,0.589360805662387
1319,264.280625259,170700,410964,5050235,241807,5176454,2254784,393,2248,506,882531660,515941289,405600,0.584615048257872
1320,264.480831214,171573,432244,5256925,212363,5187482,2315448,330,2152,225,862737290,507246418,450042,0.58795003285415
1321,264.681044994,186272,450496,5535623,218307,5459346,2384324,366,1942,538,853531804,514454182,464443,0.602735808541705
1322,264.88124605,167720,449696,5392908,206341,5363919,2334936,369,1895,169,860020829,514617354,455007,0.598377779522361
1323,265.081448731,179375,451727,5318074,177246,5204285,2330040,325,2056,169,863217974,514590186,456252,0.596130063899712
1324,265.281669483,167627,412069,5084206,163420,5037526,2178637,390,1860,59,904390330,516212222,418967,0.570784765025075
1325,265.48187547,163838,434032,4870986,231116,4817091,2213669,446,2077,660,878600260,510859603,437803,0.581447133876332
1326,265.682079141,154748,397501,5158788,247842,5147989,2060772,336,1955,256,887409920,513458053,374640,0.578603012461254
1327,265.882295304,145115,369914,5458975,280016,5409150,2097284,353,1961,125,876048170,515409013,366529,0.588334101536905
1328,266.082498413,157605,423162,5290875,311932,5207212,2229459,384,2052,321,858738113,514871814,408862,0.599567908080027
1329,266.282698713,164716,419911,5408090,280669,5351146,2336264,319,1994,191,846865240,511435194,402037,0.603915676123394
1330,266.482917813,148669,374234,5529482,262339,5534630,2207440,301,2223,499,874833182,515124443,373939,0.588825908297566
1331,266.683121351,141911,392656,5595237,280324,5610712,2286357,327,1915,62,860857296,513087399,383675,0.596019109536594
1332,266.883329626,160994,426433,5508902,302104,5442127,2399958,392,2130,118,861352178,515152030,417146,0.598073637192335
1333,267.083552089,176795,440798,5473674,246823,5393344,2411226,444,2196,290,852466014,514776830,442819,0.603867862818986
1334,267.283786271,164649,419776,5352574,232091,5319749,2339093,347,1873,190,865248962,515122972,420290,0.595346535648314
1335,267.483994702,166116,429782,5661091,226149,5621384,2462352,409,2031,488,844488872,515175691,443078,0.610044380786109
1336,267.684201975,153477,397248,5703646,264264,5583565,2412928,426,2085,216,862192767,516562949,397094,0.599126980382103
1337,267.884408821,142968,370797,5508275,281175,5519536,2105344,341,1922,306,869926251,512573231,365287,0.589214580443785
1338,268.084618839,141452,358563,5321669,269066,5452729,2202672,328,1977,284,874073557,513400717,352556,0.58736557454283
1339,268.284837379,134343,372839,5471384,281334,5483468,2181574,397,1930,259,871810553,514769329,347520,0.590460080150005
1340,268.4850377,140228,367495,5294799,293592,5300005,2197791,384,1921,283,879580625,514716821,352307,0.585184355328427
1341,268.685238234,143453,389112,5535380,236347,5479997,2303572,361,2096,77,875997492,514391955,370512,0.58720710926419
1342,268.885444534,146286,381227,5580969,299013,5603058,2274487,327,1757,134,861952451,515568606,373642,0.598140425729818
1343,269.085697384,143640,364529,5696782,291413,5674164,2232534,420,2271,65,862515206,515191183,361227,0.597312580017285
1344,269.285887672,156093,375589,5235523,612323,4742457,2577840,478,2114,115,832019920,510932935,408117,0.614087382667473
1345,269.48608051,157975,391175,5477034,560995,5250376,2589130,447,2001,165,822018329,513402703,416121,0.624563571014972
1346,269.68627945,161901,433039,5106389,227510,4978544,2312987,447,1499,452,875050922,515039232,400850,0.588582011687772
1347,269.886469614,166273,411779,5234035,250080,5178469,2242466,430,2035,238,862653799,514454660,400562,0.5963628289777
1348,270.086660817,167438,405016,5423583,209412,5412660,2345512,440,1987,91,869445874,515751028,422540,0.593195095201522
1349,270.286861822,144743,409480,5300726,241575,5409120,2237793,398,1792,240,872072741,513397645,370803,0.58870965787933
1350,270.487054685,132427,376295,5446334,280793,5273548,2169366,422,1776,162,861643959,505956354,305380,0.587198864119234
1351,270.687245024,159742,405244,4886229,260175,4961234,2196753,466,1929,212,874657911,515521985,411777,0.589398413387243
1352,270.887448276,160997,422027,5062720,264803,5094236,2348144,372,1762,197,875560999,514690381,416709,0.587840689098579
1353,271.08759794,163805,397021,4993571,293058,5083434,2224486,357,1997,249,869871922,513370564,414553,0.590167990271101
1354,271.287782185,161724,435590,5203309,292741,5227129,2395870,327,2082,395,862138536,515445325,421951,0.597868327973684
1355,271.487978511,168788,414794,4937317,297994,5081276,2356409,376,2052,375,856188775,511543912,383936,0.597466267880001
1356,271.688167872,160405,430016,5175488,293903,5099625,2370055,481,2198,137,851282273,508951633,425402,0.597864714375416
1357,271.888357229,172027,428642,5094775,308722,5205212,2370095,322,2136,337,863955729,513064133,432077,0.593854656874438
1358,272.088561521,161685,413279,5080728,330806,4997071,2103569,359,1960,346,870093505,512475018,415843,0.588988442110023
1359,272.288752926,150000,410413,5165760,301935,5135503,2297538,322,2085,89,861981133,513808302,390471,0.596078362193108
1360,272.488942959,165752,420196,5183214,274352,5269039,2464265,338,2010,491,866445902,514764325,430360,0.594110173308893
1361,272.689146062,172381,415701,5169907,291137,5215156,2347786,358,1854,312,854851051,514808737,425582,0.602220394298843
1362,272.889338838,165001,414837,4957952,281178,5068527,2345477,425,1989,256,864151342,513145192,429150,0.593814031246393
1363,273.08953898,155075,402594,5248189,320495,5221710,2262917,384,1886,221,864142407,514633972,405362,0.595543012160032
1364,273.289762369,154566,424983,5341782,308453,5330750,2253922,344,2244,446,847947872,513709535,417730,0.605826787191937
1365,273.48995564,158769,424940,5339065,317579,5276107,2304750,334,2099,543,856082589,516096968,437380,0.602858853376353
1366,273.690147256,159665,426666,5318355,313378,5208036,2252885,360,1737,28,863953379,515740929,412195,0.596954582893066
1367,273.890353222,154578,401926,5279614,321353,5303950,2291101,329,2099,178,862559765,515214098,400881,0.597308289704424
1368,274.090544334,160949,398336,5330815,304641,5285306,2271699,369,1979,240,864619523,514483194,410963,0.59503999194337
1369,274.290733883,156413,402295,5213983,284830,5217853,2101027,328,1983,250,876853236,515440740,420399,0.587830116646795
1370,274.490943242,156537,403429,5350763,307656,5271495,2283186,284,2050,377,867077683,516222307,428545,0.595358774791578
1371,274.691137778,161185,419410,5138782,317485,5202184,2282213,362,1694,316,867049708,515284737,405386,0.594296650175448
1372,274.891333899,161503,410850,5318847,317644,5280455,2278534,349,2032,193,864221175,515497346,404584,0.596487752108134
1373,275.091542606,152661,404493,5282908,296482,5387536,2276170,372,2108,172,856313987,514317094,394184,0.600617415817126
1374,275.291720747,168779,425744,5364504,301674,5260266,2285453,456,2032,322,848403609,513111131,419666,0.604796025802856
1375,275.491900695,156278,424724,5216688,282430,5157468,2236756,406,1814,359,850102112,509619658,405750,0.599480522170494
1376,275.692118246,145788,363902,5430415,282495,5451295,2152855,528,2053,108,869167913,515231239,358199,0.592786769154466
1377,275.89230876,141846,374655,5189762,276847,5266941,2115805,448,1946,172,883759223,515219979,370003,0.582986819929346
1378,276.092497368,152788,434858,5276986,277942,5285893,2030159,355,2300,71,857333440,514373194,403967,0.599968658635315
1379,276.29270221,144539,417816,5429882,247256,5414360,2260826,387,2224,84,856672759,515135168,386858,0.601320822435536
1380,276.492892904,151093,384577,5048333,255498,5266626,2256714,334,2036,87,856225793,507004161,376944,0.592138388197329
1381,276.693081957,148372,404772,5113130,277191,5095282,2186694,425,1740,344,866522216,515755945,393283,0.595202218104469
1382,276.893283604,162461,438145,5378626,257491,5386085,2301821,478,1990,307,853490343,515075160,428661,0.603492663068128
1383,277.093476351,156290,418621,5556036,261060,5505395,2383656,396,2059,283,851876144,514873579,379772,0.604399574546602
1384,277.293670254,146206,361526,5452358,250516,5247036,2317279,445,1998,250,869257168,512989514,379423,0.590147004689411
1385,277.493873066,153479,386185,4438959,225302,4661219,2137825,591,1832,243,886464078,510546776,388736,0.575936226487454
1386,277.694062368,160381,382942,4300337,249778,4363977,1973539,397,1945,100,906531315,516131953,380232,0.569348178556854
1387,277.894254634,149765,373971,4997104,304439,4909424,2017044,509,2044,238,896541458,515020778,388114,0.57445283026722
1388,278.094456237,152744,393432,4583817,310481,4577043,1970821,391,1877,202,904619005,515143575,358689,0.569459155901771
1389,278.294650137,146838,388179,5122457,336004,5175259,2096683,382,1750,178,873626885,513108756,367907,0.587331691377607
1390,278.494846659,156908,412127,4773538,314923,4928853,2101932,473,2030,603,873048564,514556748,393761,0.58937929597236
1391,278.695052135,173394,408551,5244925,287519,5218653,2035207,372,2052,140,854334099,515139162,426795,0.602971557149564
1392,278.89524494,163575,383793,5076414,248430,5045723,1944008,381,2377,281,876325849,515833495,411873,0.588632066015891
1393,279.095437409,166867,415796,5030951,221984,5029044,1968120,431,2068,414,861130498,515344783,421515,0.598451435870525
1394,279.295600261,171344,435796,5129471,261688,5217411,2021159,354,2049,374,843595105,515040368,437513,0.610530294625169
1395,279.495783716,155810,405228,5226747,285785,5237278,2068488,452,1959,342,860823863,514881654,414555,0.598126604211017
1396,279.695966238,145381,382840,5219994,313529,5164613,2007187,352,1642,134,870507700,514528579,373432,0.591067234672364
1397,279.896168474,151671,399838,4868879,289277,4799010,2063470,325,1795,281,879794467,514616977,385023,0.5849286353832
1398,280.096358682,148997,364787,4981377,310519,4911785,1992240,444,2014,184,895809045,514446791,393233,0.574281755549811
1399,280.296551786,171046,434660,4291412,205456,3901467,2014930,453,1813,244,913274387,515023893,447655,0.563931169351846
1400,280.496754174,158736,425005,4055333,216331,3858980,1969907,351,1563,356,916043678,514432866,391834,0.561581154212168
1401,280.696942764,164927,416761,4090768,314913,4193120,1983322,349,1975,516,891360352,512337043,414416,0.574781054430386
1402,280.897129449,176509,437713,5298430,309621,5350174,2033130,370,1883,484,839998404,513765422,451010,0.611626664471615
1403,281.09733435,175318,459472,5315907,309380,5372340,2064059,278,2017,250,835534549,514541811,443967,0.615823500794579
1404,281.29752597,174966,449580,4921938,379458,4939059,2147066,431,1892,233,754326549,513816057,458827,0.681158654274013
1405,281.497711787,172740,452747,5168851,260175,5024292,2035885,381,2181,274,828312121,508465675,455131,0.613857581108607
1406,281.697912647,180248,446698,5364062,271122,5328019,2091655,432,1982,226,832737706,515707509,447423,0.619291651241742
1407,281.89809752,177094,480834,5096829,273487,5144203,2121870,349,1988,150,837311996,514210932,464182,0.614121061750559
1408,282.098288046,180192,457811,5185454,259359,5165164,2034318,413,2061,193,835674399,514499025,442971,0.615669243446573
1409,282.298489355,178773,470167,5113654,273518,5157328,2095852,344,1989,1135,831622010,515725707,471698,0.62014436943534
1410,282.498683385,179866,493381,4933953,276077,5008064,2078391,494,2280,151,818752460,506158906,491187,0.61820749338573
1411,282.698878389,158824,405376,5190289,283269,5221988,1987953,437,2091,232,856157732,514823645,400452,0.601318689019327
1412,282.8990734,149870,404549,5057525,276927,5042231,2018651,436,1954,92,862595714,515552819,397898,0.597676073080975
1413,283.099285685,155960,390011,4760728,293713,5041990,1998590,432,2198,222,879537926,514811480,377467,0.585320387878305
1414,283.299479637,152237,386491,5160113,298815,5097425,2031303,482,2130,362,866779066,514351738,391317,0.593405814902318
1415,283.499669355,152718,407882,4487566,351396,4770018,1909826,838,2564,1604,788564798,490573081,428469,0.622108775644332
1416,283.699899742,131514,438054,4530421,361267,4499129,1885262,297,2221,1507,765427941,456805716,419087,0.596797806209167
1417,283.90011677,125282,412960,4428689,384736,4317471,1943018,325,2050,659,765295244,457036439,398031,0.597202769236078
1418,284.100281739,126767,409344,3969442,872708,4002356,2248377,479,2543,790,680174782,472391713,415259,0.694515182716668
1419,284.300520013,138005,440335,3990473,428168,3961711,1945219,402,2003,722,776731566,456801847,423899,0.588107741458778
1420,284.500752668,152177,482781,4114897,255747,3958137,1944222,632,2105,947,813488308,482246866,460530,0.592813518347457
1421,284.700945711,143465,457999,4461752,293883,4637189,1931066,356,2249,678,821229955,485118615,462521,0.590722016466143
1422,284.90114759,157484,435879,5141489,267782,4958991,2049127,459,2218,67,870116320,515006034,451208,0.591881823340585
1423,285.101335175,143877,387251,4866509,289028,4959381,1974799,490,2390,72,893758235,515054131,371034,0.576279032550676
1424,285.301520602,149842,396963,4671147,258268,4630507,1953904,357,1748,104,893954247,514032092,398533,0.575009396426079
1425,285.50172687,146569,394548,5037696,502632,5092652,2347827,412,1792,716,874345574,513536702,383001,0.58733836742679
1426,285.701918327,144967,417945,4835523,282457,5012636,2004519,447,1742,287,873745258,513689621,420474,0.587916920059554
1427,285.902107858,149642,399670,4889702,281958,5036018,1970728,381,1948,143,879022110,515265946,401570,0.586180870922576
1428,286.10230865,152387,393088,4166322,207217,4295889,1872157,412,1656,80,912575036,514653067,395821,0.563956986217624
1429,286.302498001,156992,390455,3913186,204621,3805490,1944652,430,1705,421,912585156,514077306,392454,0.56331982020536
1430,286.502688879,144989,390633,4681293,251550,4955797,2057722,377,1972,573,888917679,514970640,409826,0.579323206373084
1431,286.702888453,136761,364866,5301459,271680,5344350,2015563,421,1776,153,889848323,515092055,366032,0.578853768317997
1432,286.903080221,169015,395207,3837503,230725,4077593,2051290,325,1498,272,908010790,515626929,415814,0.567864319101318
1433,287.103272165,138844,363268,5115039,295566,4864471,2003515,297,1829,353,879214817,513443853,360548,0.583979981993411
1434,287.303470438,139738,365036,4769983,344055,4743210,2009448,272,2398,250,890573377,515666920,353019,0.579027998498096
1435,287.503643841,148889,354251,4246582,302494,4333717,1955951,306,2130,196,888684702,509127795,353926,0.572900370462324
1436,287.703824115,177521,450558,5188846,324654,5286157,2117727,438,2170,355,846361525,514995489,426847,0.608481687538904
1437,287.904027239,175951,442734,5238397,297940,5237903,2068998,344,1711,356,838030262,513073155,441203,0.612237025636194
1438,288.104216558,175598,458295,5236881,281068,5239377,2113912,331,2167,190,834438303,513372829,470416,0.615231620066223
1439,288.304400979,173461,456306,5392651,285004,5337766,2054589,344,1848,184,806860758,505754225,441159,0.626817229596882
1440,288.504600055,178267,460727,5331839,288605,5281165,2137709,294,2294,130,815771827,505193402,443497,0.619282727448248
1441,288.704794451,178686,427620,5437850,269436,5349265,2043069,413,2460,289,834710428,515303189,441554,0.617343658009266
1442,288.904985488,171442,431636,5402164,259698,5442129,1987585,429,1873,178,818644359,514021112,435512,0.627893060458992
1443,289.105190649,176747,420660,5122767,244988,5141927,2046754,374,2127,131,848476908,513577352,409034,0.605293258022291
1444,289.305377091,176598,449172,5205213,244365,5154110,2082263,344,2036,190,837489215,514019251,442447,0.613762233344103
1445,289.505568757,163154,435188,5198086,258682,5261946,2021109,378,1748,362,825651603,510602335,418336,0.618423476857224
1446,289.70577054,168956,422703,5175077,260916,5205344,2001230,328,1848,232,844489258,515223632,434517,0.610100871170584
1447,289.905937542,161914,464787,4784444,255266,4814729,1900704,351,1930,1084,793863759,485890565,462760,0.61205787453008
1448,290.10612658,158982,484958,4664344,241001,4624246,1861515,427,2142,456,729980858,459178707,487818,0.629028421728834
1449,290.306326193,167750,477005,5145026,275086,5055912,2105604,338,2158,172,825104971,510587025,500124,0.61881462716336
1450,290.506519127,162634,461525,5209458,249114,5098854,1939228,384,2177,315,830820120,512847846,441658,0.617279039896145
1451,290.706711442,169716,466175,5206590,255657,5150692,2015325,384,1933,129,837815541,516257545,458813,0.616194758554855
1452,290.906899717,165194,454074,4831733,232673,4831399,1907430,334,2167,255,787032184,486175126,445755,0.617732204455822
1453,291.107109336,139089,395698,4083557,1011741,3864752,2749278,379,1868,800,626703077,469943083,395109,0.749865606611662
1454,291.307350097,157748,520429,4710108,246510,4692706,1901537,385,2019,519,753945231,475519717,485387,0.630708568007376
1455,291.507599861,177640,480449,4793679,230616,4893046,1970883,507,1924,353,830066161,513320843,469812,0.618409552295916
1456,291.707783333,175642,462695,5118388,248815,5053913,2041715,381,1920,125,832242988,514740420,470438,0.618497755369493
1457,291.907965506,169072,431814,4937111,240101,4906039,2006267,450,2120,192,847637798,514700141,425660,0.607217071034862
1458,292.108149234,150686,463282,4717963,281771,4611090,1882054,440,2077,521,799106176,487359685,447531,0.609881014109444
1459,292.308378798,150700,465473,4879314,277429,5168748,2056375,576,2162,128,828158218,508762494,458311,0.614330067542722
1460,292.508565659,151159,378439,5007414,233699,4729703,1900256,372,2005,278,872309427,515010721,374796,0.590399123360614
1461,292.708776354,151205,408068,5064362,264691,5141004,2012531,425,1914,75,871977755,514945327,393708,0.590548696967619
1462,292.908991534,143692,420558,5056339,259119,4928204,1943950,325,1729,250,875375204,514856387,410386,0.588155095834768
1463,293.109182587,157436,410373,5261054,280264,5247802,2098417,419,2387,378,864911577,516035653,418782,0.596633999038262
1464,293.309385573,142713,384708,5238171,289900,5423326,2096932,456,1985,382,855398551,509844739,375898,0.596031801087304
1465,293.509573837,156274,392698,5330991,284540,5216913,1868008,479,2143,459,858347897,509182801,371333,0.593212615513637
1466,293.709768279,152405,401244,5180491,256771,5160969,2013186,372,1867,294,879010178,513995695,386787,0.584743735470148
1467,293.909975464,155753,385960,4661347,259366,4671098,2003136,400,2045,312,873717358,512058736,396159,0.586069088946725
1468,294.110173216,147824,390973,5175168,271434,5161059,1965130,469,2083,68,858876936,515575213,379927,0.600289973323955
1469,294.31036859,152988,384782,5193150,265212,5079101,1985366,437,2319,220,858353749,515325932,363768,0.600365446764071
1470,294.510575772,147669,393985,5241630,315682,5235805,2033696,438,1702,199,841311719,505725695,383177,0.601115714400265
1471,294.710770099,151200,400987,5212826,309037,5175517,2021176,449,1939,367,864108346,515596115,403960,0.596679938790916
1472,294.910959545,153857,348577,5108562,328056,5318479,2048755,408,1970,128,868267456,515069659,377104,0.593215437755622
1473,295.111161825,146236,373526,5029961,297141,5032251,2088692,331,2001,137,879371179,514624867,351108,0.585219164886913
1474,295.311367383,147092,377751,5128949,305648,5075497,2010971,387,2002,328,865837836,515420049,370230,0.59528473759144
