index,time,instructions:u,L1-icache-load-misses,cache-misses:u,iTLB-load-misses,branch-misses:u,L1-dcache-load-misses,cpu-cycles:u,branch-load-misses,LLC-store-misses,dTLB-load-misses,LLC-load-misses,dTLB-store-misses,cpi
514,103.113776937,739148758,269595,928782,9090,4167525,5779296,499654426,4323807,250,882141,840579,4762,0.675986289082015
515,103.313974481,939590227,207990,296637,7701,4330265,4827954,510702237,4297222,197,461867,271214,3879,0.543537195603462
516,103.514161968,739456298,215734,870010,8425,4418308,5630831,504826303,4369268,153,916352,831880,5417,0.682699308080002
517,103.71435046,719169222,134383,1873981,5644,3139640,6634436,501908495,3599345,3276,573313,1779189,3735,0.697900410148531
518,103.914548073,795243755,200043,755062,9233,4407175,5676932,509390802,4379980,185,895343,751011,4670,0.640546749090787
519,104.11473544,889043183,203375,470672,6741,4189102,4472791,509767623,4320941,134,558050,451980,4195,0.573389046502593
520,104.314923058,775201298,232955,750574,10053,4277834,5775918,498976998,4267876,434,838931,764558,4429,0.643674100246411
521,104.515129082,625412967,147730,1688008,7151,2818078,6510170,490080240,2572027,13589,532634,2076228,2615,0.783610615479931
522,104.715338229,556719219,91547,2074621,7441,2504692,8219489,485256425,2529320,13558,542737,2224573,2721,0.871635841621627
523,104.915532724,735303116,112024,1724216,7386,3132319,6838016,497501804,3547455,3635,508958,1351831,3092,0.676594173442888
524,105.115723371,881004637,240003,466331,7154,4188780,4388821,507704972,4379358,151,516984,401203,2893,0.576279568435461
525,105.315901636,792770174,226712,598857,9233,4568266,5259212,508302944,4587794,340,728910,594049,4565,0.641173142823105
526,105.516072483,715705065,305070,567055,14132,4810613,7077963,498104559,4722242,137,856516,530149,3899,0.695963439912221
527,105.716321458,781592601,236793,854383,8348,4649128,7003212,505773757,4944214,219,691533,550002,3516,0.647106633753817
528,105.916525318,812796503,136284,1251106,4541,3590245,5764160,500720738,3484708,4431,317629,1662101,3607,0.616046865546123
529,106.116716377,903165643,210533,392828,7382,4505313,4342257,509614013,4590373,207,537386,432304,2924,0.564253099029809
530,106.31689398,772381879,266879,586443,9978,4551080,5959742,504005325,4574509,100,736646,543393,4129,0.652533854953373
531,106.517096462,747928886,289438,543764,11748,4871990,6883214,508053814,4710195,197,824651,548401,3616,0.679280909602414
532,106.71728031,742767092,226656,1002222,7275,4262935,7265649,499555375,3904331,7563,567505,1392426,3396,0.672559918688482
533,106.917487217,883980894,204023,862835,6865,3671939,4921077,495361858,3915063,1398,402012,1148495,3572,0.560376204239546
534,107.117677503,829950527,210789,600885,7556,4340674,4827061,505370521,4239511,119,642406,493243,3822,0.60891644087118
535,107.317871745,746890275,263979,656814,10314,4796171,7040196,510261810,4930586,113,891793,647794,4545,0.683181756517047
536,107.518075275,731544845,285051,619394,13305,4686735,7843768,509181078,4723526,124,968066,623338,4566,0.696035357887048
537,107.71826596,710585179,262655,612536,11587,4768804,6707745,508802423,4707708,184,856564,503153,4547,0.716032979629596
538,107.918456923,778192224,156264,1585625,7281,2533649,5860020,489605130,2761261,5154,408152,1135489,4887,0.629157057729736
539,108.118660706,870831078,275263,465326,7783,4312937,4680622,496227194,4254989,275,540539,435311,3197,0.569831746404439
540,108.318850327,746329512,251572,677533,9422,4604091,5808590,506304294,4621122,126,806157,655156,4876,0.678392433716329
541,108.519040435,736222041,292430,575486,13701,4725908,7800299,506616587,4584048,124,915936,608148,4256,0.688130154744987
542,108.719244179,683080301,293451,697606,12687,4626161,7646167,507547524,4767525,144,1027208,692943,4497,0.743027610746456
543,108.919448658,717394887,188462,1165460,4323,3471931,7684784,493818287,3049310,13465,352464,1790880,2410,0.688349326080435
544,109.119621211,629591946,144889,1896742,8128,2991058,7889968,490640610,3620175,11184,700990,1567220,2880,0.779299374963733
545,109.319816214,688884323,212468,731967,14645,4730065,7568714,506655921,4687089,243,816917,692958,3446,0.735473147064199
546,109.520000166,551048480,183169,1611558,10324,3687679,8100267,481532444,3662858,812,779630,1540876,3339,0.873847694852547
547,109.720181961,734751349,208084,627629,13348,4596895,7398770,491191531,4448823,166,794093,666803,3325,0.668513956004999
548,109.920374671,533466364,237814,927373,12509,4406993,7947241,474044031,4175511,15190,837591,1145130,3610,0.88861090968427
549,110.120569859,779885982,108685,823257,3040,3547696,4431116,484179433,3263068,175,336993,811258,1368,0.620833614368004
550,110.320732397,898496088,159957,50537,3324,5508309,2882218,503316893,5430383,131,418426,58300,1936,0.560177055551075
551,110.520944563,893660893,105694,5447,1904,4603005,3442544,478915373,4515854,68,383901,4179,2652,0.535902797975518
552,110.721125508,947061207,111724,9317,1845,4303183,3405745,488230307,4293945,128,388208,11135,2573,0.515521386993101
553,110.92130077,800808225,72794,1562903,2707,2628403,4930166,486984752,3024897,1966,268215,822906,2761,0.608116571230272
554,111.121477879,887489482,148535,58757,3346,5094646,2736660,490618508,5078428,61,433647,53409,1686,0.552816138050862
555,111.321669231,918760901,124116,56589,2749,5063613,2602298,493843598,5105497,93,421271,37263,2323,0.537510463780609
556,111.52185801,1006497986,84427,5685,1992,4844534,3878392,507429095,4891207,106,432306,8971,2690,0.504153115116119
557,111.72205963,1034708627,99674,5841,2145,4517029,2789533,510036780,4574360,153,345596,5015,3140,0.49292792839544
558,111.922247765,626190946,146161,1627568,6328,2905457,6133547,489079181,2560327,15439,545154,1378131,2971,0.781038410287075
559,112.122439819,744625980,261906,618898,12675,4076174,3970253,465541011,4311498,454,648735,557383,4202,0.625201139235029
560,112.322636613,865323313,194439,77289,3697,5108818,3259432,510146533,4994447,180,511504,152040,2013,0.589544422686784
561,112.522824917,881074360,193032,66440,3987,4813374,3298313,504045267,4799166,71,456578,47321,1719,0.572080280488471
562,112.723017681,701869843,135579,1531669,3794,2893379,5336135,490916905,3251393,2521,433822,1041215,3084,0.699441513118266
563,112.923219459,788254444,198344,693356,7819,4717224,5184369,510934277,4694453,236,837167,799278,5731,0.64818445476471
564,113.123409283,863586512,174594,119721,4566,4860767,3310627,510642711,4927299,410,458922,125942,2420,0.591304639320258
565,113.323601443,829576926,199419,122646,3513,4809380,3013393,498936519,4775176,667,460714,113614,1855,0.601434904181508
566,113.523777874,815171116,139758,821324,3141,3786724,4628883,497023478,3410979,19510,327264,768349,5451,0.609716743202172
567,113.72397971,944161872,214338,548958,7267,3775070,3214553,505655820,3933935,106,421617,348058,3329,0.53556051668225
568,113.924147059,960350322,195601,336277,7364,4421146,3513574,510400358,4343763,147,440305,294035,3489,0.531473095085816
569,114.124337687,885385293,188541,514826,7794,4264541,3507588,509494498,4424304,115,624686,564319,4583,0.575449470448794
570,114.324540739,1059855671,175451,127804,4633,4188833,2502971,510140408,4130486,235,309560,157233,3778,0.481330073479411
571,114.524714508,873160838,135352,889501,4448,3617888,6467242,498940799,3456988,10332,261864,1475337,4096,0.571419121525008
572,114.724952681,783272460,390345,497057,12192,3425042,3348861,490463055,2995740,197,359918,363404,2813,0.626171709139372
573,114.925162094,916361521,214183,379970,10424,4308827,3322837,501705024,4323532,193,445618,323861,2610,0.54749682576425
574,115.125332005,905273380,186094,463841,10944,4650845,3367139,505346736,4561453,935,572008,468696,4449,0.558225556129796
575,115.325521258,1035919793,163346,212943,12907,4155695,2608588,499198257,4145023,107,338763,235536,4415,0.481888907204228
576,115.525731617,984514335,140399,844922,5966,4112719,5754474,510250374,4501461,2261,383072,805836,4109,0.51827622601351
577,115.725934938,860768169,169486,1120645,6790,3222789,4618259,501189135,3303366,6154,375837,1089217,3917,0.582257979616344
578,115.926128198,911924799,223383,413224,7932,4250094,4762288,509691896,4171918,165,579193,393980,2817,0.558918779880664
579,116.1263337,681395013,328581,740431,15897,4379042,6128512,501364206,4528277,190,900700,764895,3612,0.735790835616227
580,116.326530196,677609444,341286,757076,17439,4501924,7744057,493281646,4638143,168,950005,659193,3584,0.727973392885593
581,116.526721531,726385921,253613,600238,12984,4782610,6215752,509593295,4748651,253,970625,617519,4132,0.701546217055603
582,116.726925651,834058823,102111,1889259,7279,2433199,5922486,494947187,2904723,8681,338674,1076994,3343,0.593420000306142
583,116.927119303,956476576,250292,400248,8722,3997188,4135398,505962539,4124848,159,478328,409390,3258,0.528985812821411
584,117.127308815,843612063,214375,535315,9674,4305063,4878715,505583935,4312373,484,697632,615472,3688,0.599308565126575
585,117.327512463,721303038,255324,642121,10320,4796674,7272503,507735621,4759175,112,913260,656592,3403,0.703914435752037
586,117.527691756,577383415,475348,734154,22479,3793945,6959455,487951597,4023862,434,911832,793742,3090,0.845108439770477
587,117.727871588,826155953,229638,477562,10141,4387199,5030900,510937247,4607119,240,833557,522564,3887,0.618451328886085
588,117.928065624,883314993,146163,867139,4987,3702554,4300818,500857138,3831704,1824,321483,753205,8767,0.567019853584666
589,118.128255055,1063664980,169154,3818,2308,4522581,2343959,509884956,4458168,123,217129,2586,2706,0.479366121464298
590,118.328445311,895121331,163653,832672,1848,3737152,4024746,494182624,3639629,256,211760,805348,2351,0.552084512887114
591,118.528646978,1054768570,171745,4037,3804,4434498,2312144,509187638,4293135,178,204464,9563,2521,0.482748208927007
592,118.728833437,835234214,145674,751533,3121,3630954,3715296,483265675,3560111,12883,254587,814846,1983,0.578598992832925
593,118.929022793,746851310,238680,69322,7249,5374415,4366553,509519811,5416702,96,595742,77433,1444,0.682223896748604
594,119.129206349,802171877,131007,815070,2759,4254080,4604081,499693591,4118414,1167,335603,796165,1518,0.622925840866894
595,119.329402055,768828340,198136,50509,4576,5605121,3848661,503938301,4904572,15016,507300,282558,2026,0.655462701856178
596,119.529610709,702399295,151694,1311217,10521,2992503,6973448,467515664,3449262,10988,315951,761422,3611,0.66559813958811
597,119.729815043,857374819,218525,108760,7029,5256553,7021194,504748040,5202256,31,461975,105442,3050,0.588713394438985
598,119.930007485,911115840,181310,70180,5231,4990025,6739783,501363346,4942170,15,437762,71013,3572,0.550273987114525
599,120.130196863,810366422,310992,127258,10606,4405982,5097712,484604088,4332521,367,373013,121335,3006,0.598006130120727
600,120.330395644,905259279,196565,49690,3613,5268747,5562494,501299238,5259575,44,412260,39903,4175,0.55376315894134
601,120.530584919,994107924,178785,117252,3863,4732510,3198736,508703447,4766875,139,284436,137332,3369,0.511718531478077
602,120.730778988,934595315,142159,69236,3997,5022044,2935706,505144681,4854668,294,396599,76406,2361,0.540495627243755
603,120.930991134,821573414,115254,1197499,4232,4014361,7700184,499814384,3891877,19988,272378,1530530,3371,0.608362412272508
604,121.131186378,848778035,218924,154299,5845,5222198,6962144,498665106,5160989,71,450600,116859,3559,0.587509437611684
605,121.331379872,888550752,176123,156465,6679,4830728,6485238,492717512,4782488,976,434279,252118,2996,0.554518141919259
606,121.531590599,933653287,209455,67737,6210,5036169,4910168,505432056,4941794,89,374080,70194,3894,0.541348767296741
607,121.731750975,905214077,199902,37053,3731,5226402,5442822,508498340,5297019,50,420543,40934,3813,0.561743738768658
608,121.931937652,931112291,212334,127185,4319,4427495,3001620,485998364,4413337,65,288593,104181,3650,0.521954622119793
609,122.132149894,933385812,150081,90977,4883,4822849,2836310,502422695,4884438,71,405905,113843,2236,0.538279764423931
610,122.332326882,650980468,166408,1420315,7078,2979238,6566262,487838791,2583936,17712,483507,1440871,4228,0.749390826576996
611,122.53249403,735658392,172644,863485,9771,4555728,5276819,497222729,4715582,430,862967,844501,5336,0.675888067623648
612,122.732702431,721854095,223133,876771,11392,4649155,5504455,505358256,4576424,250,865367,799215,5786,0.700083658872919
613,122.932900449,808970390,250244,423674,11368,4541854,4839954,496059577,4500219,231,625724,479848,4064,0.613198682092678
614,123.133105081,670248635,207524,885283,15790,4370127,5294742,485967422,4124908,212,855067,821288,5633,0.725055444536638
615,123.333323913,645144505,120205,1690306,8528,3047754,5836170,495929873,3372797,1557,708328,1336543,5340,0.768711302904145
616,123.533545945,754503322,174313,889523,9467,4596325,6043706,506141215,4627946,968,862879,1062381,5255,0.670827019897468
617,123.733750267,770747650,174599,719679,10376,4758863,5535833,510842126,4762335,501,859850,791537,5520,0.662787782745753
618,123.933963813,760413060,204924,726864,11036,4572879,4691226,498556254,4624345,246,735570,627429,5062,0.655638731402114
619,124.134162482,772238581,213250,711142,10027,4674123,5604461,508633952,4681996,290,813669,820152,4924,0.658648718821263
620,124.334365522,732755822,174764,849938,11601,4794064,5502072,509080657,4811990,218,903701,825861,6081,0.694748020712417
621,124.5345821,676373202,183785,614924,10065,4863862,7389205,504806672,4775775,15032,802451,803960,5678,0.746343395195601
622,124.734779395,734623513,243966,532849,10698,4690538,6814375,503627857,4658748,282,771699,535526,2946,0.685559130748923
623,124.934986496,756347645,197058,561182,8424,4715394,7063634,508770649,4732434,792,714620,637643,2150,0.672667724112501
624,125.135199051,670220485,181812,580290,10907,5049140,7475746,499305245,4830489,457,843442,582181,2198,0.744986547225575
625,125.335399178,769569105,250224,348286,8630,4712859,6515781,509756845,4691041,197,751950,288500,2781,0.662392554077389
626,125.535609384,670812755,184007,808982,9535,4501302,7385597,507946926,4636098,297,986928,727476,9836,0.757211192264822
627,125.735843917,648446524,170302,745156,9354,4862873,7806403,508867694,4861771,635,956297,856019,4073,0.78474889627136
628,125.936041961,681787010,180469,585079,9567,4518736,7828053,506011844,4537962,141,961234,658235,3365,0.742184636225322
629,126.136241697,717365547,173842,522060,9525,4572618,7199152,509092324,4573567,213,836431,517082,2650,0.709669325672257
630,126.336450789,722417430,182895,469010,8946,4883311,7688455,509417382,4877948,147,780047,495728,2176,0.705156549171301
631,126.536648733,666402131,200876,543594,9182,4914509,8169424,496508374,4743269,506,852447,539978,3132,0.745058202702536
632,126.736847869,692578743,197681,511032,10454,4512210,7410730,502034672,4439119,128,840971,459789,2058,0.724877390584308
633,126.937060394,662928844,188222,757494,12246,4520802,7047770,506217059,4659710,8511,775471,912304,3034,0.763606929433893
634,127.137256901,671572358,166237,746112,9034,4844992,7681914,510845721,4760676,383,944795,806399,3912,0.760671154663575
635,127.337452274,650060507,176886,686303,9846,4617815,7870905,510577385,4526486,427,974343,609516,3700,0.785430555312907
636,127.537671318,687310176,185172,533422,9456,4422964,7410447,506746554,4492561,177,837927,490451,2866,0.737289467979592
637,127.737878102,686519503,179022,608347,10626,4570179,7362959,497153987,4652264,462,805891,624535,2565,0.724165861024344
638,127.938100344,681283763,211044,637243,10488,4881881,7872452,503967034,4940132,369,827633,477829,2975,0.739731461940037
639,128.13830915,719273616,209644,500114,11914,4607511,7613562,508366848,4638585,190,888973,494993,2496,0.706778111544133
640,128.338523925,606190836,100147,2090423,7680,2341242,8282296,494455763,2536398,12140,448707,1833176,1367,0.815676736822198
641,128.538730369,555400088,147357,2275155,3102,1750603,8437359,487754960,1080213,17982,205009,2414771,1127,0.878204686204515
642,128.738934609,875735331,210417,238869,6233,5042165,4563987,504533937,5035648,118,497383,203250,3055,0.576126049892122
643,128.939144559,917211994,229646,272826,11179,4799618,4563918,509338808,4779523,118,549095,283955,3176,0.55531197948988
644,129.139342894,908442468,228449,490108,6998,4514121,4273028,508287816,4609542,140,540469,478762,3981,0.559515691862173
645,129.339541353,748977915,179893,1485719,5286,3427831,7056482,487852984,3439255,3503,389781,2062534,3256,0.651358303402044
646,129.539794055,848777612,212094,227611,8249,4963038,4774824,502393093,4840917,160,559674,216287,3038,0.591901913878473
647,129.739995162,923930803,232067,312375,7400,4800666,4534909,510722379,4841815,231,537661,395949,3749,0.55277124362743
648,129.94019023,916781005,238355,412605,7520,4594878,4405181,509903599,4613212,131,549908,394081,3816,0.556189096653459
649,130.140398894,761832792,145495,1827179,6381,2890286,6088772,496424635,3451104,15903,394396,1106051,3146,0.651618885683251
650,130.34060127,915259818,280663,128154,6137,4859186,5225731,503720981,4915115,112,467711,105759,3469,0.550358456793959
651,130.540798392,899453618,248979,347178,7325,4445407,4685160,502397005,4369343,615,517382,351619,3781,0.558557990035235
652,130.741051384,901434129,293252,430220,10026,4493161,4798452,509775247,4500501,160,667070,434433,4127,0.565515804871417
653,130.941256737,838703777,186743,1157890,6223,3232832,5497978,493448631,3009698,1194,414510,1077410,3693,0.588346737587185
654,131.141474732,885837747,281673,262808,5370,4412196,5198849,501553490,4120029,96,450990,114329,2842,0.56619114696633
655,131.341696606,945995567,237631,224241,7533,4690890,4650549,509419019,4579573,497,521134,291022,3653,0.53850042935772
656,131.541899458,860502934,288810,484419,8804,4383375,4891622,508928083,4303104,140,646649,436434,4595,0.591430967741477
657,131.742114824,968833197,239759,719853,10818,4154335,5115005,511120531,4172557,11331,543019,790379,4051,0.527562982547139
658,131.942374143,571085956,204977,860479,8668,4796994,7920879,506612017,4822878,3245,873302,826677,3705,0.887102916255219
659,132.142578115,589750709,163674,908973,10501,5025525,8730075,509880270,5015650,286,1088367,900582,3754,0.864569151370024
660,132.342790202,574402240,162146,819697,9746,4957459,9185787,504131289,4900764,178,1245704,748403,4264,0.877662470466689
661,132.543020678,572013221,180034,869825,8833,4773420,8631459,509630395,4742056,265,1188710,894984,4630,0.89094163611998
662,132.743238511,607160182,171677,866369,10339,4704635,8345155,510784740,4728902,328,1190062,903419,4245,0.841268507294834
663,132.943447501,609839224,172529,876715,10385,4701161,8208007,510390743,4602865,256,1098262,859922,3575,0.836926722509407
664,133.143679884,616731716,139228,857396,8360,4476532,8086036,500748049,4611783,324,1012417,820865,3265,0.811938215611405
665,133.343882135,730487023,123971,635468,9145,4437147,9099757,508283868,4411430,244,934306,676169,3643,0.695815054882912
666,133.544085132,628908321,164022,729399,10499,4911932,7781479,508533259,4887449,234,1010710,821244,3616,0.808596805002362
667,133.744327262,641363577,172060,817159,9155,4861475,7698510,506532896,4821677,8181,929354,796625,4501,0.789774964099653
668,133.9445241,581195040,193370,993719,9229,4780471,8403169,505021378,5048171,287,1087454,861581,3985,0.868936145773027
669,134.144728183,580253946,167784,826821,8820,4999277,8998256,509143212,5008075,337,1115560,857340,4204,0.877448943707829
670,134.344946139,566997499,188513,812274,10028,4847487,9066603,510356061,4957914,241,1193276,820850,4600,0.900102843310778
671,134.54516529,564573273,273050,842403,9674,4403320,8425290,500964026,4513036,450,1097716,868304,4108,0.887332167422669
672,134.745395926,598071657,163610,894857,10151,4744627,8250591,509922946,4779678,228,1215722,795725,4072,0.852611789961483
673,134.945620482,640847246,150202,811409,10233,4707903,8196467,510149902,4694298,294,1041239,832435,3972,0.79605538634085
674,135.145829466,682918875,132512,701386,8411,4375642,9049173,503305304,4581988,203,988254,680549,3688,0.736991350546578
675,135.346032855,656971866,136694,706365,9937,4897426,8141917,510271387,4849067,221,1007746,670562,3785,0.776702037648595
676,135.546268088,608053214,120935,1395506,7803,3687116,7871041,500262102,4018536,10666,889189,1488575,7599,0.822727502267589
677,135.746485149,827957776,376540,673584,7451,3001132,3178990,497685045,2944657,266,281097,300473,3077,0.601099548100627
678,135.946679794,1127130095,144029,57792,4757,3925507,2140792,504114366,3920912,75,226377,49978,3325,0.447254818442231
679,136.146888827,1152021362,140075,26984,4144,3872677,2129453,509405070,3840773,65,178767,24098,3243,0.442183701451189
680,136.347077193,1132398351,148899,39220,2721,3944769,2143249,509761403,3954270,258,186715,59915,3781,0.450160848918439
681,136.547286453,1063553304,152967,60218,3727,4417829,3695828,508378655,4345110,44,275854,52439,4376,0.478000165189652
682,136.747498039,772571559,142360,1520263,5540,2320609,4911815,488399234,2734518,14183,315282,971345,4356,0.632173457992905
683,136.947678146,1133042166,146332,54597,4193,3909477,2114674,506720316,3906548,225,230802,69374,3323,0.447221057790712
684,137.147894181,1128779968,149074,66514,3646,3893501,2142040,503489807,3886584,59,195540,41954,2994,0.446047787233588
685,137.348079333,1134460039,142195,41256,3653,3869613,2108935,511515388,3871950,281,185698,45512,3725,0.450888854975349
686,137.548258898,1082392298,144711,63650,4128,4218753,2587756,506470535,4119655,45,230822,58102,4542,0.467917718867582
687,137.748443662,751637260,145914,1333203,4556,3002054,5617850,492269705,2684204,16077,316332,908648,7002,0.654929885993145
688,137.948631168,797886586,326576,437391,7457,3956950,4076711,496603142,4061237,837,496995,526087,2208,0.622398158727787
689,138.148837309,764339953,220863,775985,10597,4281388,5041943,497725000,4207849,200,805206,748516,5561,0.651182759773909
690,138.349034301,674596710,172175,903106,7761,4376785,5666099,506672166,4266051,218,850269,756021,4929,0.751074172893609
691,138.549254581,884019579,137350,515527,8618,4538789,4697193,510511536,4404956,222,657844,531642,4511,0.577488947221609
692,138.749458814,789390342,155013,1068894,8233,3698388,5867018,495375669,3741071,10233,512518,550007,5117,0.627542095010836
693,138.949669723,847104192,204919,623727,6304,3899737,4608819,498767948,3522490,720,406248,774233,2374,0.58879173625905
694,139.149884377,875858852,202881,620814,8286,4295754,4692200,510134753,4365965,141,657097,589334,4165,0.582439455666996
695,139.350081155,734956743,153380,832937,10025,4578907,5417012,510080228,4647768,434,902133,874252,6430,0.69402755040782
696,139.550278656,719536597,255493,709311,11446,4308895,5454106,498376340,4326366,103,788083,741292,5226,0.692635151676656
697,139.750498708,906482552,203987,382114,5771,4319746,4163945,508132466,4489281,153,466565,266679,3859,0.560554050244974
698,139.950699685,792277120,183969,1778450,8511,2371289,5607692,493594050,2896280,15118,468986,1181374,3934,0.62300682114864
699,140.150896115,1057823536,249349,176451,6590,4067520,3656004,510914765,4021675,507,394068,196407,3195,0.482986762548267
700,140.351146944,926464090,268024,462196,8673,4337410,4328792,504677705,4327329,141,535181,390570,4600,0.544735311867295
701,140.551312608,814790162,197782,1114662,5657,3183954,5287827,496918754,2737305,3218,348312,1147221,2566,0.609873286614376
702,140.751504707,1044614097,254442,324331,6591,3863604,3827330,509223813,3886587,112,421633,230519,2805,0.487475532316122
703,140.951685595,895389967,382077,278220,8968,3879064,4017706,508990326,3873544,469,445002,268965,3968,0.568456588479956
704,141.151866181,912073690,280225,457849,7882,4219393,4065075,507044380,4355718,147,539251,420600,4597,0.555924795944942
705,141.352040683,754979657,186209,1342644,5979,2971717,6080517,489884968,2561797,3583,411918,993461,7796,0.648871745692613
706,141.55223471,866929941,297363,158881,5821,5231442,5269999,506223462,4907404,555,436571,250593,3064,0.583926610512579
707,141.752400029,865757886,254486,319811,8572,4989484,5352600,509207673,4922751,93,623149,309251,4468,0.58816405976116
708,141.952585724,864752351,285454,519261,10552,4287476,5069290,505903697,4291902,143,667645,505054,4379,0.5850272582838
709,142.152773187,850111112,205817,990350,6553,3299787,4613653,496979118,3224548,2577,439174,933530,3422,0.584604895742146
710,142.352989356,824969259,368015,321231,5576,4500045,5723272,504203317,4008380,1436,353897,829031,2781,0.611178309372616
711,142.55317971,829089040,285320,228645,10024,5405594,5846357,509817328,5341879,83,585960,220086,4411,0.614912637127612
712,142.753368415,881980764,253476,459974,7929,4431148,4858110,506283964,4567035,122,634938,438620,4775,0.574030619107697
713,142.953569108,891756535,283906,535599,8428,4298583,4572739,508402044,4267041,781,594906,591660,4786,0.570113056698822
714,143.1537557,730155753,166494,922742,3087,3010381,6590262,487910231,2315523,14415,292351,1585123,1676,0.668227606226914
715,143.353943887,847706528,183285,123874,4097,4542293,3781203,508109406,4604518,46,497539,59336,2386,0.59939305551744
716,143.554141936,829383841,170806,57222,3883,4933225,3956793,510263180,4855818,120,549060,85446,2052,0.615231639170554
717,143.754330906,668547545,179813,126759,4254,5098632,5143695,509109581,5004175,194,648130,176907,2132,0.761515893383469
718,143.954514951,823179457,135010,135361,3791,5161263,4648188,504503788,4999777,55,605784,91088,2956,0.612872179583558
719,144.154713454,828189311,168902,106386,3653,4577822,3924315,508225371,4663901,121,450011,121950,2358,0.613658452541897
720,144.354901433,724224133,135203,704181,2599,3332164,6431633,491261862,2527720,5458,295846,1453131,1057,0.678328489227519
721,144.55509432,826444617,181739,87081,4134,4767039,3852539,508028824,4768188,115,542747,91598,1548,0.614716114727867
722,144.755312909,828209589,166751,138694,3660,5015377,4021911,505720070,4938141,177,537854,106663,2127,0.610618467495189
723,144.955497185,705980731,163758,137403,5065,5123266,5210168,498760680,5221514,291,698804,149656,1962,0.706479168763602
724,145.155668733,824948410,135513,83031,5575,5132682,4761822,506942247,4926828,59,585104,77513,2984,0.614513878510294
725,145.355865124,837402855,142783,584802,3421,4221671,4938282,501051771,3734800,1814,351846,944985,2185,0.59834017523143
726,145.556063133,825407585,175452,967873,5667,3861821,4868037,501851112,4027424,622,514713,1247789,4191,0.608003998412493
727,145.756246832,882846193,183863,72157,3252,4665880,3602057,509644078,4642035,177,441932,123709,2089,0.577273914800695
728,145.956448363,810073043,216571,99731,4510,4928762,3948976,504338039,4875546,69,510889,79078,1942,0.622583411901043
729,146.156633774,783357764,117906,1447786,4318,3873570,6701719,500867046,3983696,1677,387355,1660325,2853,0.63938479838696
730,146.356821611,905800986,182089,453919,8749,4120268,3343641,505928523,4116382,350,507571,365201,3372,0.558542694057081
731,146.557015405,803891548,193471,102500,4298,4887046,4272945,510170641,4889553,231,531334,121399,2034,0.634626203334582
732,146.757207114,822530567,183709,560754,4522,4694460,4031834,502260837,5053469,71,483994,44031,2111,0.610628780437773
733,146.957412187,797456333,165913,434078,3807,4093953,4113175,499874343,3553478,2361,368926,786225,2227,0.626836006329641
734,147.157608811,1011644678,172417,26749,2681,4794378,2406953,511897226,4783671,177,336678,44356,2693,0.506004961160879
735,147.357792852,1031141846,173073,5510,1522,4456069,2089870,512368243,4548545,124,201227,3785,2617,0.49689404516709
736,147.557977819,803624247,148933,950587,5491,3705278,4647064,491576095,3785876,2336,344340,928701,2260,0.611698933718211
737,147.758175403,935845965,219250,38845,4379,4724758,2738537,504580228,4461172,569,307898,62593,2169,0.539170169954198
738,147.958354591,1031515239,178061,14935,2310,4506757,2205943,509579700,4504427,218,217065,25394,2498,0.494010830604898
739,148.158539354,792591181,149321,789466,3090,3838016,4601210,500553587,3903308,265,349510,775757,2017,0.631540697145355
740,148.358741344,743257728,193005,60347,3682,5496146,4078405,505575337,5410628,102,598554,42834,1755,0.6802153788033
741,148.558930719,750739980,140145,854081,3275,4227962,4897133,501635703,4360916,314,441924,809477,2842,0.668188342653604
742,148.759105991,757079451,188230,51310,3756,5229214,4825256,501920133,4769095,21702,460059,502574,2578,0.66296890285033
743,148.959348358,770625069,149938,1011428,5565,3821910,6311208,497640788,4054309,5775,338763,730655,3663,0.645762521904151
744,149.159532897,939661379,178865,82763,5051,4973740,6236236,508879794,4999225,15,453208,84368,3171,0.54155657066757
745,149.359703458,943652419,207278,67599,5525,5181328,4897262,511591562,5208718,374,408084,118164,3512,0.542139829983311
746,149.559890804,928685641,205000,110975,3993,5199419,4328380,503124593,5150864,122,398412,92860,2876,0.541759849391275
747,149.760072916,837047366,188132,175704,5755,4782418,4022098,510079523,4759465,56,474371,165928,3097,0.60937952106285
748,149.96026681,759715977,215852,126700,4885,4643938,4296197,509505333,4649754,109,545926,106050,1906,0.670652386450996
749,150.160475493,683028664,140587,1415402,4348,3201523,6853464,477630373,2720441,17539,311143,1404758,2731,0.699283058199736
750,150.360673187,877462310,176729,83810,4788,5234198,6664210,505084439,5246332,31,452285,69459,4263,0.575619526039814
751,150.560864283,983634553,195291,66330,4412,4809782,4949086,509809342,4899509,25,420041,73335,3221,0.518291412644183
752,150.761064092,917883040,208198,51756,5703,5463510,4773752,508276658,5376142,24,430480,54850,3323,0.553748828391033
753,150.961251708,932270013,195844,153528,5871,4983428,3910729,509676402,4905299,70,424428,145324,3365,0.546704704530703
754,151.161448824,699181292,201093,280725,5505,4445664,4320118,493029758,4295026,231,492077,190883,1984,0.705152960528583
755,151.361663011,677707743,194494,461396,4561,3949956,5703024,498650328,3723193,28161,476633,742177,1992,0.735789627830768
756,151.561860222,828503519,172786,990205,6193,3618643,5071696,501971607,3180889,2305,484746,1154709,3015,0.605877459163816
757,151.76205717,850989519,227642,620527,8745,4424206,3992566,505258795,4247094,258,682600,671548,4016,0.593730925844693
758,151.962266241,915498391,230256,451208,7048,4481841,3848987,500960499,4529881,227,454285,449379,3175,0.547199759087288
